Gene_ID,MCF7_ROSA26.KO_DMSO_rep1,MCF7_ROSA26.KO_DMSO_rep2,MCF7_ROSA26.KO_C70_rep1,MCF7_ROSA26.KO_C70_rep2,MCF7_ZBTB7A.KO_DMSO_rep1,MCF7_ZBTB7A.KO_DMSO_rep2,MCF7_ZBTB7A.KO_C70_rep1,MCF7_ZBTB7A.KO_C70_rep2
OMA1,11.5399,10.3245,10.4316,8.9871,8.37817,7.99797,7.49253,6.9936
SLC39A14,14.4334,12.2999,12.9123,10.7424,15.202,14.8645,12.2726,14.1049
ARID1A,19.1747,13.5284,17.4249,14.5987,15.1568,13.6395,15.6109,14.2341
PUS7L,5.17021,3.99497,5.50311,3.35378,4.69436,3.19147,5.19406,4.32091
TMOD3,39.7408,33.212,38.432,33.2569,32.0427,31.4133,31.1773,30.8196
C1orf65,0,0.0306487,0.0295696,0.0174327,0.0160613,0.0702227,0.0188234,0.0188967
SLC31A2,3.04234,2.92408,2.20811,2.09435,2.18467,1.9301,2.06086,1.62965
KLRG1,0.159142,0.150813,0.33332,0.247563,0.432001,0.343635,0.114581,0.22267
FNDC4,0.039013,0.0816941,0.0590275,0.0927162,0.149669,0.187369,0.326593,0.427747
AHI1,3.50329,4.2705,4.18167,3.59049,3.23706,2.79473,2.97832,3.30122
BAG3,21.5129,27.1263,18.0952,20.6014,36.4397,34.1023,38.6669,37.4711
CCL1,0,0,0,0,0,0,0,0
KREMEN2,6.64273,7.92278,7.97864,10.8557,10.5609,9.66064,14.9574,14.8409
KLRF2,0,0,0,0,0,0,0,0
MAP2K4,3.58504,3.67847,3.44525,3.70361,3.58646,3.20856,3.94986,3.89293
NDUFA6,63.8993,59.797,63.4339,67.9381,62.1172,59.1473,64.0264,56.4688
ZNF649,0,0,0.0133886,0.0323264,0.116487,0.0989743,0,0.0171096
NLRC5,0.903276,0.351549,0.569604,0.45624,0.588303,0.288355,0.415562,0.139197
CCDC146,0.053442,0.0931633,0.0720293,0.0514462,0.151452,0.4538,0.333065,0.189435
BRIP1,25.7002,31.2484,30.5259,34.7925,28.8856,31.15,29.791,28.3591
PCDHGA6,0.171773,0.0698764,0.0703339,0.082492,0.120681,0.0840375,0.111208,0.138307
AARS2,7.6716,7.10059,7.4154,6.62339,6.95464,7.18688,6.51811,7.05982
CLCA4,0.00898783,0,0.0403402,0,0.00986595,0.017211,0.0345846,0
SMOC2,0.436671,0.53213,0.801316,0.530971,0.764864,0.523542,0.479521,0.503808
FAM83A,0.0694395,0.243859,0.203192,0.123957,0.543136,0.518253,0.301001,0.247909
HS3ST3B1,0.174807,0.112887,0.171635,0.0675757,0.158108,0.100797,0.0921863,0.0830065
SCAMP1,20.0484,17.385,19.8501,18.0828,18.6932,18.0969,17.7368,16.7738
CLDN19,0,0,0,0,0,0,0,0
ACOT8,11.6931,11.2563,10.3164,12.4089,10.2309,9.21616,11.4926,9.90516
TRO,0.0801197,0.040181,0.0560476,0.0444195,0.077106,0.0164043,0.0972305,0.0666169
ZSCAN18,0.549864,0.188228,0.405458,0.347931,0.7785,0.683407,0.575057,0.812375
MAGEB2,0,0,0.0611847,0,0.0664911,0,0,0
FUBP3,23.6695,27.3166,24.6737,26.4126,25.5639,27.7317,25.3281,26.7068
ERCC6,3.6028,2.16914,2.64264,1.31838,1.89931,2.00954,1.29743,1.55804
SMLR1,0,0,0,0,0,0,0,0
CD300E,0,0,0,0,0,0,0,0
DNASE1,3.25133,5.11437,5.02405,5.73288,3.49639,3.41651,4.79827,4.23908
RPL35A,1553.33,1461.43,1506.67,1553.39,1514.01,1454.3,1486.31,1456.68
SPATS1,0,0,0,0,0,0,0,0
XYLB,2.34815,1.67808,2.27056,1.53607,1.642,1.634,1.24575,1.1256
FFAR2,1.09813,0.535268,1.00235,0.429735,0.445466,0.447317,0.367461,0.36882
INHBB,17.5689,15.4029,9.2529,7.03005,7.60537,8.5575,4.04473,3.93186
ALDH6A1,18.1899,21.254,19.1306,20.7592,17.3638,18.6374,16.9718,17.608
PTGR2,24.0654,28.1356,26.61,27.8719,28.9858,24.1011,20.0977,21.205
AKR1C1,1.14814,2.72388,1.92318,3.58234,1.87262,3.37775,2.4746,5.2486
LTF,0.0287655,0.0125174,0,0,0.435832,0,0,0
POP7,125.565,81.7506,93.031,75.4376,101.153,82.7075,76.2602,71.6589
PTEN,7.06884,5.64992,6.91367,6.83034,5.96408,5.64083,8.09207,7.15923
B2M,156.523,123.976,148.4,121.206,133.791,106.151,124.663,101.674
AC010327.2,1.79197,1.74546,1.37037,2.31854,1.9461,1.97023,1.86102,2.00754
CLPX,16.1549,14.8139,16.1298,14.2938,15.076,13.9778,13.2099,12.4394
PODXL,3.37109,2.18601,3.28875,3.10321,2.92751,2.48523,2.75068,2.19552
NBPF24,2.23598,2.17664,2.54883,2.06934,2.16716,2.22985,1.87354,2.23946
CSNK2A2,14.5192,14.7658,14.5141,14.308,14.6313,14.5227,13.7517,13.853
IL5RA,0,0,0,0,0,0.0165875,0,0
FOXJ2,2.47714,2.81736,2.75962,3.07784,3.32184,3.07432,3.19241,3.15376
SLC5A1,0,0,0,0,0.0161524,0,0,0.0570119
SMC6,9.15112,8.85913,9.92267,8.79892,9.63637,9.38995,8.85498,8.59796
RUSC2,1.1127,0.845287,0.78087,0.85789,1.08649,1.05806,0.906044,0.698868
PDE9A,0.335607,0.523458,0.530548,0.550012,1.77937,2.38056,2.70477,2.30865
COMP,0,0,0,0.014477,0,0,0,0
PROX1,0,0,0,0,0,0.00312944,0,0
DNTT,0,0,0,0,0,0,0,0
AQP6,0,0.0761537,0.199814,0,0.0543879,0.0511961,0,0.128191
ACTG2,0.442115,0.316778,0.0875648,0.0566989,0.470665,0.541671,0.139012,0.489954
SCN1B,0.253976,0.362734,0.814523,0.520557,0.834736,0.777063,1.39954,1.44004
CC2D2A,2.47081,2.42677,2.88634,1.69434,2.00221,1.25736,1.33796,1.84496
NAA40,7.95836,9.00334,9.54289,10.0711,9.7942,8.87747,10.2199,11.5599
TBPL1,15.2986,12.1621,16.9475,13.9841,15.2166,15.0027,13.6885,11.807
ARPC1B,265.391,242.802,268.35,264.954,264.077,251.125,276.52,257.107
AC120194.1,13.3061,11.7414,12.6217,13.9853,16.8987,17.4722,20.0628,16.8814
TNF,0,0,0.0193993,0.114272,0.105402,0.0738839,0.099062,0.099229
CDK10,13.6315,16.5951,14.2941,16.4893,14.445,15.7963,13.7749,12.981
ZC3H18,51.3189,41.5229,43.8079,41.7681,42.495,43.063,39.2388,41.1521
SNX33,2.89387,2.2138,2.57324,2.58468,2.87684,2.863,2.98435,2.46986
ALAS2,0,0,0,0,0,0,0,0
FAM196A,0.148252,0.197589,0.0771824,0.0692577,0.139635,0.182525,0.0706822,0.0952089
YEATS2,5.57158,4.60234,5.94717,4.86446,6.02496,5.5693,5.20853,5.1934
CLCN7,11.8681,10.6782,11.3685,10.8373,11.9212,12.0015,9.82536,9.08934
HTR7,0.0171827,0.0200594,0.0581996,0.0205036,0.010523,0.0825631,0.0492512,0.037172
DNAH1,0.129762,0.330083,0.0944321,0.116426,0.183247,0.176284,0.206684,0.138832
TLE4,0.0883216,0.0470265,0.19462,0.0901954,0.0789269,0.0687727,0.115224,0.0507457
CPXM1,0.0251246,0.06572,0,0.0299347,0.441052,0.44552,0.0484062,0
GAGE12B,0,0,0,0,0,0,0,0
NDOR1,5.97899,7.88709,5.60893,7.46298,6.18955,7.71009,6.61463,6.75336
PTP4A2,44.0266,38.2307,46.174,45.381,32.7169,36.0085,33.7325,36.9844
SOAT1,2.60971,2.91431,3.85725,3.8939,5.62362,4.69474,6.12538,5.56862
MBOAT1,3.40569,3.56812,5.08304,4.87015,1.71952,2.19271,2.6681,2.35844
ANKRD60,0,0,0,0,0,0,0,0
AL139333.1,0,0,0,0,0,0,0,0
USP17L20,0,0,0,0,0,0,0,0
TIGIT,0,0,0,0,0,0,0,0
HSD17B13,0.0267029,0.0139696,0,0,0.0292937,0,0,0
CTB-102L5.4,0.392842,1.56E-39,4.42E-44,7.58E-38,0.208813,1.01E-35,9.04E-29,6.72E-38
CLINT1,40.0177,38.7698,37.8911,35.8292,41.5448,40.3671,42.0586,40.7568
BAI1,0.710474,0.831646,0.986899,1.11794,0.994628,1.19617,1.72349,1.93842
LIM2,0,0,0,0,0,0,0,0
EPHA7,0.0165535,0,0.0125618,0.0395909,0.00454575,0.0312889,0.0158943,0.0430596
SOWAHD,0.123356,0.236809,0.0414669,0.0732608,0.180257,0.0987727,0.158937,0.18562
APH1A,111.997,117.581,119.583,122.575,117.745,115.494,130.183,121.273
OR14A2,0,0,0,0,0,0,0,0
CDR2,14.6942,11.1139,11.9705,10.2196,13.586,12.5071,10.0167,9.49932
COMMD1,33.3879,29.945,31.9256,31.2172,25.4043,24.9787,22.9844,21.1154
RHOXF1,0,0,0,0,0,0.114491,0.0770141,0
GPR97,0,0,0,0,0,0,0,0
TEX35,0,0,0,0,0,0,0,0
MMS22L,3.75451,4.36821,3.30115,4.66307,4.25316,4.04899,4.63951,3.95808
OCSTAMP,0,0,0,0,0,0,0,0
HIST1H4D,0.635349,0.343181,0.319077,2.20562,0,0.319672,1.32164,0
HADH,33.0718,33.8814,32.4022,31.7048,28.4859,27.9851,26.3493,25.886
PXT1,0.0291218,0,0.0147019,0.0173352,0,0.0139652,0,0
CDSN,0.0466097,0.0121909,0.0470888,0,0.0383586,0.0334975,0.0299229,0.0300824
PIP5KL1,0.456136,0.759337,0.881748,1.43691,1.19545,0.861548,1.01087,1.26128
MAFK,10.6376,9.26877,10.4895,9.41915,10.0119,9.22054,9.11832,8.8374
HSPH1,24.6927,35.0936,28.4355,31.5937,33.7799,35.7716,44.8726,48.4921
HEXIM2,15.39,8.29723,18.1926,12.4464,8.8964,9.43004,10.4681,11.7092
SCAPER,3.81738,3.72556,3.4171,4.42431,3.59062,4.90666,4.82504,4.02177
XXbac-BPG181M17.5,0.0984481,0,0,0,0,0,0,0.294748
TEX36,0,0,0,0,0,0,0,0
RP4-758J18.2,12.1534,12.8102,12.0107,11.9433,11.1878,11.5267,10.7418,9.5209
SLC24A2,0.0223721,0.007795,0.00503198,0.033509,0.0027311,0.00475066,0.0063607,0.00321136
PIGF,7.94395,7.88136,7.92847,8.59932,7.42817,6.03907,7.77694,7.75515
CLNK,0,0,0,0,0,0,0,0
LEMD1,0.43283,2.23808,2.06666,2.10873,1.80535,1.07692,1.37437,0.525789
MLEC,32.918,35.1166,36.3982,40.9167,37.9232,36.5358,36.5985,43.638
RECQL5,16.1144,14.5009,15.565,14.1915,15.3966,13.3868,8.62663,10.1391
ARHGEF16,13.5523,12.3827,13.0245,12.9094,13.0794,12.5269,12.2306,10.5319
RPL10L,0,0,0,0,0.0591329,0,0,0
SCUBE2,0.460854,0.152312,0.410517,0.120103,0.77845,1.71407,0.506364,0.376434
BAZ1A,21.0454,21.1139,21.7958,20.8559,20.7683,20.0949,24.6445,23.0461
GALNTL5,0,0,0,0,0,0,0,0
PAX4,0,0,0,0,0,0,0,0
PM20D1,0,0,0,0,0,0,0,0
SPPL3,10.2031,10.3218,12.1413,11.5231,9.71557,8.38707,11.446,9.18012
PSMB3,98.4972,146.266,113.945,148.942,137.423,146.061,163.45,145.436
DHX58,5.92425,3.19702,5.84433,3.44005,2.62295,1.68513,2.32659,1.15433
ZNF197,3.57082,2.16583,3.14161,2.53198,2.90901,2.75463,2.67094,2.13553
POLN,0.0503941,0.0948874,0.101858,0.0996779,0.102845,0.0482666,0.121177,0.169156
SMG9,11.7487,10.4676,11.3489,9.08502,9.4621,9.06387,8.75096,8.43648
ZNF717,0.0289591,0.0100941,0,0.0539307,0.0105918,0,0,0.0124645
AC135048.1,1.36912,1.37153,2.34664,1.14251,1.77596,1.5241,1.88074,1.92638
DCSTAMP,0,0,0,0,0,0,0.0205147,0
KRT35,0.0193144,0,0,0,0,0,0,0
CTD-2203A3.1,0,0,0,0,0,0,0,0
LIN9,3.64965,3.28166,3.68018,2.60181,3.04715,3.42102,3.0637,2.4856
CAMKV,0.0200624,0.189397,0.158159,0.125752,0.167158,0.272036,0.395058,0.405599
TXLNG,6.11304,5.73372,5.60347,4.72539,5.09217,5.33543,4.52367,4.40325
BCL2,13.4296,14.2509,8.33824,8.96142,19.834,18.2509,12.8943,12.9187
LRRC14B,0.0208238,0,0,0,0,0,0,0
CBY1,11.7591,12.4481,12.1135,11.2931,13.1317,13.1228,12.6262,11.2059
AC109829.1,0,0,0,0,0,0,0,0
MAGEA11,0.0337514,0.107793,0,0,0,0,0,0
PLEKHB2,27.4522,21.723,23.3401,20.9599,22.9619,21.138,22.3757,21.5007
HPCAL1,34.1583,34.1972,32.8396,38.363,39.9144,37.8774,39.0831,34.3843
TXLNA,7.83111,7.78528,8.48939,7.26501,8.03853,7.81338,7.78392,7.89165
UNC50,19.0974,15.7863,17.805,14.8181,17.1465,16.085,15.803,14.5448
TREX1,0.312302,0.607116,0.603981,0.483998,0.310842,0.386312,0.512441,1.0215
C5orf63,7.10486,7.01162,6.98879,4.20275,7.84124,4.08572,4.0166,6.66652
CLIC1,221.966,218.019,223.496,222.214,241.895,227.946,265.036,238.624
VN1R1,0.026327,0,0.0265191,0,0,0.152047,0.101991,0
C1orf63,8.98554,11.5482,12.6572,13.7176,13.523,12.1686,12.9273,14.9853
HK1,66.3844,76.4069,61.4272,67.3328,61.9072,62.8068,56.712,52.9882
TRIM29,0.438113,0.186343,0.166048,0.299842,0.165192,0.408551,0.335647,0.540277
TOX2,0.484813,0.523937,0.835952,0.841523,0.833991,0.938173,1.32097,1.34882
C19orf55,5.57179,6.24954,6.96389,6.31035,4.80685,4.83058,4.19519,7.29666
PCDHA1,0.138644,0.108787,0.208661,0.13771,0.114102,0.0996378,0.252179,0.0894833
KCNF1,0.542138,0.110688,0.360573,0.330758,0.594758,0.39298,0.322776,0.375451
PPP1R12C,11.8024,11.4459,10.887,13.2521,10.3257,10.9228,11.3287,11.2856
MAPKAP1,82.4646,75.2738,73.3554,71.608,81.802,82.3551,81.1283,78.9282
SP5,0.0152018,0.0954589,0,0,0,0,0.0390915,0.0196166
OPN5,0,0,0,0,0,0,0,0
ATMIN,16.687,12.096,15.915,11.9522,12.7405,11.0567,11.5656,11.6435
WSB1,9.71498,14.8358,13.0151,15.6437,12.6125,13.5961,15.5457,14.2206
EDDM3A,0,0,0,0,0,0,0,0
PKN1,62.41,55.1142,55.9084,58.0296,45.2412,45.932,47.0411,43.2597
TRAM1L1,0.352539,0.304795,0.20116,0.1277,0.218538,0.17645,0.177378,0.0791155
TRIM41,25.321,17.1279,22.6556,18.1785,21.8322,19.3364,17.0662,19.0131
CATSPERD,0.0118443,0,0,0,0,0,0,0
FGFR1OP2,14.2609,13.5635,13.6185,14.0089,13.3827,13.7261,14.6542,12.134
GOLGA7B,0,0,0,0,0,0,0,0
NPEPPS,79.9412,89.4626,85.9231,92.8906,63.2834,59.0909,68.9952,65.1129
DSP,41.9933,33.2067,34.1194,29.9683,29.2939,27.0976,24.4938,21.4135
SLC9A3R1,481.528,630.739,423.555,490.693,459.123,512.773,382.647,361.49
SPEF1,0.0414146,0.0433666,0.062646,0.122973,0.0680813,0.0994879,0.0533632,0
IL10RB,6.5632,5.80738,5.6809,5.64043,8.33638,6.89042,6.83009,6.15721
FAM150A,0,0,0,0,0,0,0,0
SPANXD,0,0,0,0,0,0,0,0
ABI3BP,0.069679,0.0129935,0.0251354,0.0491703,0.0409364,0.228678,0,0.025929
LSMD1,108.177,103.231,102.24,95.2399,96.7822,81.3605,76.1271,93.784
FEN1,36.4346,31.8265,33.8653,32.1398,35.2146,30.3002,36.1775,40.125
BCR,10.816,10.2923,9.18141,8.11728,10.3542,10.3039,8.22715,7.48566
GOLGA8N,0.0664428,0.0717874,0.0467815,0.0443232,0.0757363,0.0496113,0.0247024,0.0262462
STX12,6.38484,8.16697,6.15105,7.39525,4.57309,5.04494,6.43397,8.60044
SLC17A5,3.32112,2.76355,2.79663,2.14019,2.67303,1.71765,2.18312,1.95986
FBXL4,3.67534,2.7687,3.97433,2.5329,2.9034,2.29061,2.53445,2.40227
PGGT1B,28.5409,23.7302,27.3669,25.5484,23.1779,24.5332,22.0711,20.4837
SET,323.45,305.596,321.772,312.438,334.509,323.521,331.221,345.527
AL445665.1,0,0,0,0,0,0,0,0
TMCO3,9.09128,7.82661,8.23134,8.74512,9.00469,8.21537,7.93838,7.82295
CNOT8,53.5034,55.5088,46.3489,48.8783,58.3472,56.0576,52.9444,47.7509
TSSC1,37.735,39.6227,36.5931,35.2929,38.2694,39.0104,35.0851,34.592
ULK2,3.37391,2.67907,3.40618,2.29507,2.90345,2.59927,2.57326,2.34432
OR51S1,0,0,0,0,0,0,0,0
DPRX,0,0,0,0,0,0,0,0
GLDN,0.611102,0.598346,0.492561,0.80341,0.467947,0.500814,0.491301,0.361646
ZNF263,11.1762,11.7625,12.4612,9.98749,9.6358,9.86477,7.13473,8.02202
PPP2R3B,2.12724,2.34327,2.23953,2.44982,2.27023,2.18737,2.26544,2.21301
GLG1,32.9805,31.9758,32.9136,32.3127,31.6514,29.593,30.9818,28.5129
VHLL,0.0378214,0,0,0,0,0,0,0
RPGR,1.92289,2.67,3.07469,1.6115,1.13816,1.2618,2.12271,0.920876
MYH11,0.0227211,0.0285047,0.0367797,0.0142513,0.0399196,0.00868961,0.0116369,0.0468524
TGFB1,10.6691,13.2045,14.7931,18.7114,19.0721,20.722,25.3659,22.1606
OVGP1,0.920298,0.410206,0.559803,0.354613,0.222103,0.29845,0.368659,0.505287
EHF,9.41032,11.6389,12.7835,12.7935,7.64286,11.1385,6.76513,6.35548
ADRA2A,0.651225,0.41321,0.340346,0.384368,1.02834,0.812268,0.225101,0.368504
LAMP2,56.6756,61.5652,57.4102,56.5724,80.8471,75.3708,75.8069,67.2808
HNRNPAB,234.976,256.5,214.636,223.187,261.484,256.007,251.703,267.782
TOP1,83.9577,85.5659,84.9055,83.3566,86.8724,86.4935,89.5122,92.1661
LRRC55,0,0,0,0,0,0,0,0
SYPL1,85.0857,83.3152,88.3558,84.0444,83.5634,82.5985,84.7082,79.8247
KIAA1958,1.30096,1.76493,2.01292,1.43733,1.6901,1.56055,2.09556,1.79982
IGFLR1,1.19767,3.16118,1.39679,3.18061,2.00609,2.21989,1.81954,3.02081
CCL3L3,0,0,0,0,0,0,0,0
NELFB,45.6286,49.3467,41.9944,44.276,45.6814,48.1028,44.2465,43.9685
TMCO4,5.32348,3.50685,5.01238,3.58472,3.46439,2.58324,2.32271,2.32639
LACTB,9.32948,10.2612,8.92848,10.1267,10.0328,9.5865,9.33483,8.98264
SERPIND1,0,0,0,0,0,0,0,0
FHL5,0,0,0,0,0,0,0,0
HOXD11,0.032179,0.0168403,0.097442,0,0,0.0154385,0.0206942,0
EPB41L4A-AS2,0.479768,0.232235,0.630625,0.435625,0.201778,0.142555,0.143566,0.0475297
OR10G9,0,0,0,0,0,0,0,0
OSM,0,0,0,0,0,0,0,0
B3GNT9,0.580518,0.544428,0.576564,0.740085,0.538278,0.364274,0.667836,0.413493
UGT2B17,0.17289,0.0878828,0.109721,0.0352819,0.0162539,0.0142141,0,0
ATG12,12.0812,11.093,13.2289,11.6826,13.0561,14.1699,12.0709,11.9781
BIN1,0.0999595,0.0966031,0.0299708,0.0850156,0.563895,0.303812,0.353352,0.368571
KM-PA-2,25.3223,23.9172,21.336,21.955,19.0471,20.3216,18.2748,18.3855
BSND,0,0,0,0,0,0.0157781,0,0
PSTK,2.22709,2.27278,1.87725,1.35656,2.18495,1.54363,1.4889,1.33902
TMPRSS6,0.00926969,0.0193978,0.0468659,0.0225387,0.10365,0.0443981,0.0118909,0
NBPF20,1.80415,2.14987,1.69991,1.82189,1.56398,1.776,1.94694,1.52929
PDE10A,0.012669,0.0266065,0.0258105,0.0303883,0.132125,0.0969054,0.146676,0.172502
SGK223,4.29814,2.40441,3.39994,2.25869,7.95642,7.82042,5.65138,5.49247
PRAMEF21,0,0,0,0,0,0,0,0
HERC3,0.881635,1.51658,1.22844,1.76454,1.30464,1.35688,2.07835,1.94372
WWP2,19.3598,16.8347,19.1865,15.7825,12.3856,11.8431,11.6392,11.5107
PSD4,8.24238,9.83342,8.63422,8.19374,8.21736,8.64908,7.4276,5.41211
MRPS28,92.4278,97.9637,77.9208,70.0103,83.5657,79.1675,81.2258,73.5493
ATP5H,255.276,257.662,277.821,279.425,277.29,257.075,271.769,256.673
PNPLA8,15.8875,13.6418,15.1703,14.425,14.9241,12.9099,14.6175,12.6438
FAM221A,6.68134,6.67434,5.78651,6.57577,4.90193,5.7673,6.19098,4.62144
STK16,20.7206,18.2187,18.8301,17.1262,18.7784,19.1143,16.531,16.0655
CTC-349C3.1,1.14346,1.65432,1.27899,1.00531,1.11852,1.18306,1.34485,1.86238
E2F7,6.9612,6.35595,6.16489,5.49153,4.86318,4.86883,5.53858,4.97853
CDKN2C,8.04137,9.45915,7.11702,9.73069,7.43406,7.97345,8.4896,8.30869
SLC25A51,6.66762,3.8509,4.25579,3.70433,4.04597,3.79999,3.91818,3.86845
CYP26B1,0.0353609,0.105278,0.197597,0.172802,0.161335,0.179706,0.100892,0.262555
SLC24A1,4.61128,2.73819,3.55919,2.32535,3.36142,2.65485,2.33094,3.19028
FAM86A,15.5848,13.4455,12.6105,12.3331,10.765,11.0415,10.0001,10.9522
KIAA0753,3.21926,3.1325,3.25286,3.42849,4.17704,3.69846,3.69959,3.80819
SCIN,1.42983,1.4666,0.438335,0.484217,1.55935,2.00508,0.627166,0.931007
FAM178A,5.74906,6.13878,6.44385,5.97882,7.2904,5.88584,7.2881,7.15261
DRAXIN,0.00369133,0,0.00373527,0,0.00405494,0.00352861,0.0141748,0.00476828
VAX2,0.88678,0.929569,0.828556,1.04884,0.831757,0.916042,0.696717,0.530497
ZBTB25,4.5393,4.44312,4.40434,4.45069,4.42138,4.50213,4.14056,4.47762
ALAS1,12.1469,12.8865,13.0689,12.0091,13.5626,13.836,13.6806,13.9847
GSTT2,0.88805,0.781166,1.04043,0.72791,0.833622,1.06195,1.37626,0.763466
ZNF566,8.93721,3.68553,6.64657,4.05363,5.83158,8.08812,4.98079,3.24802
NABP2,50.5882,41.5437,35.171,33.8953,36.3158,34.4126,27.9742,27.1334
LIPA,17.079,15.3649,18.2442,15.7974,13.5327,11.6436,16.3422,12.3286
EXOC6,4.25622,4.09407,3.96615,14.0859,3.50997,3.12534,13.1602,3.17896
NTS,0.028531,0,0.0574528,0,0.0624686,0.0274811,0,0
RPS6KA5,4.76899,5.12325,5.55612,5.36465,5.31552,5.2629,5.38626,4.61238
SLC35F2,10.6762,9.13115,8.66148,9.8789,10.7796,10.2111,9.19876,8.02572
TELO2,20.1365,20.747,17.7117,18.7209,17.0162,17.3217,14.1228,15.4452
SLC4A9,0,0,0,0,0.0113295,0,0.0132476,0
RGL2,20.8435,22.8736,23.498,23.9381,26.123,28.4104,24.9539,26.6175
CYB5R1,28.0586,23.0057,22.4505,20.4249,20.763,18.576,15.3933,15.5283
TIE1,0,0,0,0,0,0,0,0
GIT1,17.5683,15.9185,17.6229,15.7313,19.3271,17.7772,18.1037,17.9473
ZNF24,14.4736,9.98804,13.8427,11.0143,11.6926,10.1201,9.88735,9.76013
C18orf25,8.11122,6.76876,7.63928,6.8825,8.59119,9.59713,6.45234,5.78493
ARHGAP5,19.1507,14.8299,17.8328,14.9526,16.2823,15.0208,17.457,15.8579
MAK16,8.0035,5.58467,7.00961,5.60773,5.91029,6.02398,5.19474,4.67672
ITGA2,12.0784,13.413,12.3237,12.3366,19.3936,19.0727,18.9457,17.5775
DDX6,31.9475,24.7354,28.6263,24.6521,25.4621,24.7746,26.8701,24.9482
PAPPA2,0.00641147,0,0.0157705,0.00331099,0.00304157,0,0,0.00828001
ZNF646,6.64984,5.42202,6.52854,6.51398,5.18568,5.35258,7.2184,6.41025
UROD,16.2782,17.5855,15.8934,15.6201,14.7328,14.7044,14.0623,12.3163
PCF11,11.1596,13.954,15.7116,13.3845,14.1168,11.8873,13.6337,13.9145
RSAD2,0.812034,0.50599,0.716807,0.464421,0.291203,0.266002,0.355482,0.254634
PCDHGA1,0.317295,0.177051,0.280841,0.330408,0.145889,0.167971,0.395826,0.343246
TULP1,0.0803463,0.252289,0.324404,0.210321,0.0352434,0.292965,0.0620037,0.331753
HOXB3,0.0400678,0.162528,0.031732,0.0188215,0.108164,0.162361,0.178138,0.106599
SV2A,0.317034,0.309428,0.508114,0.507143,0.702926,0.830812,1.03134,0.946139
SNRPA,77.4903,80.0326,78.0402,85.7767,70.3576,79.822,69.9747,68.1688
TMEM9B,18.6669,15.2383,18.2084,17.1677,14.6285,12.9186,14.6669,13.541
PHF21A,15.0427,12.183,19.2039,16.1757,15.9656,14.9222,14.6183,11.1309
C14orf93,7.45396,5.87584,7.78413,5.56993,8.58993,5.97191,4.55271,4.43273
CLIC4,35.9198,26.0608,34.4067,30.6404,28.6981,26.223,25.011,23.475
CARD11,0.00641628,0.0201281,0,0.0153256,0.0281826,0.0802735,0.0164432,0.0640038
LRTM2,0.231941,0.131074,0.0630492,0.0744191,0.107474,0.0597185,0.0197712,0.0805327
FAM27D1,0,0,0,0,0,0,0,0
CCDC177,0,0,0.0145713,0,0,0,0.0185492,0.0186233
PRDM6,0.385428,0.25749,0.307957,0.232199,0.254701,0.185559,0.341162,0.23211
KANK4,0,0.0309642,0,0,0,0,0,0.0190754
OR4D1,0,0,0,0,0,0,0,0
DNAJC6,1.88979,1.8248,1.75807,1.6141,1.40718,0.743389,0.908448,0.909234
ZNF555,0.690879,1.76372,0.94716,1.56473,1.15593,1.37297,1.28518,3.05759
CCDC166,0.0785965,0.136938,0,0,0,0.0782807,0.109956,0.101386
CEP55,22.5153,19.6172,20.8049,18.1604,20.0641,18.9487,18.0309,18.5446
AK8,0.326957,0.311066,0.405127,0.353825,0.554216,0.242335,0.554069,0.32603
PACSIN1,3.57322,4.56994,3.27777,4.48911,2.82966,3.21543,3.48107,2.9591
NUDT18,7.00238,4.38969,5.79608,4.15222,6.5523,5.24784,3.69674,4.79
RAD51C,244.588,218.501,214.419,191.411,176.84,159.529,150.093,154.628
RP5-850E9.3,2.71E-06,2.82E-06,4.36E-06,3.39E-06,2.89E-06,5.17E-06,4.33E-06,7.44E-06
CYP4F22,0.806678,0.820475,1.66405,1.99001,1.43848,1.72826,2.87659,2.63222
ANXA4,30.4609,30.8291,31.6806,28.4245,21.0902,19.8353,20.39,18.2511
TMEM138,19.3815,13.6544,16.5583,11.9393,13.4116,11.0794,10.7042,10.8352
LTBP1,24.8844,21.0081,23.2461,19.8187,16.4689,17.5221,16.2981,15.4139
TMEM2,3.78456,2.46655,4.61865,3.68852,6.51187,5.64989,6.57997,5.63536
FILIP1,0,0.0218323,0.00350516,0,0.0076409,0.00662169,0,0.0134235
RP11-861L17.3,0,0,0,0,0,0,0,0
CLN5,1.43557,1.33441,1.21326,0.993691,1.29452,1.16129,1.28879,0.985138
MGAT2,9.88914,7.51147,7.55197,6.87428,8.76317,7.68129,7.23353,6.74113
CALML3,0,0.0278957,0,0,0.0874651,0,0.0343856,0
OR4C11,0,0,0,0,0,0,0,0
RP11-794P6.2,0,0,0,0,0,0,0,0
OR1N1,0,0,0,0,0,0,0,0
CCDC117,8.70406,10.3974,10.2169,10.2031,10.6815,10.7581,15.5426,14.9114
PRMT3,10.926,9.64884,9.54371,9.0186,10.4521,10.6363,10.6866,8.7289
FPR3,0,0,0,0,0.0300216,0.0131203,0,0
DUSP14,17.5804,12.2411,13.5841,10.852,15.533,12.5091,11.9126,10.0774
RAB24,41.0265,40.0472,37.8376,35.3241,38.2951,40.6603,29.298,29.5839
GIMAP6,0,0,0,0,0,0,0,0
