Gene_ID,MCF7_ROSA26.KO_DMSO_rep1,MCF7_ROSA26.KO_DMSO_rep2,MCF7_ROSA26.KO_C70_rep1,MCF7_ROSA26.KO_C70_rep2,MCF7_ZBTB7A.KO_DMSO_rep1,MCF7_ZBTB7A.KO_DMSO_rep2,MCF7_ZBTB7A.KO_C70_rep1,MCF7_ZBTB7A.KO_C70_rep2
RP13-672B3.2,1.58E-41,2.81E-38,9.42E-40,1.01E-18,6.72E-24,6.21E-29,2.13E-28,7.16E-30
RAB2A,68.7288,72.0862,66.1107,62.2133,56.8501,63.5145,71.1233,63.038
NUBP1,23.5928,23.7832,23.9599,22.2384,24.0035,20.6683,22.6571,21.2198
COL2A1,0.016387,0.00689534,0.0386777,0.0157494,0.0289636,0.0759499,0.0279866,0.0282209
GTSCR1,0,0,0,0,0,0,0,0
PGLS,30.5087,31.5645,25.6305,27.574,31.8654,30.4391,29.463,24.4659
SSC5D,0.0482173,0.0907187,0.0876559,0.228326,0.0954067,0.139096,0.0881727,0.161167
RAB11FIP4,10.6679,12.4718,9.29674,9.91688,11.1668,11.1847,9.32742,8.23595
GJA8,0,0,0.026812,0,0,0,0,0
TNRC6B,4.88553,2.78699,3.90807,3.76153,4.82234,2.25483,6.56963,3.18157
DYNLT3,8.90895,6.38888,7.31471,5.95987,5.88205,5.94124,4.38787,3.89987
ANKRD30B,0.109266,0.0470471,0.0845044,0.0921129,0.0388183,0.0430445,0.0329437,0.0166012
ZDHHC18,8.43917,8.28113,9.82774,7.41191,9.40633,7.27401,8.24256,7.79995
SLC26A10,0.213765,0.249978,0.29184,0.554094,0.28605,0.481758,0.487058,0.458931
TOP1MT,29.1495,26.0814,25.7994,24.0076,29.9026,30.2055,26.9662,29.5085
CSMD1,0,0.00255173,0,0,0,0,0,0
CYP2D6,0.0703936,0.147464,0.118045,0.164916,0.0641347,0.135397,0.151335,0.209529
SNAPC1,5.37101,4.61159,5.05,5.38765,5.85126,5.76981,5.1872,4.26778
KCNH1,1.33578,1.19201,0.878834,0.724316,0.769824,0.841546,0.492461,0.592149
RPS20,854.235,858.874,855.203,848.308,898.234,883.485,823.029,748.98
ZMYND11,43.8578,44.2441,46.1369,44.1044,40.4842,39.7729,38.2826,41.6638
OGFR,44.559,30.0866,36.9249,29.7037,40.8388,32.7189,33.3247,30.278
LRIT2,0,0,0,0,0,0,0,0
LPPR4,0,0,0,0,0,0,0,0
COPRS,24.2645,22.6801,20.7514,21.3153,24.7267,23.7536,20.0596,17.4347
SEMA4D,2.92995,3.66946,3.88905,4.55646,4.30352,4.8714,5.98641,5.7931
FOXJ1,0.0672231,0.0586053,0.01132,0.0267116,0.0245894,0.0322035,0.0719147,0.0433883
SORD,37.0434,36.0377,35.8064,37.0703,31.7974,33.1975,31.1983,29.4348
HPDL,23.6021,22.0211,16.9002,15.8828,17.8232,15.8923,14.4974,14.1026
UBXN10,0,0,0,0,0,0,0,0
HIST1H4G,0,0,0,0,0,0,0,0
TMEM97,22.1811,18.7068,21.781,22.0716,21.2304,19.1444,18.2785,19.5239
TWISTNB,4.574,3.32131,3.81326,3.00442,3.55801,3.05979,2.73837,2.6015
FAM47C,0,0,0,0,0,0,0,0
TMEM200C,0,0.0170417,0,0,0,0.0156238,0,0
INSL5,0,0,0,0,0,0,0,0
ARHGEF19,8.51484,10.6632,10.371,12.8974,10.2999,10.6909,13.2195,13.8526
TAS2R10,0.0363358,0,0,0,0,0,0,0
SLC25A48,0,0.0695999,0,0,0,0.0143377,0.0859934,0.0426808
TRIM9,0.112478,0.14749,0.166169,0.163342,0.174058,0.198105,0.296238,0.342039
FOXD1,2.40219,1.89917,1.91389,2.6069,0.51242,0.473409,1.01165,0.775082
LCP1,7.05622,3.69596,4.65812,2.90474,3.86081,2.9146,2.27122,1.67207
LIPC,0,0,0,0,0.0491478,0,0,0
FAM103A1,23.7583,17.6281,21.7862,17.9528,19.2583,17.3524,16.4616,14.8537
KIAA1598,16.7786,17.2787,16.8787,17.2044,18.5806,18.8056,18.5544,17.2106
ROGDI,16.6562,17.8044,17.8604,18.2546,18.5887,19.6664,18.3638,18.3504
ZKSCAN5,8.59917,5.20979,6.80286,4.4617,6.06467,5.09636,3.86174,3.78673
TAS2R46,0,0,0,0,0,0,0,0
NOXO1,0.707863,0.887751,1.17984,1.5404,0.721077,0.638792,1.36659,1.54107
GORASP1,10.9233,11.8043,9.54862,7.417,7.76944,7.01156,8.65223,7.58233
FAM21C,4.78257,4.72074,4.22231,4.33288,5.03863,5.21256,4.83602,5.17507
CDC6,13.2652,20.2052,14.8068,19.1721,16.5802,18.8767,23.5352,25.787
ARL6IP5,28.2791,27.842,27.1595,26.5679,22.8487,20.9195,25.1819,23.6198
ZNF551,2.18093,0.805881,1.21867,0.551467,1.12716,0.886438,0.59983,0.46252
POLR2D,25.0506,17.2736,20.5705,16.526,18.2963,17.9555,16.4886,15.1795
OR10V1,0,0,0,0,0,0,0,0
MTRNR2L1,0,0,0,0,0,0,0.0544604,0
CD80,0,0,0,0,0,0,0,0
TRUB1,9.4376,7.58803,8.46747,7.34064,8.15886,6.91308,7.60726,7.37677
COL11A2,0.134506,0.25788,0.176948,0.385812,0.261556,0.334737,0.395755,0.389605
HSPE1-MOB4,7.02107,5.26465,4.47305,5.17284,6.75296,4.43806,5.53229,5.38079
PCDH7,0.0193557,0.0465263,0.0652593,0.057602,0.0168366,0.0360726,0.0321322,0.0953573
TTLL13,0.0322582,0.0337457,0.0108652,0.0256404,0.101034,0.0337413,0.0226165,0.0226728
BHLHE22,0,0,0,0,0,0,0,0
PRMT7,20.5236,22.7901,19.6934,21.6072,23.4469,19.8379,20.235,20.5647
AC016722.2,0,0,0,0.537365,0,0,0,0.2934
ARHGEF28,8.19145,9.93285,8.54953,8.22532,4.52191,5.76739,4.22087,4.56764
PDE6D,17.7394,16.3569,14.6761,14.1537,17.2761,18.2949,15.0759,18.0264
CEACAM21,0.0763102,0,0,0,0,0,0,0
SCARF2,0.149639,0.183738,0.261325,0.25241,0.399621,0.50355,0.237847,0.377375
MYCBPAP,0.00930751,0.00973494,0,0.0966943,0.0318741,0.0260431,0,0
TNFAIP8L3,0.0268015,0.112179,0.0541349,0.0478835,0.0588043,0.06424,0.0516538,0.276724
LIMS3L,1.0196,0.84589,1.0133,1.28743,0.991152,1.1968,0.715129,0.727339
AC008132.13,0,0,0,0,0,0,0,0
OPRM1,0.0354408,0,0,0,0,0,0,0
ADAT3,3.31475,2.24856,2.25541,2.73681,1.8282,2.55751,1.65288,2.42999
CTNNA3,0,0.00261692,0.281456,0.0821518,0,0.00239234,0,0.00323433
GDE1,24.3752,26.2441,24.1292,24.4528,22.7605,20.2361,23.5442,21.5434
NRL,0.779672,0.708626,0.892892,1.02265,1.11388,1.44598,0.955657,1.34425
DENND1B,3.04223,2.62625,2.56991,2.51353,2.50671,2.26322,2.87853,2.53318
NPVF,0,0,0,0,0,0,0,0
THRA,10.0043,9.11794,9.88715,9.02786,11.9939,11.3208,10.3573,10.3759
WIF1,0.105339,0.0425968,0.0685171,0.0161608,0.114744,0.0130102,0.263057,0.0350249
NOG,0,0.0346951,0.0669085,0.0591476,0.0545208,0,0,0.0213838
ALAD,12.2065,13.4505,12.4176,12.0163,11.7895,11.1319,10.521,10.4572
SOD1,155.611,168,153.702,168.509,154.706,151.193,158.717,152.848
RNLS,5.51024,4.07473,6.26541,5.3571,5.09218,5.19106,5.22258,5.51792
SLC2A10,5.41907,2.80983,3.82018,1.99134,4.0915,3.02479,1.90646,1.62329
TMC4,14.1882,11.4756,17.4237,13.8032,10.9738,8.96552,15.5353,14.2595
GLCCI1,1.79582,1.70581,1.24052,2.6185,2.0689,1.8245,2.97506,1.69835
PDZD8,3.8506,2.94332,3.00186,2.72635,3.06935,3.18253,3.09797,2.85925
EVA1C,1.68059,0.935088,1.58191,0.988917,0.47977,0.397509,1.02156,0.78107
HRASLS,0.0703523,0,0.0353699,0,0,0.033951,0.0455822,0
CENPB,64.3968,50.6429,55.6263,50.5836,47.3415,42.4095,40.7082,40.7251
C5orf22,4.42185,4.84477,4.40666,5.21513,5.04723,4.02084,5.70591,4.68427
SLC26A9,0.00619266,0.0189535,0.00626349,0.0073966,0,0,0,0
CACNG6,0,0,0.0200049,0.0471332,0.497713,0.145024,0.240651,0.0956846
TARS2,32.0689,29.6347,27.2487,25.3765,29.7702,28.2706,25.9237,23.6715
MYL5,2.35406,2.55657,2.33376,2.09646,2.09854,2.50458,2.80115,2.57494
SNRPA1,81.787,86.1378,85.3174,83.3319,106.63,109.652,115.254,111.515
AC103809.2,0,0,0,0,0,0.119476,0,0
AL626787.1,0.0608788,0.127428,0.153651,0.03623,0.0166923,0.0584002,0.0978443,0.0785584
HIGD2B,0.0987554,0.0690221,0.0993443,0.0778315,0,0.0952498,0,0
C9orf72,0.902019,0.885294,0.449287,0.319957,0.213183,0.053845,0.382998,0.587114
EPM2AIP1,2.1494,2.64304,2.43306,2.83976,2.73331,2.91477,2.67659,3.04944
NUTM2D,0.211111,0.219552,0.326072,0.338655,0.303789,0.372247,0.282455,0.207566
AIFM1,82.3677,95.4981,77.0314,81.7328,82.2922,84.0963,74.9304,75.8029
MYO9B,7.87368,7.18426,6.8857,8.1882,7.17998,7.31326,6.71982,7.53049
SERAC1,1.39921,2.58856,1.26754,1.67119,1.29474,0.933377,0.863846,1.03269
EYA3,2.33282,3.16466,2.75259,3.0203,2.59785,3.30372,2.99231,3.33405
SLC39A9,27.688,24.9091,26.1246,21.8791,25.5815,21.4064,20.6438,21.426
MTMR2,10.1969,9.39116,10.3804,10.7008,10.2984,10.2583,11.9829,10.6631
CLDN4,111.286,95.9376,106.541,95.8672,97.5761,93.3033,101.724,93.5943
GPX8,3.71324,3.62017,4.31234,4.25252,3.09598,2.0392,2.4086,3.22218
RASGRP4,0,0,0,0.0132974,0,0.0126437,0,0.0143994
MAPK12,1.65558,2.20117,1.73587,2.75004,2.28441,2.45003,2.09894,3.06159
AC115618.1,0.141457,0.203611,0.196264,0.0841038,0.0775459,0.10185,0.159297,0.136873
UGT1A5,5.47E-40,5.61E-07,9.64E-06,5.51E-07,5.39E-28,7.00E-17,0.0432871,2.05E-30
ADAMTSL4,0.133933,0.16937,0.146447,0.224794,0.705909,0.775294,0.536103,0.518883
OR51E1,0,0,0,0,0,0,0,0
GOLGA8O,0.0569168,0.0392799,0.0520365,0.0796406,0.0840287,0.0360173,0.101515,0.0923363
TDP1,30.4098,27.0626,24.9362,21.1275,26.9772,25.207,22.3407,20.2424
PPP4C,185.317,178.919,172.229,186.932,178.602,177.81,171.144,151.879
SMARCD3,0.969919,1.06811,2.00629,2.30268,2.18277,1.76938,3.35858,3.06816
TIFAB,0,0,0,0,0,0,0,0
RTFDC1,89.4691,93.8966,88.7256,88.0505,87.6855,84.2473,83.1774,85.9196
SERF1A,15.3041,15.2132,12.7698,14.4456,13.0757,13.1102,11.2487,11.4467
ZNF557,1.85541,1.8606,1.97522,1.4575,1.40218,1.37544,1.17657,1.02788
C15ORF37,3.14848,2.37549,3.5242,1.07629,3.39815,2.90799,2.42284,2.49557
WFDC12,0,0,0,0,0,0,0,0
MYO1E,3.00006,2.88358,2.32431,1.94645,1.6513,2.1274,1.82168,2.24682
EVI5,0.660206,0.719398,0.728517,0.603354,0.576936,0.601743,0.704382,0.472556
LAMTOR3,7.50305,8.11511,8.96324,8.89162,9.12127,7.39201,8.49507,7.17782
MAF,0.0583472,0,0.0129867,0.0255655,0,0.0122719,0.0438947,0.0364939
GLT8D1,14.8697,19.6279,19.3678,16.4633,19.2986,14.4223,13.1605,14.1927
WAC,55.7322,45.8866,52.4653,43.5086,49.7785,49.2637,51.2462,45.8103
ZCCHC17,10.6839,11.547,11.6448,11.9859,11.3522,11.2025,10.5446,9.50158
PINX1,16.9664,13.6723,14.0624,11.9178,12.1654,9.19447,9.52838,10.6709
NDUFB11,71.6539,71.3553,78.2403,79.8018,78.3386,78.1329,82.6985,75.4701
CADPS2,1.40275,1.78357,1.94848,2.13165,0.740293,1.31983,2.3721,1.90171
CA11,9.86584,5.97797,12.3203,11.1563,10.2177,8.92801,13.5922,10.3022
FAM50A,39.2518,41.3257,45.5827,45.4124,33.5249,35.5449,40.3791,45.6533
OGDH,43.5735,37.7059,35.7727,31.1476,36.3587,36.1774,29.3025,28.9681
ALKBH8,3.47953,2.59578,2.42371,2.32196,2.98145,1.95542,2.3438,1.50759
AC013469.1,0,0,0,0,0,0,0,0
EIF2S3,68.7294,68.8912,70.934,66.9811,68.9826,73.8121,60.57,56.078
PCLO,0.624629,0.418625,0.613595,0.412447,0.449992,0.265376,0.542826,0.32811
GPR27,3.92588,2.07296,2.89094,2.31718,2.33491,2.13331,1.77486,2.46264
NEUROG3,0,0,0,0,0,0,0,0.191403
AP000304.1,0,0,0,0,0,0,0,0
SCN7A,0,0.00395072,0,0,0,0,0,0
TRIM45,8.50854,7.16304,6.81688,5.30941,7.14088,6.77832,4.32032,6.08931
ELAVL3,0,0,0.0238174,0.00703203,0,0,0.00754174,0.00760292
WDR83OS,103.432,108.628,100.451,96.8707,94.1709,100.814,91.83,86.1349
ERCC6-PGBD3,0.783368,0.826187,0.792354,0.826182,0.846655,0.699911,0.980017,0.734697
VANGL2,0.108551,0.102686,0.0627487,0.0741154,0.476877,0.405363,0.443559,0.540779
TMEM214,18.6081,21.4402,17.9038,18.351,18.0568,19.2255,19.4909,19.2554
NRSN1,0,0.0267689,0,0,0,0,0,0
PABPC1L,6.84027,15.7849,13.6318,15.094,14.8354,16.2534,12.3879,16.5707
MYO15A,0.318171,0.0527511,0.0413383,0.0109465,0.0424151,0.111858,0.0432169,0.0217073
SLC10A1,0,0,0,0,0,0,0.0193628,0.0194343
TNFRSF14,0.15039,0.0900682,0.322397,0.201096,0.204859,0.37189,0.552853,0.287718
BMP4,10.8899,8.99025,10.1384,7.65158,5.0919,5.27535,6.91443,5.1314
LTV1,15.1364,16.2015,15.4303,14.5932,15.8296,14.2663,16.0944,15.9181
FAM175A,5.61297,4.83541,5.5078,4.66643,5.11837,4.86992,4.65609,4.15257
CT47A1,0,0,0,0,0,0,0,0
CALN1,0,0,0,0,0,0,0,0
C1orf68,0,0,0,0,0,0,0,0
H1FOO,0,0,0,0,0.0512522,0,0,0
MTUS2,0,0,0.0300825,0.0140069,0.0321929,0.0168246,0.0225328,0.04611
MEGF11,0.00986027,0,0,0,0,0.0188867,0.00616487,0.00621765
TAS2R39,0,0,0,0,0,0,0,0
ANKRD12,8.11196,12.9398,11.8516,11.6293,8.03072,8.63507,10.0974,7.01381
C3orf80,0.0115228,0.0241103,0.0814911,0,0.0126442,0.0110412,0,0.0297482
C10orf40,0,0,0,0,0,0,0,0
ST7L,4.2332,4.38281,4.60149,4.41673,4.85893,4.43131,3.23904,3.66301
SLFN12L,0,0,0,0,0,0,0.0238195,0
MYL10,0,0,0,0,0,0,0,0
KCNK5,7.74738,12.0702,5.44905,6.57766,6.22389,8.93367,2.3739,2.76213
GNG12,5.82886,5.16452,5.16863,4.60805,3.9786,3.29599,3.02984,3.01269
ZFHX3,4.10914,2.98877,3.41153,2.98604,3.96649,3.03438,3.44959,3.43453
SPHK1,12.719,12.111,14.1476,13.9877,14.632,12.2963,20.1025,20.3864
CELF4,0.0351128,0.0244894,0.0945998,0.153986,0.102748,0.0715797,0.267163,0.0604332
RGPD3,0.169384,0.185583,0.211198,0.174951,0.175149,0.200626,0.186146,0.230105
EPN3,61.8175,45.6928,51.5832,39.1017,42.4866,35.9246,35.155,29.1819
PRAMEF10,0,0,0,0,0,0,0,0
POMP,71.5059,82.953,85.0696,89.8229,81.2289,82.4679,93.943,86.4778
OR2J3,0,0,0,0,0,0,0,0
WDR33,15.5665,13.4484,15.114,14.2197,14.1414,14.1371,15.2781,11.846
AP001579.1,0,0,0,0,0,0,0,0
AC012215.1,0,0,0,0,0,0,0,0
PIKFYVE,2.98455,2.47578,2.51621,3.42859,3.1696,2.62448,2.77878,3.03011
TSHR,0,0,0,0.120837,0,0.00608578,0,0
MTERFD1,20.8061,18.739,17.4176,15.0714,17.9638,14.6782,15.6374,14.2774
DUSP8,5.01079,3.11901,4.04616,3.10412,3.10182,2.42035,2.34154,2.24623
RPL14,915.606,889.879,896.263,907.321,894.424,872.468,860.559,829.855
RP11-514O12.4,3.53E-50,1.15E-96,7.03E-101,0.190916,3.50E-38,0.32866,1.59E-223,0.272839
ATP1B1,5.64277,6.12262,10.8356,9.53412,15.7849,16.7593,22.7337,20.8763
OR1A2,0,0,0,0,0,0,0,0
KRBOX4,2.19762,2.60403,2.54095,2.05114,2.60517,2.57789,1.78487,2.48574
MMP7,0,0,0,0,0,0,0,0
C10orf115,0,0,0,0,0,0,0,0
ACP1,54.4363,49.0682,51.0321,46.727,46.8234,49.566,42.0358,40.3615
NR2F6,16.4284,17.398,12.572,15.7665,13.835,12.6234,12.5705,12.133
DYNC2LI1,6.87269,7.22258,5.44919,4.67244,5.57839,5.02404,4.60544,3.82653
FERD3L,0,0,0,0,0,0,0,0
COX19,2.70904,2.35419,2.46434,2.6036,2.20722,2.35509,2.52769,2.7163
AC016885.1,0,0,0,0,0,0,0,0
WDR60,3.87411,4.11844,3.43382,3.35284,3.95999,4.46073,3.69215,3.9185
RSC1A1,1.85E-05,0.0107506,4.46E-05,4.30E-05,1.83E-05,4.92E-05,0.062495,0.0277719
C6orf57,7.35059,6.26336,7.3087,6.79013,6.24676,6.21926,6.22097,5.93007
ZNF99,0.00549432,0,0,0,0,0,0,0.0283738
CMAS,29.8664,32.4183,28.6303,30.6542,28.8101,29.3721,28.8122,28.631
MYO10,2.70969,2.01273,2.51223,1.90517,1.33499,0.82136,0.974956,0.997401
SOCS1,1.21435,0.909004,0.931487,1.09546,1.10779,1.00269,1.23336,1.11791
SLBP,21.4586,22.3159,22.023,23.8261,22.1365,19.7174,23.045,20.9054
BMP3,0.0575073,0.0501038,0.038786,0.0629957,0.0263176,0.0458256,0.0552311,0.0680879
OR5L2,0,0,0,0,0,0,0,0
COX14,57.0007,56.0288,57.1736,54.0023,53.5973,51.3604,52.2999,52.7633
DOC2A,7.98554,9.42176,9.98969,11.1719,17.3759,16.3567,14.5877,18.1694
DDI2,5.69056,3.82716,4.44833,3.43325,4.79273,3.71892,4.06887,3.54492
TIMP3,2.46661,1.07097,1.0114,0.513959,2.95494,2.5451,0.659992,0.579194
TP53INP1,6.31831,4.51851,6.54566,5.5821,3.78068,3.4839,4.50191,3.70205
RP11-723G8.2,0,0,0,0,0,0,0,0
C17orf62,29.222,24.1256,23.1076,23.9555,26.732,24.051,23.806,25.3073
SPOCK1,0.100187,0.0419726,0.0805721,0.168643,0.0253421,0.0274328,0.0320455,0.109943
CSRP2,2.23911,0.92983,2.12594,1.61549,2.01072,2.61683,3.35043,3.21605
KIAA1841,2.19873,2.33499,2.54294,2.06302,1.92059,1.63503,2.09728,1.57954
MMP2,0.113206,0.0503935,0.125296,0.0633745,0.0992052,0.120739,0.0777227,0.0675113
TMEM238,2.35525,1.94406,1.70705,2.64167,1.47737,1.34299,0.801603,1.19324
C9orf64,14.4911,9.03829,12.4448,9.41759,11.6859,9.33283,7.41193,7.67075
MPHOSPH8,12.348,11.3582,11.2672,10.5895,12.8772,12.6481,11.5593,12.1029
TMEM87A,12.7687,8.55809,12.0242,10.9537,11.9044,10.6111,11.0278,10.2
ACTR3,45.1,55.1195,53.4272,60.1705,50.298,52.5651,60.9333,60.5674
SH3BGRL3,25.3796,24.7731,25.9088,26.9809,23.2088,24.7286,26.5095,25.1715
DHX34,9.08478,6.0663,6.85528,4.90075,7.8935,6.37457,6.09956,5.94066
ZDHHC22,0,0.00879872,0.00850478,0,0.114937,0,0.0431526,0.0434501
RNF14,51.2693,37.991,56.2823,40.063,41.9237,39.3601,43.4216,38.6742
NDUFA9,9.13712,12.8869,10.6048,11.9405,10.0587,10.7115,10.7452,11.6585
GIMAP4,0,0,0,0,0,0,0,0
COL5A1,0.409127,0.336004,0.837445,0.837206,2.13442,2.05314,4.50454,5.36251
HMGA2,0.031253,0.006536,0.079329,0.203364,0.0249492,0.0119594,0.0160176,0.226364
DOCK8,8.44517,8.63908,7.49934,4.96885,3.96897,2.187,3.69917,2.79253
RAB6B,3.06654,5.0909,2.75968,4.18672,3.44015,3.90683,3.89931,3.08352
DDX31,9.34008,7.55783,8.5506,6.72495,7.48133,7.56089,6.22154,7.42441
ADPRHL2,16.3476,11.262,13.114,10.4145,12.1511,10.4431,9.81635,9.0837
EML4,13.3335,11.8421,12.6322,10.9074,12.2134,12.2266,10.3493,11.2546
COX17,47.7652,52.6654,52.8603,64.6854,47.3951,48.3283,56.2389,63.5748
PPP1R15A,7.21349,4.66161,5.53738,4.20202,5.06804,4.35267,2.81938,3.43061
CSGALNACT1,0.24723,0.285845,0.0885784,0.036972,0.051009,0.287407,0.0992749,0.089992
TPTE,1.44249,1.33723,1.78923,1.34021,1.70102,1.44259,1.58111,1.72953
MANF,66.0713,123.207,97.9795,143.977,145.637,161.584,234.161,234.174
JDP2,29.5428,21.9056,24.7113,25.3717,37.3257,37.4508,27.2468,31.9271
PREX1,42.8012,46.2591,27.6603,29.8111,18.5992,24.1468,12.6802,12.9534
SNX4,14.7745,17.1366,15.2419,15.2856,17.3622,16.1802,16.1713,14.4682
SP4,0.732786,0.555898,0.687144,0.582096,0.947208,0.623748,0.772346,0.744511
HCK,0,0.019188,0.0184918,0.0653778,0,0.0175989,0,0.0236448
OIP5,8.79723,8.91072,9.72018,8.6456,9.46687,8.4624,9.33662,8.47743
EVL,7.14404,8.11712,10.2384,11.4953,16.8964,21.8879,22.3195,23.9339
TBCD,37.6885,40.4402,37.76,37.5509,37.1982,40.1856,32.6252,34.6513
SPDYE2B,0.207773,0.371057,0.32748,0.283787,0.480277,0.554882,0.536787,0.545448
PTMS,208.827,179.132,243.686,244.65,187.24,181.038,224.973,199.899
CD3E,0,0,0,0,0,0,0,0
EIF3G,99.1963,92.6001,95.245,94.1355,85.6432,92.8426,92.5854,83.9427
OR51G1,0,0,0,0,0,0,0.0431184,0
SLC46A3,2.20795,4.87849,3.71482,4.08413,2.61501,3.29926,3.61497,3.24145
HMGN4,28.1036,22.7857,27.3624,22.1317,23.7066,19.9424,23.3591,21.8365
FAM188A,7.65084,6.46742,7.74171,5.47153,5.28413,5.55876,6.11539,5.52762
ANXA10,0.0714302,0.0748195,0.0959838,0.141231,0,0.0687023,0.0307167,0.0307008
AP002348.1,0,0,0,0,0,0,0,0
IL1RN,0.74901,0.465413,0.400651,0.108585,1.00137,0.666558,0.427048,0.334562
C10orf129,0,0,0,0,0,0,0,0
DNAJC4,18.0638,17.5536,16.9637,17.7536,19.3443,19.1875,17.596,17.0164
GRIP1,4.23585,4.97186,6.61406,5.09126,8.9603,8.22644,6.78339,6.53352
ACAD11,1.8138,1.6788,1.79379,1.51691,1.95377,1.82925,1.78531,1.78555
PPP2R2A,33.3493,29.43,35.8929,33.1293,30.0091,30.8314,30.0101,26.5216
PTPRU,5.61151,5.6217,4.91879,5.12217,5.9967,6.10375,4.91715,4.95699
ZDHHC15,0,0,0,0,0,0,0,0
HIST2H4B,112.487,65.0677,118.919,88.9561,56.4929,52.015,46.2438,42.744
ZNF775,1.96794,1.54165,1.03122,1.78706,2.83087,1.10781,1.4587,1.48131
AL645922.1,0,0,0,0,0,0,0,0
IGFBP4,142.076,126.984,101.816,94.868,106.072,112.287,61.7725,58.803
PITPNM3,1.91899,1.7205,2.10278,2.31031,1.0064,1.16485,0.82929,1.07275
LEMD2,19.5313,19.3573,19.9953,19.6184,19.1261,19.0996,18.0424,17.7924
PMFBP1,2.24299,2.77921,3.63248,3.23811,3.17495,2.74493,2.32219,2.9304
BET1L,11.7459,9.15372,10.8628,8.96591,11.3854,8.46219,7.40897,7.6429
E2F4,23.8222,20.5349,20.019,19.1801,22.4649,20.9783,19.6363,19.6369
CHURC1-FNTB,1.83764,1.22827,2.1339,0.109666,0.921444,2.46617,1.28691,0.385789
DNAH11,0.153474,0.121285,0.233044,0.22616,0.13367,0.134109,0.138848,0.166845
WDR27,7.35297,9.82101,7.57932,10.3921,10.7312,12.6046,10.1113,11.7874
GNAZ,1.04093,0.890763,1.261,1.28317,1.18047,1.07066,1.5556,1.18852
KIR3DL3,0,0,0,0,0,0,0,0
TTC12,3.39562,4.2828,3.87621,4.30976,4.07003,4.4842,3.53914,3.41333
KRTAP6-1,0,0,0,0,0,0,0,0
TIMELESS,27.8096,37.1275,31.8776,35.4701,32.2667,36.5606,30.3673,32.5672
GEMIN6,16.6326,9.2424,11.9372,8.31643,9.88104,9.13989,10.2724,8.31666
PITPNA,14.5288,17.8007,17.831,17.7068,17.3517,15.569,15.0645,18.9884
NEUROD2,0,0,0,0,0,0,0,0
RIOK1,13.5102,10.6378,11.0991,9.57377,11.3094,11.291,8.93055,9.24622
OLIG2,0.138212,0.0481991,0.0930914,0.0411845,0.0126386,0.0882903,0.0591506,0.089205
SYBU,6.79097,3.64802,5.76754,2.93865,1.22665,1.8577,1.836,0.915961
CALD1,0.494889,0.386434,0.650335,0.617134,0.931195,0.848755,0.915189,1.00892
OR10J1,0,0,0,0,0,0,0,0
P2RY12,0,0,0,0,0,0,0.0464067,0
DENND3,0.689203,0.54083,0.484428,0.630984,1.19206,0.766067,1.29978,1.3177
AL365202.1,0,0,0,0,0,0,0,0
RYBP,8.67609,5.28889,7.51696,5.41925,6.74209,6.33553,5.71411,4.95158
PTGER3,0.322224,0.192974,0.787261,0.678088,0.108283,0.120954,0.106695,0.0943321
AP003068.23,1.42767,1.61588,1.04446,2.0494,1.8164,1.74923,1.84123,1.93005
ST6GALNAC1,0.069353,0,0.128457,0.158912,0.0380509,0.0332275,0.0445221,0.504686
AP003733.1,0.478752,0.557339,0.375059,0.630382,0.669879,0.81931,0.515248,0.342861
KIF1A,0.648798,0.75219,1.16964,1.7124,2.64234,3.88932,5.63753,4.84861
DEFB130,0,0,0,0,0,0,0,0
DHX15,44.8808,43.9314,43.9403,41.1618,44.0386,43.7492,47.3817,48.902
ZNF549,0.0142289,0.0349955,0.0599448,0.0169888,0.0703177,0.0332779,0.0246473,0.0367538
HOPX,0.121554,0.157313,0.155249,0,0,0.0815438,0.0787135,0.140543
KCNMA1,0.667693,0.588479,1.05818,0.486164,0.319528,0.340669,0.734631,0.638366
PAGE2,0,0.119077,0,0,0,0,0,0
SPDYC,2.07419,2.21692,2.90968,2.44627,3.67921,4.19788,3.25069,3.02353
AMPH,0.0753695,0.0620613,0.0650834,0.0439098,0.0460282,0.0817985,0.0708211,0.0216548
PLA2G2E,0,0,0,0,0,0,0,0
HOOK2,51.913,72.6832,66.2447,78.5447,61.9107,71.1855,64.6823,75.7285
C1orf210,5.59139,5.45749,6.19516,4.97668,5.01577,5.4191,5.67728,4.85537
RPL29,1301.13,1287.15,1309.3,1236.82,1399.1,1341.79,1378.83,1256.07
NRP2,0.0125915,0.0225709,0.10335,0.142508,0.0355175,0.0201208,0.0157348,0.0424987
MSLN,0.20935,0.121831,0.265335,0.160225,4.14184,2.62138,1.25969,1.40375
PTGR1,7.77671,7.69031,7.09801,9.03805,13.2458,12.7204,12.4842,12.0919
BEST4,0,0.01578,0,0,0,0,0.0775421,0
GAL,19.5253,25.4359,18.7931,21.8191,21.9974,20.2603,26.2746,19.829
PPHLN1,37.0311,38.4221,35.4556,35.8066,32.9341,32.426,33.1669,33.8513
DARS,28.2545,27.7981,26.3668,26.5478,31.5808,32.7123,32.0351,31.0574
BID,17.6011,19.9388,16.7603,18.1225,16.5642,16.4242,14.7478,13.4648
OR2L5,0,0,0,0,0,0,0,0
UBE3C,20.447,20.6297,19.4806,18.6635,19.054,17.6475,20.0612,18.5297
