Gene_ID,MDAMB436_ROSA26.KO_DMSO_rep1,MDAMB436_ROSA26.KO_DMSO_rep2,MDAMB436_ROSA26.KO_C70_rep1,MDAMB436_ROSA26.KO_C70_rep2,MDAMB436_ZBTB7A.KO_DMSO_rep1,MDAMB436_ZBTB7A.KO_DMSO_rep2,MDAMB436_ZBTB7A.KO_C70_rep1,MDAMB436_ZBTB7A.KO_C70_rep2
TEKT2,0,0,0.039727,0,0,0,0,0.0390467
LRRC16A,2.7152,3.22941,2.71235,2.7148,3.0756,3.65898,3.62589,3.06563
LST3,2.84E-06,4.02E-70,3.58E-10,3.10E-32,3.85E-26,6.57E-11,2.34E-10,1.68E-11
PLAT,2.88302,3.0075,1.94249,2.55271,2.94709,2.76864,1.9067,2.05736
FAM46D,0.060584,0.0165303,0.034919,0.0877919,0,0.0345429,0.0528083,0.0512503
C11orf89,0,0,0,0,0.0316956,0,0,0
NTAN1,16.7591,21.7346,23.6999,25.5689,22.4806,21.676,27.2453,28.0138
ARHGAP31,4.13226,3.14896,4.55856,3.26017,5.97893,6.87446,4.18611,3.80753
AC110084.1,0,0,0,0,0,0,0,0
U2AF1L4,2.18462,2.11245,2.08805,2.4512,2.39515,3.44774,2.68144,1.87666
SLC36A4,11.0343,10.4119,9.10018,10.6929,12.3221,11.2708,12.7171,11.3643
PTPRT,0,0,0,0,0,0,0,0
FUZ,2.68125,4.48996,3.88521,3.81525,4.47929,3.76232,4.60425,4.17612
RHOD,18.989,23.5684,18.7078,19.5234,20.8034,21.5239,19.1987,19.3268
NOV,5.49086,5.11918,5.76698,5.23897,6.14758,5.11714,6.6826,6.04442
AP1M2,23.8191,27.3663,22.5501,24.2331,17.739,13.9953,16.6283,10.4742
TNNC1,1.0933,0.700579,0.85417,0.851515,1.02195,2.83342,1.77279,1.70671
LENG8,42.3308,37.7666,40.1525,42.6722,43.6304,40.7639,47.2041,40.8832
NOL7,37.7741,43.8068,42.6839,47.693,45.2173,46.5601,48.7271,48.3314
MYOC,0,0,0,0,0,0,0,0
ZNF622,30.6947,29.6587,36.0907,36.7558,31.5347,31.8308,36.1396,35.7015
NR5A2,0.204407,0.149039,0.305106,0.359627,0.547107,0.31108,0.913891,0.791065
SLFN14,0,0,0,0.0183955,0,0,0,0.0179031
AASS,2.19248,1.83792,1.38009,1.30411,2.63827,2.86677,1.95466,2.16163
RPF2,37.3603,34.5677,45.0044,42.2369,38.5278,39.1308,42.1642,40.8806
NCK2,18.0311,16.3255,17.3309,15.3428,19.2003,20.5806,23.7735,18.8095
KLK12,0,0,0,0,0,0,0,0
SLC51B,0,0.146421,0,0,0,0.0769201,0,0
NEO1,5.20822,5.29326,4.54336,4.43533,5.812,5.38091,5.26396,5.28774
PPP2CA,36.2416,34.8049,30.9008,34.3383,29.504,29.3963,31.8912,31.8096
TCL1A,0,0,0,0,0,0,0,0
HIST1H4J,4.40072,4.30872,3.88594,5.77234,2.57572,3.42914,4.17099,3.3646
CCSER1,0.0148897,0,0,0.0345263,0.0160448,0,0,0.00828582
SPG20OS,0.225783,0,0,0,0.458529,0,0,0.497745
MIIP,13.5184,14.8263,17.8225,18.4587,15.7986,15.9797,18.1841,18.8798
CCDC88C,3.62427,3.21801,3.31157,3.08378,3.32973,3.41577,3.09122,3.77999
AXIN1,13.9681,15.4838,15.7492,16.2146,14.429,15.895,15.187,16.319
OCM2,0,0,0,0,0,0,0,0
CTBP1,84.9762,87.7102,79.5845,78.9902,84.6059,92.8382,76.8291,67.2729
PABPC1,286.901,295.739,273.118,285.732,274.164,291.89,259.809,258.094
CGB7,0.0265578,0,1.15E-05,0,0,0.0151469,0.0154342,0.0466093
SLCO1A2,0.00587994,0.0261955,0.0279051,0.0285263,0,0.0829862,0.0068362,0.0066399
CXCL12,0.608882,0.485286,0.766574,0.534186,0.783468,0.89891,1.02773,1.26747
DCAKD,6.11589,5.90702,6.63626,5.80446,7.8758,6.7275,5.904,5.74567
KCNH4,0.0836759,0.0130575,0.0551837,0.0555089,0,0.0545497,0.0972619,0.0674417
LYPD4,0,0,0,0,0,0,0,0
HCLS1,0.366042,0.637932,0.677961,0.563442,0.235755,0.16678,0.450495,0.329926
CNOT6,16.5334,18.0913,17.8716,18.2311,16.5269,18.3136,16.4986,16.4639
PPM1J,0.335227,0.502623,0.508678,0.447828,0.379223,0.574763,0.778409,0.809154
MAP1LC3B,22.7699,25.5517,22.0271,23.1913,23.6538,25.511,24.8983,26.8711
MPV17L,0.568907,0.525453,0.735769,1.04989,0.503924,1.08787,0.843779,1.57319
SENP5,5.27479,5.42831,6.65852,5.88445,4.6049,5.76176,6.18384,6.46364
SPRTN,5.18611,4.94121,5.70254,5.75983,6.14163,5.66081,5.43956,6.55796
SORT1,4.45765,4.79563,3.23941,3.47649,5.35768,5.1609,4.88218,5.67857
IL36A,0,0.0801042,0,0,0,0,0,0
WFS1,19.3913,22.0837,17.8931,17.4094,20.6757,21.0692,18.4116,19.8104
JAZF1,3.1819,6.34356,3.04135,3.97267,3.63122,3.72035,2.13019,3.52828
GPATCH11,7.01686,7.30878,6.15493,6.10781,6.76765,5.96691,4.61507,4.95761
N4BP1,3.04582,2.65931,6.14086,3.28146,3.97909,3.00708,3.9592,4.05967
BEST4,0,0.0775512,0.0545432,0.0274009,0.0764347,0.13515,0.0275693,0.0534732
TENM4,0.0266121,0.0161868,0.0171182,0.393007,0.0323333,0.0173406,0.0137525,0
USP32,10.2541,10.7087,9.85077,9.44239,7.9577,8.74166,8.65046,8.57369
CDC42EP1,17.54,18.0432,17.3349,17.7526,17.9904,18.255,18.3575,17.9576
STRIP2,6.55493,6.96046,8.25555,8.23993,6.13144,6.16332,7.3253,7.1679
IL27RA,8.27751,8.37019,10.0338,9.93725,15.1187,14.5108,15.6167,14.9581
RAB3IL1,7.58007,8.48179,10.3479,9.42966,6.77593,7.80723,7.9152,7.84844
SOX9,6.29886,5.80107,4.45384,6.45279,7.36809,7.60392,6.66804,6.53703
CYP26A1,0,0.0247235,0,0.104845,0,0.0242202,0.0790856,0.0479139
SIAH3,0.010958,0,0,0,0,0,0,0
HBA1,0.421657,0.420692,9.04312,6.7507,0.69084,0.256787,5.61011,8.12967
NCOA4,41.4591,41.8611,45.6694,41.9848,41.0986,39.0793,46.2641,42.6247
WDR53,4.15094,3.94454,4.37296,3.90646,3.4051,3.13409,4.57477,5.245
RALGAPA2,1.3289,1.46246,1.17163,1.22051,1.34435,1.69157,1.3758,1.56352
EGFR,21.2089,21.562,17.6983,15.1909,17.3367,16.8256,14.0984,13.1751
RPA2,62.1319,59.2672,66.217,60.0524,61.6626,54.164,61.7143,62.3869
QSOX1,61.3502,70.2293,46.7801,48.4416,44.2398,47.3115,36.7889,32.5808
KLK13,0,0,0,0,0,0,0,0
FABP1,0,0,0,0,0,0,0,0
GRAPL,0,0,0,0,0,0,0,0
AC012493.2,0,0,0,0,0,0,0,0
LGALS3,43.4342,42.9482,35.3144,34.298,39.6999,43.9717,35.8808,37.7822
FAM222B,5.83881,5.97518,6.97173,7.06808,6.26306,6.09894,5.64338,7.45368
NELL2,0.52896,0.0405071,0.242369,0.0821357,0.671019,0.575343,0.181294,0.613126
MILR1,0.581654,0,0.179844,0,0.454612,0,0.18862,0.180771
PGRMC1,47.3507,58.0401,48.9011,59.9112,44.574,53.5715,45.8418,41.8534
UBE3B,5.25363,6.42399,5.77561,6.58776,6.14994,5.78472,6.14204,5.14061
LOR,0,0,0,0,0,0,0,0
ZC3H8,6.14841,6.88703,8.08147,7.92221,6.81272,7.14807,9.10852,7.93419
CARD14,0.658596,0.189068,0.0751535,0.151866,0.133821,0.165328,0.111974,1.11383
RNF157,1.18493,1.07328,2.46354,2.36186,2.35145,2.11242,4.11262,3.05181
OR5B12,0,0,0,0,0,0,0,0
MRFAP1,236.317,225.634,217.515,219.609,223.869,224.835,202.776,200.957
SGPP2,0.688548,0.766698,0.498347,0.532531,0.829724,0.677586,0.643376,0.685417
KCNC3,0.614253,0.612864,0.886622,0.579648,0.43157,0.245087,0.680824,0.703901
SLITRK5,2.28378,2.61463,1.20519,1.40725,2.61482,2.18024,1.65925,1.48883
COPS6,107.753,99.5136,107.481,94.2494,103.263,101.017,92.8147,98.4653
GPATCH1,2.27119,2.39664,2.57603,2.45696,2.49095,2.25417,2.63986,1.9979
ETV1,14.3799,11.7671,13.1176,8.89253,9.21694,13.0969,9.71274,10.2885
CPNE7,3.38704,2.05651,4.60971,5.55736,3.19988,2.63557,7.12707,6.05452
OBP2B,0,0,0,0,0,0,0,0
RNF8,7.55564,7.8857,17.5165,10.6934,11.5433,11.404,9.94263,12.3639
STX18,21.4858,22.0107,23.3541,23.2775,18.5926,20.1509,17.66,17.3783
CDY2B,0,0,0,0,0,0,0,0
NKX3-2,0.279522,0.340935,0.341038,0.361946,0.301018,0.374955,0.515942,0.482128
OR7C2,0,0,0,0,0,0,0,0
ZNF33A,2.42383,2.65848,3.28777,2.82202,2.78707,3.13328,2.90543,2.43798
KCNMA1,12.6537,10.8855,12.6273,12.4866,12.3267,15.9144,15.7666,12.825
CNTN5,0.0136507,0.0396945,0.0394788,0,0.014717,0,0.00793895,0
NKRF,5.77558,5.7466,6.07478,5.9525,5.61207,5.33458,5.88653,5.37509
CSF3,141.253,128.247,148.729,125.374,72.0344,62.5596,49.639,47.4853
IGSF3,3.3134,3.65885,3.55439,3.39669,4.39828,4.82134,5.02657,5.01833
KRT13,0,0.0394859,0,0.0343513,0.116516,0.200037,0.0692996,0.0818018
TPD52L3,0,0,0,0,0,0,0,0
EBF1,0.347067,0.220389,0.0761266,0.0861611,0.0978505,0.167127,0.0951474,0.158099
SLC31A1,46.1112,43.7706,42.6438,41.2389,37.4765,44.0473,40.4269,43.4653
MTERF,4.43678,5.06021,4.12229,6.91774,4.77049,5.40241,5.75769,5.67909
LIMS2,1.38284,1.34969,1.04131,1.01001,0.76741,1.25845,1.13172,1.14428
DNAH12,0.106834,0.124461,0.0651597,0.106632,0.061118,0.0609147,0.0515462,0.023896
PNMAL1,0.494791,1.62144,1.43544,1.32732,1.28586,1.83724,3.37594,2.61603
F13B,0,0,0.0248134,0.0249362,0.0231841,0.0245816,0.025067,0.0243144
AP000889.3,0,0,0,0,0.136149,0,0,0
SKA1,8.70834,7.25952,9.24402,8.49781,9.30625,8.65774,9.57983,7.82133
CYB561A3,7.27856,7.58995,6.89508,6.39169,5.5804,8.3165,6.16391,7.35664
MAGEB10,0,0,0,0,0,0,0,0
ZNF480,3.08285,2.67512,6.05684,3.71432,4.6488,4.59981,6.75923,5.36575
AP1S3,7.58389,11.5011,8.1919,7.37562,7.96217,5.35868,6.99516,9.37905
C14orf79,1.3993,2.2709,2.33941,1.60532,1.78817,1.7268,1.34995,1.67604
PDLIM2,3.43257,4.23528,3.73594,3.77978,2.62538,3.13977,3.90234,4.10342
THEMIS2,7.66433,7.27087,11.0075,10.422,7.73186,8.50976,11.2615,9.02758
FRMD5,1.13787,0.953477,1.10363,1.12191,1.73809,1.57466,1.15214,1.84529
PRPF40B,2.62186,3.35633,2.80212,2.69212,3.28477,2.13253,2.29633,2.45026
ITPKA,9.33538,7.57262,11.2346,11.412,8.25741,8.1078,10.3201,9.14689
LASP1,52.9361,51.1146,51.8841,50.7058,51.0042,51.5309,55.6475,55.1237
TCEB3C,0,0,0,0,0,0.00600403,0.0102088,0
C20orf26,0.17392,0.183973,0,0,0,0.1948,0.111652,0
CCDC179,0,0,0,0,0,0,0,0
CWH43,0,0,0.0227219,0,0,0,0,0
RBMX2,12.8594,11.0404,11.9496,13.2719,12.2159,11.6356,12.8306,13.0443
SLC25A41,0.0340281,0,0.0389661,0.0782243,0,0.116132,0,0.038293
C14orf64,0.699728,0.981674,1.46159,2.66352,1.1336,1.75629,2.71495,2.2757
CD109,9.51207,8.96201,9.62225,9.06507,7.95593,7.54826,8.62226,8.30843
AC008394.1,0,0,0,0,0,0,0,0
PNPLA7,0.100095,0.0302679,0.0391607,0.0443128,0.110684,0.0454087,0.066556,0.0750033
HBA2,0.3808,0.716933,3.5716,3.70648,0.782334,0,2.51029,4.02595
KIF14,12.622,12.1903,13.0492,12.7879,12.0254,12.5618,13.1165,12.1608
SMIM4,32.7027,28.7384,41.4078,54.732,52.304,51.2356,40.3716,45.669
EIF5A2,6.76181,5.93887,5.99791,7.44273,4.10296,2.78903,5.87374,7.28266
C8orf82,6.64816,7.67509,7.048,9.20538,7.76644,7.55164,7.85551,8.96832
IMPG1,0,0,0,0,0.0271114,0,0,0
SDR42E1,0.393979,0.555361,0.668753,0.412132,0.601064,0.411783,0.496026,0.481875
TUBB,421.922,394.423,380.381,372.414,426.632,395.795,344.902,351.643
WNT5A,4.40942,6.21393,2.67258,2.93287,3.92888,3.83592,2.92027,2.71337
RHOQ,17.925,17.3038,15.735,16.788,16.7576,19.5192,15.7222,15.3984
WDR82,15.6282,15.6387,16.2203,15.8522,16.6959,17.3085,14.8973,14.9027
ATP2A2,50.6302,50.9862,45.7717,45.7747,48.3395,50.1293,45.2264,46.1754
MSR1,0,0,0.149997,0,0,0,0,0
ZDHHC8,10.0171,12.2723,12.5419,11.1069,11.1819,10.69,8.66424,11.6853
PKD1,7.32206,7.04811,6.10479,6.29056,6.81966,7.60657,6.77288,7.21924
CMTM7,3.97389,4.78279,6.19981,6.46009,6.32807,7.17024,6.46051,6.25334
P2RY14,0,0,0,0,0,0,0.0326946,0
ESX1,0,0,0.120614,0.161405,0,0,0,0.118561
OR4D10,0,0,0,0,0,0,0,0
MAD2L1,8.2365,7.48151,9.46066,8.50718,7.84038,8.0612,8.79643,8.53344
DNTT,0,0,0,0,0,0,0,0
OR2Y1,0,0,0,0,0,0,0,0
RANGRF,37.3334,32.2857,39.3012,34.9102,34.8837,36.8593,38.1702,41.0668
SNAP47,15.2639,14.6357,13.9898,12.2103,16.249,13.4993,14.4399,15.8439
ZCCHC9,13.8707,14.4829,16.8977,13.975,13.5316,11.6612,15.3903,15.0045
MSL2,5.53158,5.9172,7.63838,5.72941,5.07665,5.54425,4.93486,5.59896
CTD-2545M3.6,0.171419,2.60E-19,0.227639,1.20E-87,9.38E-105,0.161805,1.07E-24,1.89E-07
C21orf33,21.9639,22.9081,20.941,21.1911,24.1429,22.9111,18.4781,20.8737
PPP1R36,0.152428,0.124115,0.0871479,0,0.04068,0,0.0885016,0.0857231
AC008686.1,0,0,0,0,0,0,0,0
MAPKBP1,4.44192,4.00422,4.22713,3.52143,4.10694,3.92997,3.29069,3.72221
SAYSD1,1.23601,1.36922,1.444,1.64244,1.30066,1.62293,0.984457,1.55392
ZNF514,2.48229,4.25762,4.97266,3.53653,4.09946,3.92913,4.26016,3.77501
OR5H6,0,0,0,0,0,0,0,0
PRPH2,0,0,0,0,0,0,0,0
CPOX,19.8331,19.6369,17.5351,18.0178,20.895,20.0149,18.7159,18.5112
YTHDC1,15.3863,14.8749,15.5371,16.0507,15.7215,15.4549,15.634,17.7814
ABHD8,3.51787,4.3625,2.55407,3.71583,3.45515,3.79667,2.63525,2.32107
NT5M,0.254027,0.517893,0.363906,0.584558,0.339842,0.361334,0.331934,0.679119
HRASLS,0.168226,0.545578,0.446008,1.02113,0.475458,0.19083,0.911012,1.00693
LAT,1.85059,1.64757,2.67455,3.47442,11.6764,12.141,15.1854,18.1269
NCF2,2.82377,3.37483,5.49111,4.85459,3.83391,3.02734,4.04117,4.84634
GRHL2,0.57864,0.31632,0.480821,0.282555,0.337322,0.691042,0.358836,0.272552
LRRC48,0.0255884,0.0278531,0.0293804,0.0295112,0.0782068,0.0276588,0.284604,0.1406
DEFB110,0,0,0,0,0,0,0,0
KLB,0.0070382,0,0.0162746,0.0163783,0.0152169,0.00803478,0.0490947,0.00794668
ZNF804B,0,0,0,0,0,0,0,0
KDM5D,0,0,0,0,0,0,0,0
HOXB2,0.0175047,0.076393,0.0806514,0.0405413,0.0188427,0.0598684,0.0406851,0
FAM124B,0,0,0,0,0,0,0,0
OR5D13,0,0,0,0,0,0,0,0
TCTE3,0,0,0,0,0,0,0,0.106459
GLYR1,24.2294,25.7094,21.3362,26.6815,24.5644,26.9481,26.449,23.9291
CHRM3,0.0478798,0.483237,0.153156,0.497999,0.319401,0.071078,0.0389681,0.324911
DUX4L3,0,0,0,0,0,0,0,0
NBPF10,12.7771,12.4305,11.5134,11.7159,13.2928,11.7062,11.7192,11.5848
PROCR,13.0486,10.7069,20.2931,18.349,9.85829,9.88815,16.6242,15.1257
RP5-1052I5.2,0.141485,0.240672,7.67E-07,0.374899,1.58E-05,6.11E-11,0.259136,4.54E-07
IDI2,1.27477,1.08079,1.04705,0.913381,0.722445,0.452842,1.1564,1.29912
NREP,16.2518,19.8532,13.2621,16.8062,28.9646,26.6103,21.291,21.7296
TRUB2,25.1897,23.0506,23.3991,22.2159,25.2565,22.3965,22.8691,21.6934
ZNF853,2.00062,2.26128,3.02606,2.57674,10.2853,9.61569,9.7029,10.0166
C2CD5,8.81572,8.1682,8.56174,7.55739,7.74031,9.31973,7.80447,7.80739
SCAF4,16.2801,15.9768,16.9814,16.4172,16.3983,16.4324,18.0816,16.755
PROK2,0.179042,0.224785,0.203179,0.225087,0.0990411,0.338944,0.169021,0.0669498
HCAR1,0.0123602,0.0192014,0.020272,0.0143467,0,0.0141006,0,0
OR1M1,0,0,0,0,0,0,0,0
TAS2R13,0,0,0,0,0,0,0,0
ACP6,10.854,10.3607,12.2967,10.1604,12.9397,12.6821,12.1455,11.5088
TSN,42.6856,40.3493,37.3557,39.4261,42.1531,39.2512,39.3437,43.1838
ZNF572,0.633975,0.571907,0.619945,1.03914,0.80233,0.754549,0.784915,0.699665
LTB,0.238663,0.256574,0.413421,0.349328,0.385318,0.438361,0.553425,0.94681
BAI2,15.9827,15.1229,17.1963,15.226,25.3122,20.9653,24.2568,21.3165
GPR84,0,0,0,0,0,0,0,0.0394519
GOT1,19.0844,21.0304,27.7943,26.0639,19.8299,18.2324,25.7452,27.4921
AL645728.1,0.0599467,0.0647454,0.0680217,0.0681092,0,0.339838,0.208664,0.0672459
NCAM1,3.44355,3.25236,5.08343,4.60219,3.09009,2.99609,4.32393,4.52648
HSD17B11,6.49584,6.59694,6.9866,6.05003,5.14795,6.45077,5.36228,5.99684
OVOL2,0.367191,0.326537,0.649977,0.345416,0.0714056,0.151911,0.271389,0.187839
SRCAP,18.5636,16.9603,18.5549,17.5725,18.7197,19.5736,19.0892,16.4408
GID8,16.4078,17.1517,16.4836,16.4328,16.4188,16.2591,15.3683,18.0196
KRTAP5-6,0,0,0,0,0,0,0,0
F11R,14.0004,12.8233,15.6528,14.1215,11.7525,14.0326,15.3524,15.8874
GRIN2B,0.00150251,0,0,0.00175263,0,0.00343299,0.0034943,0.00339522
SIGLEC9,0.450439,0.163329,1.343,0.819411,0.353075,0.571033,0.418576,0.574763
REEP2,6.768,7.25813,8.01534,7.72298,6.93991,7.18121,6.65563,6.39435
BORA,6.35239,5.7245,7.41498,6.90403,4.72183,5.67908,6.15209,6.76517
LRRN1,0.870767,0.849904,0.603065,0.916695,0.764186,1.39086,0.836721,0.812292
OR52B2,0,0,0,0,0,0,0,0
ARMC8,10.041,10.7015,11.6593,10.1117,12.4368,10.4898,10.1236,14.5098
WFDC3,0,0.18848,0.173004,0,0.160805,0.175738,0,0.825957
SLC17A4,0,0,0,0,0,0,0,0.0139295
L3MBTL1,0.757524,0.430237,0.972531,0.872653,0.712447,0.937245,1.40113,1.34736
SYCE1,0,0,0,0,0,0,0,0
MUC5AC,0,0.0288215,0,0,0,0.0301488,0.0307571,0
NKG7,0,0,0,0,0.0898807,0,0,0.191886
LDLRAD3,4.70533,4.4592,4.37078,3.85582,3.16711,3.68817,3.12774,3.37828
FAXDC2,0.165029,0.110305,0.187221,0.0538023,0.284991,0.0633976,0.266366,0.0156763
HBQ1,0,0,0,0,0,0,0,0
WWC2,8.87227,9.88059,9.2055,8.4093,11.0165,10.9506,11.5682,10.4923
LUC7L,15.1803,14.8343,12.8062,12.099,13.2219,10.6088,14.0385,14.7268
CCDC168,0.0172701,0.0251941,0.026635,0.0201061,0.0373583,0.00657293,0.0334647,0.0260032
GPATCH3,9.52174,8.31638,9.94982,8.86959,9.19587,9.33463,10.2236,9.59874
INTS9,3.6024,2.79368,2.4095,2.60029,2.95118,3.77171,2.43313,2.55052
FAM103A1,16.5295,14.3297,20.0384,17.7102,16.3805,16.7023,17.4337,19.0124
LEP,0.0131321,0,0,0,0,0,0,0
IGFL2,0,0.320894,0,0,0,0,0,0
MYBPHL,0,0,0,0,0,0,0,0
TRA2A,42.6125,40.1073,46.3819,44.7192,44.0048,42.3721,47.1153,46.135
UBA5,26.7032,28.2782,28.2035,30.4793,29.0327,27.8769,32.4077,29.2522
HSBP1L1,5.5024,7.41862,5.42392,5.83803,6.73346,5.56821,6.37603,4.76851
RPS29,1130.16,1153.92,1087.38,1083.37,1163.13,1126.22,1096.53,995.13
GHRL,0.125188,0.045262,0.142967,0,0.0444789,0,0.145351,0.0469122
OR13D1,0,0,0,0,0,0,0,0
PPP2R4,83.4009,82.7145,81.8371,84.7412,78.6125,77.3101,86.5134,85.2579
MMP26,0,0,0,0,0,0,0,0
CLTA,124.389,166.245,158.825,184.023,163.005,178.727,167.856,153.592
SLC30A6,4.12459,4.40367,3.55788,4.09186,4.60158,3.48491,4.97474,4.99803
ATG7,62.3285,70.0783,56.5078,49.3333,51.5595,51.402,44.0893,42.982
OR10G9,0,0,0,0,0,0,0,0
NT5C,12.2475,14.3277,12.476,18.8776,16.6479,19.5736,13.4405,12.3639
DERA,43.853,46.2039,42.6241,47.045,47.9243,46.5112,51.9178,54.8731
POLR3K,17.7469,16.5849,21.4364,21.8172,15.318,17.326,22.131,22.5636
OSBPL3,6.00223,6.56084,6.60837,6.80073,5.40491,5.90137,6.00013,5.83036
ATXN7L3,13.3035,10.9774,12.9773,12.9035,12.1555,11.5587,12.4337,11.7894
NDUFAF7,6.25653,8.17786,6.25215,6.05413,7.06238,5.5403,5.29823,6.8128
MTMR8,0.58101,0.809371,0.699222,0.319844,0.74827,0.652956,0.501771,0.436707
TAOK3,34.3605,33.077,40.5686,45.1787,29.9044,29.3822,35.6692,34.5626
OR10G2,0,0,0,0,0,0,0,0
PSD2,0,0.0105898,0.0111903,0,0.0104616,0.0110559,0.0225238,0
AC051642.1,0,0,0,0,0,0,0,0
IL1F10,0,0,0,0,0,0,0,0
OCIAD1,117.566,122.638,121.047,115.43,118.696,119.549,119.341,124.595
RALGPS1,2.676,3.03739,2.20587,1.96532,2.11303,2.5258,1.74852,2.79101
MS4A2,0,0,0,0,0,0,0,0
HSPA2,3.31733,3.98469,5.18996,5.1296,3.84219,3.65005,5.40929,6.39462
ACRC,0.198517,0.306289,0.190234,0.248651,0.106672,0.263539,0.115121,0.20677
BCKDK,23.7197,28.471,23.2972,20.8225,26.1644,25.7604,22.029,25.9063
ADAMTS2,1.89237,2.94102,1.30109,1.09593,1.59399,1.3299,1.18258,1.51167
TBC1D7,7.65291,9.07262,10.3292,9.54237,7.3051,10.4545,6.72277,10.3255
MPC1,37.5907,37.721,45.3899,45.87,36.0962,37.3218,44.5943,44.8188
AP005482.1,0.544098,0.285543,1.77656,0.880385,1.64938,1.21185,3.14041,2.39052
DCTN3,82.3875,74.676,70.2637,68.5212,74.2297,68.1669,71.1683,69.5788
TRIM2,1.29081,1.50856,1.51222,1.10554,1.49177,1.45833,1.10428,1.20543
CYP4F31P,0.0848426,0.115605,0.195195,0.0490421,0.182382,0.145017,0.172522,0.0956269
LDLR,33.7629,34.1452,28.6127,31.7949,29.5419,30.5254,24.6353,25.2224
NUP98,19.9652,22.2148,22.9978,20.6766,22.7754,20.4358,25.1439,23.7654
MGAT4A,1.79759,2.36184,1.75963,2.30212,1.36446,1.64525,1.44598,1.07489
CD300LF,0,0,0,0,0,0,0,0
ZNF20,1.16979,1.77423,2.63421,2.39625,1.93742,1.60731,1.7466,2.24433
LRRC3C,0,0,0,0.0835679,0,0,0,0
C17orf50,0,0,0,0,0,0,0,0
GTSE1,19.1766,17.5431,19.5202,19.1562,17.8358,17.2268,18.9974,17.368
MAPKAP1,90.7784,93.0961,78.8274,90.4371,85.2664,93.605,80.8399,82.667
HIST4H4,0.843313,0.357035,0.185844,0.369318,0.69084,0.377976,0,0.747426
USP3,13.3716,14.4575,15.5072,15.2781,13.2272,14.0186,14.0851,13.8562
POC1A,9.88784,8.65451,9.43834,7.96279,8.69088,8.42945,9.77043,9.02872
METTL13,19.7226,19.8869,21.6928,20.763,21.1651,21.4072,21.911,20.8218
SNRPB,416.528,381.31,416.702,402.504,389.076,381.034,397.951,374.171
AC092291.2,0,0,0,0,0,0,0,0
OVCH1-AS1,0,0,0,0,0,0.148159,0,0
SMYD5,10.7605,10.4454,11.3374,11.8551,11.3489,9.68647,10.5634,10.6342
NUPR1L,0,0,0,0,0,0,0,0
PGBD1,1.84023,1.70477,1.34809,1.84636,1.7309,1.51814,2.05371,1.81397
KLC3,1.01323,1.62678,1.55025,1.91073,1.11238,0.801066,1.79827,1.29953
MAP3K7,11.2944,11.5915,12.6723,12.8103,10.4121,10.3769,12.0882,12.0558
RFFL,3.5475,3.27138,4.6989,4.31966,2.96983,3.56113,5.79153,3.93638
PGRMC2,20.277,18.3055,19.7979,18.3029,19.6347,22.5306,20.5444,21.0905
MRFAP1L1,30.7136,29.2038,29.2211,31.8668,33.3135,31.9647,33.4177,31.3281
CEP89,4.07966,4.03174,3.78332,3.65877,4.52462,3.98923,4.02533,3.54299
C20ORF135,0,0.736955,0,0,0,0,0,0.764063
DFNB59,0.516105,0.35747,0.75069,0.698213,0.807587,0.601224,0.197775,0.459196
CABP1,0.198477,0.115142,0.306441,0.20343,0,0.408847,0.223203,0.150432
GPR89A,11.7085,11.6117,11.6254,11.5596,11.663,11.653,12.8143,12.3062
OR13C3,0,0,0,0,0,0,0,0
MED15,31.231,28.0948,28.7699,28.2375,26.6581,29.6513,28.2276,27.7501
ZNF287,1.00496,0.896192,1.24112,0.663283,1.06537,0.912674,0.712687,1.58661
SEC61G,506.134,457.192,533.964,550.143,490.834,504.595,539.332,525.524
HTATIP2,68.8284,70.2728,78.8069,88.7915,67.1382,65.2277,74.8376,80.2079
HTR2A,0,0,0,0,0,0.0102639,0,0
HINT1,117.818,115.09,115.282,123.486,123.54,122.076,119.905,114.945
CHRNB1,23.1987,20.6111,28.5986,27.0253,26.6861,27.9288,33.8546,32.3549
SEC22C,24.3991,21.3596,21.4494,21.7407,22.2901,22.4805,23.4704,21.3363
TNFSF13,7.09975,5.73548,12.1842,11.0705,6.13594,5.36139,11.0468,12.0718
MAFA,0.141205,0.0879779,0.232133,0.419965,0.0867623,0.0689675,0.468803,0.522999
MVD,22.3735,23.1657,21.2571,19.7624,20.8513,23.164,23.4245,22.83
GJD4,0,0,0,0,0,0.0372118,0,0
SARM1,2.08237,2.43054,2.44738,3.03375,1.89302,1.34276,2.32394,2.34957
TMEM255B,2.35589,1.84521,2.00567,1.9415,1.80824,1.40252,2.3919,2.97347
ZNF589,3.07288,3.30688,3.41869,3.72242,3.26077,3.37556,3.06453,3.62263
FBN1,7.67919,8.56298,4.62962,4.69446,6.73329,7.23894,5.42847,4.8344
PRR19,0.739455,0.971614,1.10606,0.901075,0.934368,0.748094,0.977513,1.38087
AC090574.1,0,0,0,0,0,0,0,0
FAM107B,11.9148,10.1138,14.9346,14.3909,10.3087,10.6216,12.368,13.4198
FOXD1,2.07694,1.82961,2.82381,3.20179,1.69133,1.96033,1.99893,2.10454
NSFL1C,69.694,70.3842,64.5202,62.9471,75.7784,70.8306,67.1992,68.0807
FUT3,0.0721591,0.141673,0.0829236,0.184495,0.160227,0.315277,0.522381,0.161307
