Gene_ID,MDAMB436_ROSA26.KO_DMSO_rep1,MDAMB436_ROSA26.KO_DMSO_rep2,MDAMB436_ROSA26.KO_C70_rep1,MDAMB436_ROSA26.KO_C70_rep2,MDAMB436_ZBTB7A.KO_DMSO_rep1,MDAMB436_ZBTB7A.KO_DMSO_rep2,MDAMB436_ZBTB7A.KO_C70_rep1,MDAMB436_ZBTB7A.KO_C70_rep2
TBC1D3B,0.606835,0.586516,0.769161,0.916062,0.498727,0.519705,0.731222,0.828817
AC140061.12,0,0,0,0,0,0,0,0
VPS4A,29.4817,31.6,31.2133,31.0092,32.8022,33.1883,35.8818,35.344
ORAI1,10.4572,13.0993,12.8895,13.6905,12.4717,12.4413,11.5899,11.5175
PABPC3,0.970931,0.634413,0.610628,0.767575,0.467679,0.788537,0.538583,0.597394
ZNF573,0.318272,0.519095,0.198958,0.520624,0.138518,1.31037,0.436353,0.328588
SERPINA3,0.422088,0.672833,0.112241,0.22544,0.66147,1.22014,0.265684,0.328903
BACE2,6.53837,6.14704,6.33634,6.04142,3.56353,3.46268,3.947,4.45837
OR10K1,0,0,0,0,0,0,0,0
ZNF292,35.4385,29.1883,26.7721,47.7211,20.1678,43.7161,30.0872,41.6004
MTRNR2L3,0,0.0422409,0,0.0446311,0,0,0,0.0437661
HES5,0,0,0,0,0,0,0,0
FOXD4L6,0,0,0.006516,0,0,0.0257937,0.0197189,0.0095672
RGS11,2.38847,2.709,3.37321,2.61287,1.6878,1.44521,4.3883,3.22062
DDOST,114.166,114.559,111.175,119.355,120.452,112.292,118.281,116.206
HIST1H2AB,0,0,0.287005,0,0,0,0,0
INPP4B,0.485353,0.339448,0.186014,0.198229,0.373292,0.565586,0.417846,0.31907
AKAP2,27.2843,27.3897,23.8463,24.1846,23.7277,25.0539,20.2264,21.0122
CHIA,0,0,0,0,0,0,0,0
AC104057.1,0.143808,0,0.0812486,0.0812624,0,0,0.166782,0
ADI1,21.5095,23.5654,22.4057,22.6102,19.9645,20.1604,21.3971,21.3224
ZHX1,23.1861,21.9549,21.1463,22.3562,25.7511,25.5524,23.8567,24.6441
C18orf63,0,0,0,0,0,0.00963779,0,0
RET,0.539177,0.477226,0.701922,0.66009,0.331006,0.157463,0.669877,0.624087
ATL3,11.502,11.8211,13.556,14.9881,9.85366,10.4281,11.1234,11.7799
HTR3C,0,0,0,0,0,0,0,0
ZSWIM8,17.7418,17.7333,17.6183,16.5781,20.0106,18.2653,18.8831,18.883
PCDH10,0.0250665,0.0329168,0.0348024,0.0175156,0.0216959,0.0400727,0.0116576,0.0396328
DYDC2,0,0.0528354,0.11116,0,0,0.0615143,0.0674527,0.31042
3-Mar,2.38138,2.36479,1.27874,1.58627,1.9984,0.637297,1.1494,0.426027
LMOD1,0.0111393,0,0.0257201,0.0388105,0.0480874,0.0508395,0.0129484,0
C20orf194,2.66317,2.80132,2.80031,2.68833,2.31873,2.52464,2.68925,2.65025
MYH3,0.453051,0.404722,0.345526,0.405684,0.497437,0.417002,0.628744,0.498135
SCRG1,0.0198182,0,0,0,0,0,0.0115189,0
BARHL1,0,0,0,0,0,0,0,0
DAOA,0,0,0,0,0,0,0,0
KLHL3,0.0649041,0.140301,0.158612,0.105711,0.136759,0.0592793,0.173559,0.176422
CPD,10.6619,10.4802,9.23449,8.03635,9.96797,10.009,9.05104,9.95724
NLN,9.09147,10.9816,10.7561,7.92537,9.17346,10.6765,10.1621,9.73256
TTF1,17.8564,15.8786,18.0587,19.1802,17.2482,16.9444,17.4245,17.2727
REM2,0.102376,0,0.117583,0,0.0274602,0.087443,0.0594686,0.115326
C2orf16,0.062067,0.0301734,0.0637897,0.0561724,0.0447333,0.0551109,0.0721582,0.0778665
FGF18,0.246111,0.428895,0.197938,0.255676,0.422659,0.420478,0.74343,0.610011
PSG1,0,0.21492,0,0,0.0642125,0,0,0
TPRX1,0,0,0,0,0,0,0,0
KIF5B,28.0356,28.8148,27.1622,28.8334,28.158,28.9463,27.4425,27.7966
RPS19,817.857,834.217,843.747,833.533,814.075,745.47,786.509,735.808
CEP164,8.95216,5.29233,8.58367,6.19511,5.01646,6.57965,6.39113,4.57446
COPB1,46.8043,48.3069,47.3277,47.7803,44.3148,45.6671,42.8587,46.5267
CHRNB3,0,0,0,0,0,0,0,0
AP001885.1,0,0,0,0,0,0,0,0
ARL6,3.75553,4.27533,3.62155,2.70453,4.90338,4.23209,4.04841,3.29429
SPDYE4,0,0,0,0,0,0,0,0.0783286
ZNF286A,8.07223,9.67355,10.9729,9.43299,9.37883,7.90322,11.4234,12.0824
AQP10,0,0.0303969,0,0,0,0,0,0
C5,0.615503,0.681718,0.592838,0.715879,0.588396,0.423348,0.807284,0.971048
TMEM98,14.618,12.9122,14.7162,10.7176,19.0807,18.6901,15.3347,16.3745
ZNF585A,4.61706,3.66361,3.48816,2.53783,2.67053,3.26249,2.35887,2.63423
EPG5,2.51038,2.69433,1.89633,1.90338,2.30882,2.27427,1.97524,1.98204
PCSK4,1.75511,1.20073,0.682897,1.13662,0.742596,0.894739,1.25261,1.50864
RYR3,0.0212324,0.00871803,0.00614666,0.0185655,0.00287422,0.0181895,0.0308604,0.00899475
OR9Q1,0,0,0,0,0,0,0,0
PATZ1,6.98786,6.7159,8.90653,7.56194,8.63905,8.84143,9.53665,8.54888
CT45A3,0,0.0862627,0.0541548,0.180142,0.0128551,0,0.0280037,0.107959
CTD-2162K18.4,0.134179,0.0292135,0.0308085,0.0309453,0.115113,0.030557,0.0623511,0.0906778
MFAP3L,1.01537,1.23388,1.74573,1.14635,1.29807,1.62557,1.59723,1.77343
CYS1,0.421886,0.626094,0.622158,0.508237,0.726801,0.846576,0.666802,0.799287
GTPBP10,18.81,18.5414,23.3664,21.6577,23.3406,18.5109,22.9672,23.9688
HTATSF1,33.1195,34.1412,30.8989,32.0905,35.899,37.901,33.8391,32.0922
TRIM7,6.24493,9.8018,12.7143,13.7413,4.18976,4.22066,8.60017,8.68748
DYTN,0,0,0,0,0,0,0,0
SMUG1,11.9466,8.5119,11.8753,14.4948,9.04831,13.4468,11.04,12.2107
KRTAP9-9,0,0,0,0,0,0,0,0
CDK16,104.155,107.13,101.109,108.658,90.2795,89.6549,94.2783,96.6532
SLC22A13,0,0,0,0,0.0393276,0.0208301,0,0.139086
OR2F2,0,0,0,0,0,0,0,0
OR5T3,0,0,0,0,0,0,0,0
TRRAP,9.56793,9.31743,7.96611,7.42075,10.495,10.5868,8.1908,7.8225
ALCAM,9.13935,7.8164,7.83511,7.4012,13.5605,13.8859,13.648,12.308
MMP21,0,0,0,0,0,0,0,0
PVRL3,9.14992,8.70242,6.79818,7.83303,9.48378,8.08433,8.38104,7.68642
MDC1,11.0644,8.18749,10.3777,10.3655,13.1268,10.5487,13.3339,9.95121
USF1,31.8903,27.2328,30.0436,27.1817,33.2924,31.6523,27.2985,27.6961
EFCAB6,0.283865,0.199358,0.409703,0.327081,0.526763,0.598577,0.289715,0.415899
JKAMP,15.5867,17.4685,17.3396,18.9149,13.8513,16.3615,15.3773,16.3217
COX6C,110.959,104.665,128.139,128.082,137.819,120.921,115.904,132.73
PTPN11,27.7229,26.9989,27.6592,22.8999,24.9951,26.0241,21.6702,23.9161
LCE1E,0,0,0,0,0,0,0,0
OR11A1,0,0,0,0,0,0,0,0
UBE2E3,48.7436,41.3434,40.7918,38.9546,45.6747,46.284,40.5643,41.4141
NFU1,46.8564,42.9562,49.2905,49.2505,41.2667,47.3265,52.5504,49.4373
ZNF581,15.2294,17.1937,17.551,19.3169,15.765,17.1658,19.6136,18.8123
EDA,0.262409,0.277685,0.529607,0.947359,0.350797,0.789007,0.769616,0.33335
ADAMDEC1,0,0,0,0,0,0,0,0
GABARAPL1,66.8439,76.0888,75.7842,66.4618,71.6706,57.6855,74.7986,69.9471
TTLL5,5.85028,5.81922,5.87876,5.68144,5.1556,5.51968,5.774,6.19055
CSTF3,22.6789,19.5164,22.3374,22.4103,20.6376,23.2803,23.7025,25.1376
AC068533.7,0.168044,0.706172,5.82E-15,0.383804,1.06E-09,0.198603,1.80E-10,1.37E-17
DOHH,8.1643,8.62885,10.5178,10.911,11.7936,9.7032,11.2056,12.32
LRG1,0.0600253,0.0982938,0.138404,0.0869862,0.0646791,0.308042,0.0872042,0.321608
CTSD,300.117,330.957,260.61,274.336,322.791,346.289,268.421,287.401
SYT4,0,0.0117205,0,0.0124581,0,0,0.0330402,0
LRRN4CL,0,0,0,0.0417443,0.0388046,0.0205518,0,0
C1QTNF9,0,0,0,0,0,0.0154561,0,0
FIZ1,6.77138,4.47302,5.6351,8.12919,4.63039,5.57128,6.04351,5.36125
PCSK1N,3.897,11.458,6.24853,10.4954,9.04576,16.8347,10.1081,10.2249
PPM1E,0.290299,0.200145,0.264196,0.159399,0.29631,0.278779,0.426179,0.396373
MYEOV,0.12231,0.159867,0.178722,0.0961554,0.105031,0.142161,0.09619,0.196204
ZNF354A,5.95374,5.66672,8.85655,8.20893,5.72341,7.3128,9.91411,8.92615
FAM156A,9.49589,8.24316,6.53481,6.56847,9.12347,7.28956,6.73969,5.50934
NSUN4,10.2113,10.247,8.57503,9.53233,8.37763,9.77558,9.37648,9.04052
SLC7A13,0,0,0,0,0,0,0,0
PIGN,8.9392,4.47827,5.91134,7.41655,4.49277,5.93516,5.41876,7.5618
EIF3M,130.782,129.201,139.634,133.167,132.23,121.091,117.318,120.05
TNRC6C,2.18058,1.74073,1.45036,1.33745,1.31019,1.49403,1.47948,1.44865
TIRAP,2.3237,1.96937,1.67736,2.26712,1.84253,2.03953,1.75705,2.39669
FOXB2,0,0,0,0,0,0,0,0
F8,3.7514,4.4637,4.83913,3.87802,2.06039,1.58412,2.92141,2.68281
IL36RN,0,0.0946574,0.0596183,0.0200811,0.0747118,0.0593398,0.0403171,0.039123
ZNF185,4.25269,4.0409,5.17458,4.38171,4.15322,4.00529,4.11666,5.50566
AKAP3,0.475395,1.07763,0.65806,1.08725,0.71757,0.6507,1.00092,0.954179
PTPMT1,107.984,122.791,134.562,139.202,124.572,120.73,146.694,151.05
ZNF582,0.67745,0.744208,0.330723,0.514243,0.507972,0.759923,0.485398,0.60141
COG3,4.75453,4.87823,5.08745,5.06202,4.25221,4.57148,5.12006,4.82872
CRHBP,0.0494028,0.0767677,0.161099,0.0285116,0.159074,0.0754194,0.229588,0.0556585
C8orf34,0.221332,0.418095,0.24357,0.18368,0.42508,0.448357,0.363159,0.335574
MYO19,16.5927,15.1703,18.6896,17.8006,19.2515,14.7559,17.2264,17.8353
NDUFA11,196.061,185.563,188.033,179.803,166.039,177.539,183.156,171.323
LCNL1,0,0.0588546,0.465499,0.716921,0.173927,0.0923438,0.785124,0.334926
ZNF17,1.52193,1.46663,1.59197,1.8544,1.85711,1.22865,1.57625,2.38405
COMMD8,23.1533,24.4683,20.6774,19.601,20.6973,23.7051,21.4463,20.9453
GFI1,0.0859902,0.158038,0.178311,0.199188,0.111095,0.0588195,0.311686,0.252126
LRRC69,0,0,0.360508,0.239624,0.447322,0.308121,0.124648,0.0648561
PITPNM1,16.2982,17.98,16.9873,17.1483,16.8421,14.8633,15.5206,15.3877
LAMTOR5,123.135,125.762,138.591,146.754,123.941,123.803,142.625,140.656
LTB4R2,1.01902,1.35728,1.96943,1.28986,1.85844,1.6066,1.01384,0.901636
ATP1A2,0.0198519,0.0108491,0.0155624,0,0.0581874,0.0153891,0.0156814,0.0152209
ATP7A,0.898042,0.915606,0.714115,0.550641,0.946446,1.03122,0.721081,0.683619
OR52B4,0,0,0,0,0,0,0,0
PAIP1,59.2494,55.4988,58.1286,54.9525,57.5354,61.5892,56.6076,45.4712
RBM25,44.6714,40.35,42.9281,40.9664,47.5464,44.1487,44.3993,43.4277
MYEF2,13.3372,11.7432,12.8695,11.3683,15.2607,15.1157,14.0239,14.2502
MED22,12.1604,13.074,11.4793,14.393,11.6403,9.97586,11.0357,9.08854
SLMAP,14.4693,13.6208,13.4331,13.3754,15.6419,14.7319,14.2402,14.7459
RNASEL,1.59025,1.42526,0.802523,1.31795,1.33493,1.58263,1.16622,1.16299
KIAA1033,6.95745,6.97116,6.8775,8.03493,7.42076,7.37989,8.0713,8.8139
GABBR2,0.00745538,0.00815375,0.120657,0.164786,0.0322323,0.0510635,0.0953406,0.101007
KLHL6,0.0067828,0,0,0,0,0,0.00788562,0.0153171
ANKH,3.86843,4.79093,2.84456,3.25189,3.6696,3.41248,2.38985,2.97381
PAN3,6.44831,6.2552,5.45672,6.40257,5.74245,6.12532,5.93695,5.69024
ACAP1,1.1167,0.0609806,1.83631,1.79794,1.60709,2.21086,0.0747867,3.18736
SLC6A17,0.776754,0.806108,1.04404,0.927121,0.638843,0.538135,1.22722,1.14693
HTR1F,0,0,0,0,0,0,0,0
SORBS3,44.0615,63.0868,41.0195,33.7283,72.4018,61.8712,57.5389,50.4577
SMIM9,0,0,0,0,0,0,0,0
MEGF6,4.3113,4.74507,4.36785,5.21602,4.08772,3.20509,4.24949,3.92005
WDR70,19.2535,16.6243,15.7655,15.1777,17.0456,14.9886,15.3991,15.2756
GABRG2,0,0,0.0332353,0,0,0.0329804,0,0.0288314
C5orf42,5.35736,5.11832,4.3906,3.43501,5.62971,6.3,5.03589,5.63342
MT1M,0,0,0,0,0,0,0,0
FGF14,0.363276,0.458954,0.378473,0.342829,0.846477,0.402429,0.224329,0.629107
PDK4,0.0749876,0.218434,0.201901,0.159562,0.0674031,0.028515,0.101688,0.112813
PPAPDC1B,12.0939,11.3379,9.87842,10.1609,9.4708,11.6393,11.5658,13.725
INIP,8.73111,8.15695,8.23812,8.32875,9.32913,8.25375,8.60286,9.68242
CDC42BPA,13.4439,14.1247,11.1002,11.4405,11.7346,12.6501,12.0268,12.1566
STAP1,0,0,0,0,0,0,0,0
OR2V2,0,0,0,0,0,0,0,0
ALAD,6.05208,5.7624,5.15299,5.79592,5.61766,5.09392,5.15908,5.48987
TMEM42,2.01722,3.14035,3.03015,4.2479,2.82601,3.49823,4.61234,3.72731
RHBDD2,23.6776,25.1489,22.779,23.7042,24.036,21.7115,26.0481,25.0303
PAK7,0,0.00995357,0,0,0,0,0,0
EZH2,35.0197,37.1278,41.9898,40.6601,36.0416,37.2913,41.0758,43.3033
RASA1,9.22676,9.9469,7.09356,7.98157,9.27915,9.55035,8.32551,8.53244
RLF,6.01462,7.05053,6.54297,6.38574,6.07342,5.95249,6.72205,6.66754
INSM1,0,0,0.0750267,0.0942961,0.0701187,0.0556777,0.0567494,0.0183569
SIPA1L2,4.5534,4.48592,3.49047,3.36531,4.95675,4.60943,3.78752,4.83175
KHDRBS3,6.64492,5.23686,7.91589,5.54636,4.48818,3.64927,4.51983,6.18955
LGALS9C,0.441472,0,0.0446953,0.121001,0.0554825,0.165189,0.170266,0.0881383
CCDC61,4.51941,4.17003,4.52885,4.42691,4.74869,6.09543,4.31553,6.13862
TBXA2R,0.464027,0.759512,0.73991,0.877708,0.672239,0.996832,0.837367,0.963246
ZNF280B,0.750388,0.629826,1.15204,0.936462,0.965134,1.01078,1.26494,1.16154
TGIF1,22.3226,24.0234,22.6953,23.6676,24.9235,23.6167,25.1135,24.1435
AC004899.1,0,0,0,0,0,0,0,0
SLC25A13,21.2648,21.0455,20.4153,18.3109,19.3369,21.4258,20.4552,23.1556
C1orf216,5.38327,5.00339,4.50634,5.03731,4.36352,3.28638,4.03509,3.99574
STIM1,21.9592,16.4036,25.6829,25.5499,23.1638,21.5187,30.564,26.3478
PPM1B,13.5095,15.2181,14.2981,15.586,15.1039,14.6415,15.5919,16.6585
TMEM168,7.19542,6.51093,4.55193,4.25161,5.58244,4.73898,5.31009,5.83193
CCDC116,0,0,0,0,0.0226678,0.024031,0,0
KAL1,0.121763,0.140591,0.109505,0.133821,0.117017,0.0772274,0.133696,0.129847
NLRP5,0,0,0,0,0,0,0,0
TXNDC12,19.4562,19.5067,14.9119,17.1873,18.5693,18.9345,16.1719,16.6683
CLEC3B,0,0,0,0,0,0,0.230019,0
FCER2,0,0,0,0,0,0,0,0
CHD2,13.1831,12.6691,12.6208,11.2437,13.1412,11.8695,14.0382,13.2544
SNRNP200,82.9272,78.0379,68.0633,66.2232,81.8601,80.7534,72.1156,70.1378
AKR7A3,0.0887674,0.257517,0.101809,0,0.190174,0.0673603,0.171853,0.0666317
HIVEP2,4.43164,4.66935,4.20624,4.15808,3.37713,3.9667,3.20362,3.54464
ZNF716,0.0166442,0,0,0.00967736,0,0,0,0.00939481
ATP6V0C,160.286,204.125,173.788,202.539,193.185,209.272,193.453,193.437
FEZ1,2.39817,3.78173,3.64769,4.11901,1.53794,1.13785,2.27387,2.06621
RUNDC3B,0.164187,0.168857,0.0831119,0.0529864,0.103529,0.134797,0.142647,0.18531
SMIM11,19.2337,17.4038,20.2417,18.7844,19.799,19.9187,19.5529,21.2065
LRRC46,0.102441,0.0836625,0.2059,0.0886452,0.0274775,0.0874983,0.148766,0.0865496
INO80C,26.2038,24.2502,20.3038,26.3263,28.7349,25.2761,22.1159,21.268
TMC1,0.014707,0,0.0163059,0,0.0475565,0.0335501,0,0.0224698
ITGB5,11.797,13.0806,10.7855,10.5795,8.73812,10.0402,9.47425,7.71187
FAM194A,0.0236592,0.0311673,0.0271924,0,0.0254043,0,0,0
ANKAR,0.11927,0.153608,0.127527,0.210284,0.190359,0.194413,0.259942,0.233423
RP11-680G10.1,1.28025,1.31936,1.34699,2.67189,0,1.39446,1.46578,4.06312
NEURL4,11.8255,11.9614,13.7005,12.0658,12.1342,12.8077,13.5046,13.9642
NUP43,21.4326,22.0149,20.4602,19.1704,20.2051,24.3808,22.4703,20.609
AC090673.2,0,0,0,0,0,0,0,0
PSMG2,31.4302,30.7048,31.5459,35.7529,31.3004,31.3958,32.7406,30.9309
FLJ00388,0,0,0,0,0,0,0,0.385906
FAM76B,5.69417,7.44665,6.18044,8.57841,7.99516,6.62826,6.39655,5.52754
MITF,8.42726,8.28029,9.06876,5.04456,5.0531,8.06678,9.43917,11.9084
CIB4,0,0,0,0,0,0,0,0
SERP2,0,0.0986868,0.723152,0.103133,0.0961994,0.207912,0.746875,0.102873
PPP1R3D,1.90623,2.29449,2.24414,2.36247,2.19557,1.7455,2.15536,2.12146
OR10Z1,0,0,0,0,0,0,0,0
SBSPON,0.0233683,0.0510627,0.0539456,0.108529,0.025214,0.0133305,0.135814,0.0527391
LAPTM4B,44.7017,41.9939,47.7729,51.4782,46.3047,50.993,52.6983,58.7613
SGOL2,10.4363,10.2487,11.0032,11.5047,9.9619,9.57935,10.2257,10.0618
PDZD9,0,0,0,0,0.11846,0,0,0
WBSCR17,1.59217,2.03213,1.97337,1.90795,1.46521,1.2758,1.0743,1.21034
DIO2,3.59749,4.50929,1.498,2.47405,1.16022,2.28455,1.19122,1.45203
FN3K,11.0162,14.5408,12.5588,13.0705,12.161,14.2987,10.8545,12.434
AC068620.1,0,0.320638,0,0,0,0.340299,0,0
ODF3B,2.18513,3.97412,3.06003,5.2023,4.11796,3.81734,5.15344,3.56241
RP11-47I22.4,5.61E-17,0.176757,6.73E-17,3.99E-20,0.141067,0.160931,1.04E-15,1.25E-18
FBXW12,0,0,0,0,0,0,0,0
ROCK1,5.39448,5.82243,5.8235,6.03195,5.12772,5.77755,5.79439,5.75844
PTCH2,0.0416286,0.0682437,0.0480659,0.120905,0.06741,0.118756,0.169367,0.0939651
RDH14,7.90251,8.48496,7.71278,10.0619,9.53373,9.58375,7.32771,8.41877
ATP6V0A4,0.0854126,0.111837,0,0,0.110349,0.0779037,0.0397046,0
IBTK,17.6858,17.9277,18.6378,18.8633,18.0537,18.176,19.3833,19.4219
AOC2,0.349336,0.232138,0.241434,0.525906,0.244429,0.220796,0.0608959,0.337801
SETD1A,12.3815,10.759,11.3294,13.0658,15.3436,12.8985,15.7537,12.4012
PAFAH1B1,28.8809,28.521,27.7384,25.0247,25.2485,30.1742,24.2565,25.9286
SPEF1,0.163525,0.0355529,0.112406,0.413752,0.104968,0.111635,0.189928,0.0736202
MTRNR2L6,0,0.0398081,0,0,0,0,0,0
COL16A1,18.8446,17.493,17.1804,17.4424,20.6022,17.5616,18.7318,17.8471
CEP85,8.99039,9.54317,9.41015,8.49404,9.20395,8.58509,8.84054,9.06563
TRAM1,58.3041,61.4997,57.1012,59.2639,56.5199,62.149,65.0341,64.3182
GLUD1,27.6645,29.7496,32.2922,32.6145,29.7088,29.07,34.2677,29.284
INS,0,0,0,0,0,0,0,0
CLRN2,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0
UBXN11,10.2284,12.7092,12.528,11.2722,13.6437,10.7647,13.9374,14.9877
RP11-565P22.6,3.36322,0.971037,2.15754,1.78516,1.33734,3.14187,1.0678,1.95162
LDLRAP1,4.63735,4.80709,3.98204,4.1123,4.02343,3.35388,2.9299,2.8785
C3orf56,0,0,0,0,0,0,0,0
RBBP9,3.34206,3.40061,2.98286,3.36063,3.50718,3.59032,3.24397,3.04562
ADAMTS4,0.0247756,0.037501,0.0567499,0.0290263,0.00463485,0.0440181,0.0574109,0.056023
SLC9A7,1.79186,2.12197,1.90821,1.46313,2.22039,2.62472,2.51282,2.13943
ITIH5,0.0218412,0.0481307,0.0782877,0.0187782,0.0469395,0.0510265,0.0253782,0.0738481
KLHL38,0.172698,0.161226,0.113381,0.170863,0.132401,0.112401,0.0573266,0.0555907
ADK,82.8606,79.1016,78.522,75.9159,82.4246,80.9929,78.8718,71.0957
RIOK3,22.8118,24.2352,21.4619,20.3606,21.8654,22.3214,23.1513,23.6298
FAM167B,0.0683726,0.221095,0.0773539,0.0773924,0.144223,0.23231,0.0793062,0.306474
CPA3,0,0,0,0,0,0,0,0
FHL1,11.7807,10.3244,10.9462,8.45307,11.4091,18.1599,6.91451,11.8925
SRRM1,29.1593,27.1182,28.6972,28.9229,28.053,27.4048,24.3055,25.3605
NDUFA5,42.1005,45.5306,44.0199,43.3741,39.6277,42.7431,41.8562,44.6187
ARMCX5,8.2161,8.92097,9.4397,7.5502,5.78599,7.6398,8.6389,8.78352
C16orf80,21.6836,19.6059,22.7062,19.7395,25.1633,23.4837,27.1645,25.2653
C17orf78,0.0607346,0,0,0,0,0.030316,0,0
DLEU1,6.09899,5.279,5.83188,5.76535,4.63229,5.25588,5.7489,5.98378
CCDC33,0.0165355,0.0160903,0.133016,0,0.0262998,0.0259355,0.0576554,0.0513077
TTC28,2.72653,3.0411,2.29225,2.55216,2.6418,2.56177,1.95614,2.65334
USP20,4.83057,4.09872,4.4687,3.67527,3.70068,4.25308,4.0815,4.31118
SPATC1L,10.5783,11.1811,12.3887,10.1564,12.8427,12.2923,10.4769,10.9445
DNA2,5.2707,6.61331,6.36789,6.00801,6.69128,4.85544,7.18607,6.03791
OAS1,2.85732,2.50328,2.5279,3.44731,3.36173,3.10654,2.98662,3.64467
EIF2B1,30.9522,32.6977,34.0858,32.4911,30.5868,32.499,32.446,29.7205
SYTL5,0.0185035,0.0404758,0.0213758,0.0430372,0.0498154,0.169125,0.178003,0.260333
ERGIC3,111.44,115.17,96.1928,95.6804,108.94,110.902,98.9118,101.79
ANKRD23,0.990085,0.825248,0.724465,0.664386,0.964998,0.866296,1.03263,0.768466
DOK6,1.97284,0.685073,0.219977,0.0715486,1.82409,0.974177,0.236008,0.762254
FES,0.0210221,0.0505758,0.0237425,0.0267975,0.0438147,0.342129,0.0787372,0.11001
GPX6,0,0,0,0,0,0,0,0
SLC4A11,3.95368,4.47689,5.92499,4.72123,3.71982,4.16612,4.38013,5.16054
POLA2,8.03544,8.83888,5.46583,6.39423,6.62518,5.89689,5.84928,6.4143
CERK,7.00373,6.72521,5.05124,4.94246,6.48979,5.93826,5.37341,4.66308
MS4A10,0,0,0,0,0,0,0,0
ZNF644,6.26781,6.08929,5.97161,6.18433,4.79462,6.00756,5.2847,6.27707
CEACAM21,0,0,0,0,0,0,0,0
C16orf13,34.9144,61.3196,40.1064,60.8634,46.8338,68.0439,52.2838,52.5199
FOXO1,0.644256,0.69231,0.762065,0.618738,0.708474,0.709782,0.722858,0.761207
AC126614.1,0,0,0,0,0,0,0,0
MRI1,8.94555,8.38777,8.30294,7.80653,7.91761,9.41051,8.71775,6.33247
SH3D21,3.38837,2.62253,4.28255,3.67271,2.88636,2.06605,3.58444,3.36849
CMSS1,49.0495,47.018,44.1225,42.6837,45.6537,46.7573,43.4724,43.3418
TTC21B,3.23453,3.37795,3.35243,3.56087,3.34679,3.24352,3.65688,3.55406
RTL1,0.0104937,0.0114683,0.0121175,0,0.011328,0.0119742,0.0121982,0.0236864
SP1,10.4054,10.9113,8.13276,7.71629,9.33874,9.32619,8.45225,8.67826
MCM9,3.04227,2.53265,2.35195,1.96845,2.05326,2.48208,2.90416,3.88654
HDGFRP3,15.5415,18.5385,17.3781,16.1576,19.9839,14.6983,14.0004,15.6377
TMEM26,0,0,0.00970907,0,0.00907746,0,0,0.0189693
MFSD8,2.52782,2.91811,2.7867,2.90846,3.19179,3.47821,3.39594,3.33191
DAPK3,44.5706,39.3427,46.6785,41.5218,43.0914,42.6179,41.8713,40.1263
DLX2,0.555569,0.480547,0.727773,0.709379,0.803716,0.946936,1.42041,1.1231
RASSF9,0,0.029684,0.0313031,0.0314408,0.0292396,0.0621012,0.0316804,0.0614285
SPATA31E1,0.01954,0,0.0112847,0,0.0105499,0,0.0113572,0
UTP20,4.05398,3.55854,4.8068,4.04206,4.67111,4.52055,4.56476,4.3527
KRTAP4-1,0,0,0.154281,0,0.0479953,0,0,0
FAM86B1,1.79846,1.68792,2.63625,3.04279,2.18748,1.79331,2.14951,1.97469
SIX4,1.56089,1.9678,2.63263,2.69875,3.06232,2.3681,1.79051,2.57852
CYP2A7,0,0,0,0.0261656,0,0,0,0
ATP8B3,2.31677,2.11975,2.30766,4.01007,2.56891,3.22955,2.70821,2.54734
KRTAP4-12,0,0,0,0,0,0,0,0
SAV1,8.37075,9.643,8.60062,8.5471,8.44024,9.18962,8.38473,8.94091
VSTM2L,0.527731,0.327022,0.488678,0.519827,0.295393,0.341996,0.814002,0.538228
ZNF253,1.00028,1.36507,1.02797,1.22995,1.07543,1.56671,1.16231,1.70637
ZNF432,2.68686,0.993809,1.62564,1.55342,1.99024,1.66995,1.74476,1.54982
ELMOD2,10.6301,11.5059,11.8986,10.1003,8.63246,9.70824,8.28001,10.2852
UBE2N,75.448,63.553,63.7233,72.0844,79.0379,74.7731,75.0185,75.7975
IL10,0,0,0,0,0,0,0,0
OPHN1,1.39211,1.06518,1.31576,1.39188,1.12173,0.875848,1.10808,1.4489
NUFIP2,13.1955,14.2572,12.0392,12.403,17.1598,13.496,9.10304,15.3141
RANBP10,4.51988,4.74847,5.25265,5.13191,6.09316,5.78803,5.33286,4.84514
TLR5,0.204764,0.175074,0.0924617,1.21731,0.0864256,0.0761841,0.0501657,0.0646566
MIXL1,0,0,0.0279559,0,0,0,0,0
CDK5RAP3,24.3601,19.2607,26.7096,22.4808,19.8511,19.3859,28.1328,26.984
FBXL22,0.179036,0.382452,0.0409695,0.164496,0.114777,0.244352,0,0.0805668
FHL2,17.4327,16.013,26.4679,24.748,16.8101,18.0064,23.7616,24.5615
GPR37,0.226357,0.313002,0.313146,0.402364,0.439016,0.43023,0.228001,0.306386
TEX13B,0,0,0,0,0,0,0,0
TCEA1,52.4519,52.7245,51.7702,53.4301,52.6454,53.9566,51.0043,52.5684
KATNB1,19.8289,20.5007,15.1314,15.6671,18.9579,18.3363,17.539,17.4494
ZSCAN5C,0.140983,0,0,0.0607338,0.0188335,0.0400885,0.020465,0
IL1R1,4.96306,4.17429,2.66336,3.36318,3.73723,3.11248,2.6975,2.3986
FAM43B,0,0.0394044,0.0207991,0.313638,0.0194368,0,0.188894,0.142549
