Gene_ID,T47D_ROSA26.KO_DMSO_rep1,T47D_ROSA26.KO_DMSO_rep2,T47D_ROSA26.KO_C70_rep1,T47D_ROSA26.KO_C70_rep2,T47D_ZBTB7A.KO_DMSO_rep1,T47D_ZBTB7A.KO_DMSO_rep2,T47D_ZBTB7A.KO_C70_rep1,T47D_ZBTB7A.KO_C70_rep2
RP11-343C2.9,4.94938e-31,6.35438e-22,2.70422e-61,1.63021e-36,1.92007e-22,1.74917e-71,5.02913e-262,9.93106e-17
MOCOS,1.07743,1.08327,0.3257,1.07086,0.729793,0.714962,0.593355,0.806134
TAB1,8.97407,7.61924,2.36366,8.25776,11.097,9.53832,10.5725,7.69668
AC022431.2,0,0,0,0,0,0,0,0
PLD6,1.96286,1.31243,0.993251,1.48567,2.4376,1.63307,2.182,1.67549
ZAR1L,0.0509156,0.0341626,0.0596445,0,0,0,0.0629996,0.0355617
MRPL18,46.9916,56.1095,39.8744,60.4152,49.2532,61.7819,51.1946,61.975
LAMC1,8.40188,9.14591,1.64707,8.98273,10.3755,9.24014,12.7499,7.86322
C10orf105,0,0,0,0,0,0,0,0
TBX20,0.0252316,0,0,0,0,0,0,0
SLC6A7,0,0,0,0,0,0,0,0.0126903
NOL4,0.650128,0.863137,0.948926,1.01148,0.436807,0.393721,1.29658,0.846053
GGACT,13.0464,8.82543,2.58552,7.65607,5.2167,11.963,3.92863,8.62113
HS3ST3A1,0,0.0520265,0,0.0484447,0.0509009,0,0,0.0545887
TPSD1,0,0,0,0,0,0,0,0
GIN1,2.914,3.42032,3.20191,3.81292,3.22043,3.7026,2.65451,2.58281
ADAM19,0.123395,0.0924662,0.0231816,0.186644,0.0138432,0.0612303,0.126965,0.00701381
CORT,0.0766724,0.250824,0.655902,3.61644e-60,0.148817,0.294121,0.0960527,7.42711e-11
RBM26,12.2049,13.2275,8.24044,13.2294,12.5532,12.9624,13.601,13.7941
TEX28,0,0,0,0,0,0,0,0
TBX10,0,0,0,0,0.0708537,0.0393491,0,0.0360396
ZNF777,4.15507,2.70128,1.09063,3.22809,2.57441,2.78941,2.63905,2.34293
CCL16,0,0,0,0,0,0,0,0
ZNF383,1.06794,0.886733,0.348203,1.35427,1.53733,0.744808,0.974883,0.685221
BMP2,0.0354321,0.0254816,0.0867686,0.0240599,0.02609,0.0439444,0.0436017,0.158762
LRRC14B,0,0,0,0.0957434,0,0,0.0387118,0.176492
FAM118B,8.05087,8.8793,4.02318,10.8456,8.70575,9.59516,9.28899,10.008
UBE3C,12.4196,13.062,3.37887,14.9556,11.8805,12.6426,13.3686,14.0705
ANKEF1,5.11456,5.41564,1.28049,5.77927,4.82395,4.68413,4.47846,4.53342
ORM1,0.0847157,0,0,0,0,0,0,0.192967
KRTAP4-12,0,0,0,0,0,0,0,0
RWDD1,12.0741,14.8986,78.4058,13.7959,10.3106,14.8704,13.3065,14.5829
GRID2IP,0.436599,0.23134,0.366333,0.491059,0.606255,0.747096,0.747176,0.433252
CAPN6,0.173848,0.0514864,0,0.0729201,0,0.0306408,0.0612859,0.0267322
ZNF747,3.42687,3.12753,1.54899,3.03757,5.15991,3.32924,3.74465,3.87638
ABCB6,6.73799,8.64169,5.97193,8.52084,5.5443,8.66636,5.97889,7.90831
GABRB3,2.1415,1.7239,0.380421,2.26927,0.662025,1.09853,1.19847,0.786784
ICMT,14.3038,21.2618,7.7865,18.9627,16.5955,19.668,19.2632,19.6529
ZNF417,2.45722,2.11223,1.11667,2.44475,2.48686,1.72478,2.37234,2.31366
NEDD8,96.3095,117.552,203.523,117.681,112.915,119.951,94.7431,100.14
EYA1,0.0880046,0,0.0134658,0.0211321,0,0.0512785,0.135566,0.092994
AL117190.3,0,0,0,0,0,0,0,0
PWWP2B,8.02845,8.22236,10.3835,7.2086,8.36195,8.18532,7.2496,5.69756
CD97,11.0841,9.5219,6.03937,11.8393,10.9747,10.5262,14.6268,12.0589
ADAMTS18,0.0138068,0.00744332,0.0170021,0,0.0152441,0.0171631,0.0084893,0
POLD2,134.492,170.653,84.4523,148.843,107.718,146.81,95.4613,125.374
HSD3B2,0,0,0,0,0,0,0,0
HAUS6,3.48046,4.50047,1.69153,3.76299,2.96864,3.32662,4.25896,4.23684
ZNF222,1.33135,0.94696,0.775393,1.19727,1.7707,0.903923,0.608409,0.637397
LOX,0.113137,0.122,0.417388,0.354028,0.0535395,0.0100402,0.278301,0.235166
CHCHD6,16.9093,14.8899,24.6069,12.7087,17.7795,19.1619,9.89313,12.158
HLA-DOB,0.0378837,0.0405963,0.19309,0.152669,0.0830727,0.183995,0.046845,1.3183e-207
TCF19,9.87535,13.9828,7.64692,15.481,8.32797,13.6858,7.54945,14.8024
DOK2,0.0289163,0,0,0,0,0,0,0
VCP,55.8521,69.2166,30.548,68.8696,61.9287,74.4698,64.6411,65.7804
TAPBP,55.5286,34.7524,13.2901,28.7268,47.3165,30.6237,33.0401,21.928
GPR64,0.0179332,0,0,0.0241115,0,0.0222707,0.0217274,0.0502082
AAK1,2.45019,2.12049,4.17681,1.51394,2.22527,1.79433,2.40325,1.80326
VPS39,21.1068,13.9759,5.08037,17.6083,20.3926,16.3125,20.0133,15.1011
CST11,0,0,0,0,0.198575,0,0,0
GPR1,0,0,0.0239451,0.0200914,0.0218107,0,0.207665,0
EPX,0,0,0,0,0.0359765,0,0.0601416,0
HEATR2,29.9113,30.717,11.7045,29.341,28.5461,32.0106,24.8172,28.9022
AP003068.23,0.104249,0.338168,0.373038,0.247396,0.538261,0.383773,0.900887,0.626052
LPPR3,11.5229,3.48555,4.44247,2.42225,20.8812,11.7778,13.4799,5.24638
NLGN3,0.131913,0.0261594,0.0305975,0.0290156,0.13363,0.092773,0.142579,0.0734481
MAP4K1,0.453187,0.388989,1.08816,0.311278,0.256917,0.103123,1.05833,0.784987
AP4S1,2.64705,3.60235,2.10181,4.4,3.35366,3.8652,2.2984,4.33742
KRTAP12-3,0,0,0,0,0,0,0,0
PET112,11.7196,11.5648,9.10592,10.839,11.1063,12.2835,11.1654,11.2519
KIAA0087,0.0195269,0,0,0.00994598,0,0.0121206,0,0
TBC1D3H,1.65941,1.38379,0.844488,1.06645,1.47996,1.19519,1.57963,1.67255
ZNF708,1.83694,1.36742,0.708759,1.4881,1.63716,3.24701,2.77347,1.20218
AUNIP,2.1593,3.04993,1.39442,3.1562,1.88764,2.56853,1.52302,1.94261
KIAA2013,10.5737,10.8161,13.7252,11.0844,10.9621,11.4752,12.4326,9.60705
BIRC3,0.538756,0.662631,0.395141,0.468895,0.236204,0.263974,0.281877,0.391454
CES4A,0.0520346,0.0257765,0.0408091,0.0264764,0.150734,0,0,0.0769916
FLT3,0,0,0,0.0138264,0,0,0.0135297,0.0152136
SPC25,18.6826,28.1429,23.1965,23.892,17.6316,20.4082,16.3746,23.4212
OR1S1,0,0,0,0,0,0,0,0
PPFIA1,19.8972,20.7181,6.62497,21.7305,21.0019,21.6992,21.9073,24.8337
BTN3A1,4.99465,3.40067,0.396058,1.05613,3.14534,3.39298,3.11417,0.805832
C8orf34,0.863463,0.30855,2.11925,0.759645,1.03086,0.624967,1.65382,0.822621
GNG3,0,0.0781627,0.0824317,0.073064,0.0798971,0,0.178734,0.163551
TNNI3K,3.23618e-120,1.36747e-15,1.63019e-151,2.67723e-146,8.00374e-132,1.51526e-129,6.99935e-218,5.59631e-106
PLEKHA8,5.59986,6.22438,1.84182,5.89268,6.61186,5.78867,4.98288,4.95618
TRIM28,95.2933,104.608,144.771,108.973,96.2318,99.2925,97.2417,99.1666
ADIRF,88.7966,111.016,221.655,91.1074,90.232,137.073,113.03,100.161
GPR107,36.6041,28.0393,6.83041,27.9142,32.7255,26.7967,30.4842,24.6639
FFAR2,0.0225583,0.0243648,0.0545718,0,0,0,0,0.0760065
DUSP4,23.6826,15.3606,14.5333,12.8954,30.5867,24.4671,30.0813,20.5995
INF2,12.6621,14.2934,6.56694,12.358,15.748,17.1264,13.9483,13.6866
TUBGCP6,3.0433,4.20528,0.780147,2.97966,3.48951,3.70324,2.3744,2.9487
SMARCD1,50.4999,48.3105,8.92919,48.0407,47.0534,47.478,49.7517,39.9878
TMPRSS2,5.86065,3.76309,3.12268,5.25971,4.7083,3.70924,6.39207,3.1474
FAM156A,6.24121,6.04176,4.66354,5.19391,6.35898,6.51009,4.96972,5.96543
BRPF1,3.72212,3.70304,1.70294,3.83524,3.29601,3.59849,3.52578,4.3977
GOT1,77.7433,59.2856,47.0628,59.6794,65.8083,59.3026,60.0174,53.5842
TTYH1,1.73594,1.25616,3.46707,1.23205,0.983574,0.953099,1.08352,0.714031
SPATS1,0,0,0,0,0,0,0,0
SCRT2,0,0,0,0,0,0,0,0
DLST,54.6479,49.0217,20.9223,47.1987,52.1797,51.7497,47.5427,44.2168
GUK1,123.295,146.77,235.804,134.641,127.076,161.812,151.772,137.696
TRIM10,0,0,0,0,0,0,0,0
SOWAHD,0.526451,0.267775,0.890299,0.535562,0.137013,0.190336,0.534944,0.10452
FGF8,0,0,0.365943,0,0,0,0,0
FADS2,10.2491,15.2354,4.70991,13.9578,17.6689,22.2581,17.4015,16.2334
SPAG9,17.0816,16.5839,4.00408,15.6763,18.1268,18.1397,15.476,14.8112
OR52B1P,0,0,0,0,0,0,0,0
DACT2,0,0,0,0,0,0,0,0
KIAA0368,36.5677,30.0675,6.25778,27.976,28.9917,25.1783,22.2674,24.263
ABI3BP,0.0555452,0.120847,0.0653919,0.0754479,0.45637,0.0919622,1.27621,0.072761
C15orf39,4.4727,3.77606,1.02688,2.99026,3.44269,5.10047,2.5294,2.92976
HS6ST3,0.263821,0.316786,0.0351801,0.44736,0.0324194,0,0.0723216,0.131866
SURF4,140.554,141.967,58.1233,157.74,164.515,170.101,167.854,164.242
SUZ12,21.1911,21.8912,14.7434,23.0769,23.7263,20.4592,21.5937,23.8649
SLC2A9,0.102338,0.0276018,0,0.052041,0.0957779,0.126113,0.0315129,0.0574972
RAD51C,20.4963,33.0879,23.7353,21.5496,23.9511,27.5781,21.0975,20.8622
KCNE2,0,0.237008,0.510359,0.22219,0.121191,0.0664934,0.541605,0
HDHD1,13.4863,16.089,7.78981,17.2467,20.3504,15.4774,23.2565,20.0186
IRF2,7.80012,6.83678,3.12434,4.82786,6.84247,9.22797,6.2227,5.65841
SLC7A4,0,0,0,0,0,0,0,0
PRPS1,22.7088,25.1077,6.36002,26.685,22.9108,33.0921,18.3742,21.7573
RALBP1,12.9626,14.1006,54.5877,14.9572,13.7644,14.3488,13.8564,14.9288
SPDYC,0.837104,0.388919,0.208087,0.12143,0.994205,0.217602,0.22223,0
P2RY12,0,0,0,0,0,0,0,0
ZNF230,1.48428,0.34777,1.16783,0.447151,0.417063,1.09227,0.338788,0.479703
ARNTL,2.11962,2.65978,1.27457,2.89795,2.22472,3.46332,2.22439,2.75266
PPP1R18,4.7195,4.12865,2.06148,4.25404,4.61028,5.04852,4.40047,5.13486
ISX,0,0,0,0,0,0,0,0
TUBE1,4.8621,2.77541,2.10096,2.07129,3.40911,1.93057,2.11144,1.70721
VWA8,3.03452,2.78174,0.690678,2.4621,2.92601,2.89824,2.93621,2.41666
ETV2,1.07771,0.168427,0.554695,0.0791112,1.11599,0.508981,0.851283,0.576245
CPSF3,19.8917,23.5919,18.0959,23.3205,19.5795,22.6582,20.543,23.35
SRD5A3,4.06269,4.26151,2.56749,3.07004,3.22028,3.96264,3.14509,2.92548
CT45A2,3.27699,3.57823,3.30048,3.69211,1.65047,2.68834,2.4226,3.05676
RGP1,12.0704,12.5532,1.37069,11.0659,13.4686,15.8109,10.1105,11.8057
PRAM1,0.402375,0.182063,0.0256579,0.128635,0.450397,0.0410074,0.122417,0.0713354
IFNA10,0,0,0,0,0,0,0,0
PANK3,12.3325,11.6967,5.33305,12.5893,12.415,10.0234,12.1746,11.1595
FIGLA,0.102689,0,0.113893,0,0,0,0.127973,0
C9orf129,1.00154,0.46474,0.0841035,0.799686,0.713054,0.930821,0.412895,0.592463
PROCA1,2.12425,1.81583,10.6311,1.17449,2.45917,1.8835,3.01486,1.66089
GFER,14.5204,23.2046,36.1863,24.8258,17.3988,28.5919,20.6535,19.3321
RP11-96O20.4,1.07502e-14,9.68557e-14,9.62066e-118,3.31922e-07,0.530815,7.65124e-09,3.50441e-21,0.389004
ZNF142,4.61272,4.80308,1.13673,5.12968,3.65085,5.34536,4.39026,4.29134
RBM42,42.9381,48.5414,56.9346,45.9132,44.8724,46.3468,34.676,41.8581
PRM2,0,0,0,0,0,0,0,0
GNA15,0.0430539,0.116226,0.0781962,0.0219129,0.190352,0.212625,0.238738,0.193337
RGS1,0,0,0,0,0,0,0,0
ARHGAP24,0.508507,0.596655,0.515106,1.16121,0.667925,1.18625,2.26033,1.77369
AC131971.1,0.0342233,0.0370031,0,0.0696165,0.151454,0.0840117,0.0422465,0.192655
GCC2,5.39622,3.14108,5.49736,4.52142,5.217,3.31236,3.11135,4.17645
IGSF10,0.0179194,0.0463544,0.0310128,0.0219141,0.0395597,0.0356961,0.030836,0.0520931
CSTF2,12.1973,15.9304,4.21586,15.022,10.5546,13.926,10.4799,12.7861
PHC1,2.87225,3.80054,2.17788,3.03545,6.0215,3.87603,4.51184,3.69762
XRCC1,23.9453,20.2032,8.80151,17.5749,20.8746,21.209,18.2043,18.8179
TM4SF19,0.0311434,0.730214,0.111898,0.0633714,0.128638,0.0692821,0.278591,0.482649
ADSS,12.56,16.3337,9.18494,16.5222,12.4279,15.9788,12.4105,16.8631
SNAPC2,13.1224,11.3225,8.02676,10.0515,8.88416,11.7254,13.2923,13.7883
MAPRE3,4.73104,3.71855,1.82546,4.21728,4.76999,3.46656,6.39786,3.79226
GPR135,0.0817419,0.156719,0.0557803,0.0647686,0.0501477,0.0789515,0.100551,0.254193
PHPT1,40.9446,38.0077,107.85,42.8266,55.2309,41.3003,52.3823,47.2052
NPY4R,0,0,0,0,0.0264187,0,0,0
MED12L,0.533917,0.432166,0.0592311,0.289546,0.317359,0.508324,0.361264,0.465515
EIF3E,289.025,282.052,566.735,273.846,281.775,248.782,284.387,270.553
DHX30,17.6982,20.7396,12.8337,19.0964,18.2029,21.4343,15.9584,18.1382
HESX1,1.42376,0.760743,2.27488,0.198885,0.727299,0.701153,1.00517,0.413609
SRSF2,48.5403,96.9178,81.7886,87.8073,54.8858,97.7448,57.9849,83.3812
WWC1,30.5957,29.8276,9.68907,34.2232,29.3987,31.8671,28.225,31.1382
GNAZ,0.539329,0.415616,0.376907,0.30081,0.354606,0.334289,0.395106,0.187041
CDKN2AIPNL,34.6782,30.8315,30.1043,23.9451,30.5881,31.1914,28.2445,25.6939
KIAA0355,1.29685,1.32662,0.587396,2.19305,1.52499,1.2978,2.10756,1.52496
PIK3CG,0,0,0,0,0,0,0,0
FKBP4,280.227,388.854,190.597,337.165,292.037,377.617,243.722,301.436
ZNF226,18.2679,11.3298,31.5055,8.92685,17.9589,11.703,14.544,10.2024
KIAA1257,0.629437,0.916524,0.536326,0.616976,0.496613,0.552875,1.00611,0.521327
FAM160B2,5.10678,4.721,2.11725,4.62978,5.51987,5.64184,3.83259,4.69693
FDCSP,0,0.185727,0,0,0,0,0,0
NMBR,0,0,0,0,0,0,0,0
ARL4C,0.289527,0.222033,0.974718,0.38442,0.320577,0.286209,0.477205,0.563479
ZNF765,1.77471,1.76727,0.52545,1.8702,1.81531,1.69827,1.51193,2.27788
PUS7L,7.0121,6.30786,14.6978,6.56826,6.77576,4.65797,6.95345,5.20076
N6AMT2,4.97069,3.23047,6.76807,3.02612,3.40618,3.32673,5.36622,3.59529
TM4SF18,0.0328936,0.0236539,0,0.0223374,0.0242192,0.287542,0.013491,0
FAXDC2,0.132573,0.137964,0.195164,0.0515121,0.199118,0.0492109,0.167593,0.187487
KRT28,0,0,0,0,0,0,0,0
APOBR,0.839229,0.513701,0.478438,0.477159,0.609077,0.401356,0.692824,0.548617
RP11-201K10.3,0.632296,2.11004,1.66969,2.10301,1.43734,1.13911,1.33811,2.23011
LRRC49,1.51419,2.79705,1.75497,1.83784,2.20029,1.60113,1.29089,1.55621
YWHAB,110.743,129.849,273.882,137.228,118.603,117.626,120.304,132.449
GDNF,0,0,0,0,0,0,0,0
TBC1D3G,1.53881,1.30136,0.490917,1.00081,1.10272,1.26047,1.28727,1.49772
LCE1D,0,0,0,0,0,0,0,0
TMEM254,23.7085,14.8866,6.95954,17.0078,18.7971,15.8032,14.5809,13.0576
CDKN1A,20.474,11.0388,10.0905,16.5672,17.5775,12.4586,22.8012,21.625
NPIPB9,0.53335,0.337849,0.628436,0.451753,0.493928,0.405058,0.509534,0.507133
RCN2,27.924,29.7167,53.1776,28.5232,26.7638,25.8423,28.3913,30.344
NLGN1,0.908879,0.910889,0.185363,0.246384,0.880569,0.614003,1.05149,0.215011
SLC38A1,44.636,44.1247,15.7663,53.6654,40.8791,42.6539,52.0457,57.3238
GRIK4,0.922659,2.51661,0.243832,2.02048,1.66265,3.68238,1.36729,2.12048
DHRS4L2,12.9519,11.9212,24.956,9.64672,8.93302,10.3027,8.38516,7.47306
HEPACAM,0,0,0,0,0,0,0.0435883,0
TUBB2B,1.47853,1.94221,7.45419,9.96893,4.99004,5.72505,17.5878,20.0475
PDGFRL,0.134026,0.109306,0.400222,0.579379,0.0370681,0.205699,0.454937,0.150873
ARHGAP29,7.05601,6.59294,5.53694,8.17388,5.04559,4.80653,8.89307,7.00785
TBXAS1,0.0209152,0.0205452,0.0320327,0.0581272,0.400269,0.220667,0.139849,0.243806
LAMC3,0.112895,0.0214801,0.0981711,0.14886,0.0513241,0.10733,0.277648,0.301553
NKX2-2,1.98299,1.33242,1.8664,1.45778,2.97124,2.31173,2.74237,2.5233
MLLT6,20.3544,16.3776,4.43139,14.8038,17.7406,15.5887,14.3971,11.6952
HIST1H2BA,0,0,0,0,0,0,0,0
C2CD3,6.66527,8.2016,1.54345,6.34718,6.91287,6.93901,6.37374,5.80124
RDM1,34.6301,22.7262,23.5265,17.5876,45.1257,36.6219,24.3394,18.6325
NXN,13.4963,12.5599,11.3436,16.764,13.2368,10.6439,19.0518,14.989
RPAIN,16.0105,12.2229,20.6949,14.026,13.8818,16.3084,13.8716,12.5504
GRIN2D,0.145738,0.0873084,0.0398259,0.0329953,0.187744,0.140828,0.179248,0.117806
METTL17,16.7525,15.1219,12.6034,15.0542,13.26,12.9913,11.6878,12.3884
RP11-192H23.4,0.571477,0.949074,1.90718,1.39856,1.08937,1.07408,1.06411,1.65971
USP3,13.9921,12.8655,2.9606,9.92939,9.4084,9.01802,8.71282,9.13923
PTH2,0,0,0,0,0,0,0,0
AC068533.7,0.516322,2.96402e-18,4.14099e-13,1.02846e-18,0.421674,0.190598,2.3202e-15,9.06704e-12
TMEM165,14.0578,17.5031,8.60376,16.8842,13.6857,13.4902,14.3081,14.3624
BX255923.1,0,0,0,0,0,0,0,0.012914
NBEA,0.393675,0.41495,0.218339,0.720553,0.264804,0.204901,0.501641,0.411878
FIGNL1,7.5037,12.8082,3.60204,10.5703,8.31006,8.95977,6.10343,10.6732
ASB3,2.38125e-10,0.250379,0.0601832,1.59242e-10,1.76594e-08,5.36666e-08,2.35245e-08,0.151629
PRRT1,4.12865,2.93542,3.5626,2.35293,3.18611,3.07272,3.36971,2.65008
GPR128,0,0,0,0,0,0,0,0
RC3H2,13.1894,14.6665,5.95914,14.6518,13.9105,14.2691,14.1103,16.3997
HEPHL1,0.0615056,0.0248704,0.00945881,0.007833,0.0254671,0,0.0567325,0.0172084
SPRED3,0.872278,0.1229,0.138811,0.557603,0.215531,0.440637,0.550273,0.788413
BAIAP2L2,0.159604,0.161539,0.0959884,0.179541,0.21261,0.131939,0.289679,0.102585
TBC1D10A,8.23252,7.27204,7.18227,6.63279,8.54903,9.23341,6.54587,5.98896
TMEM181,4.97558,4.80641,2.99067,4.99945,4.67774,4.65857,4.53084,4.56208
GLT1D1,0.0562652,0,0,0,0,0,0,0
SI,0,0,0,0.00691211,0,0,0,0
RP11-166B2.1,0.95254,0.923406,0.362227,0.844534,1.17442,1.16548,1.02024,0.950967
ANKRD6,1.64401,1.65882,0.568759,1.81019,1.64872,1.72702,2.11971,1.81557
TNFAIP8L2,0,0,0,0,0.0512852,0,0,0
WIPF3,0.16431,0.170113,0.103148,0.0749731,0.11612,0.213687,0.206981,0.132301
OGFOD3,10.9703,9.13134,12.5511,9.29827,12.8006,11.0332,12.7654,8.26946
CYP2S1,10.3398,10.0933,0.731126,8.845,13.3386,21.9456,10.5257,12.6621
TOMM22,40.8798,47.7524,38.0733,51.2029,43.3884,49.4517,47.0579,50.1111
STMN3,1.68583,1.57566,1.74717,2.81099,4.6304,7.1755,7.54696,9.18618
CALR3,0,0.044053,0.0964829,0.0827903,0.0901385,0.0498262,0.438242,0.0918183
MZB1,3.62817,2.1022,28.6212,14.0627,0.984652,2.519,9.71747,17.0765
TTC38,15.1306,15.2292,4.42442,13.3663,12.9436,14.4787,11.271,10.3535
SMYD3,17.5829,11.3792,13.3759,13.3501,16.8569,15.8723,15.59,13.1864
LAT,0.595425,1.18612,1.7182,1.10258,0.853535,0.827321,0.600594,0.984844
ATG10,14.145,11.1159,7.54612,11.1762,16.472,11.6306,15.826,11.7333
H2AFB2,0,0,0,0.0705467,0,0,0,0.0808372
KIF7,0.740404,0.842853,0.246994,0.931207,2.24087,2.7299,1.97898,2.2513
NCKIPSD,6.03193,7.12101,2.55167,6.47582,6.67096,7.13305,5.50811,6.14218
MTHFR,4.31964,3.90156,3.76838,4.46292,4.61933,5.17697,3.01672,4.47673
PLN,0,0,0,0,0,0,0,0
NOL9,1.89616,2.14289,1.38276,2.21784,1.64916,1.70215,1.71676,2.26455
MTAP,19.5756,15.1621,5.60159,15.179,17.8145,15.8433,16.3353,17.0029
STK33,0,0,0,0,0,0,0,0
BTG1,24.8108,20.1066,40.8044,28.4763,17.7927,17.5791,31.5958,25.7192
WDR49,0.110648,0.0235763,0.0281748,0.462237,0.0454929,0.0254217,0.273389,0
TMEM247,0,0,0,0,0,0,0,0
SEC22C,41.6166,38.0387,17.0427,32.6728,37.6372,35.8947,34.475,29.2376
C15orf60,0,0,0,0,0,0,0.0823494,0
RBM8A,91.7161,108.281,149.767,99.0081,94.0489,119.306,85.1011,108.096
SEMA6A,3.32544,3.59656,0.734964,3.19389,4.83923,4.45459,5.39738,3.13846
WDR83,10.374,8.31707,12.4122,7.22702,9.26876,9.10417,7.28382,5.792
HOXA5,0.557808,0.824906,2.50148,1.01556,0.649382,0.794545,0.905408,0.990519
SUMO4,0,0,0.125486,0,0.127194,0,0,0
AC117395.1,0.27403,0.111109,0.12264,0.313553,0.0378973,0.0840854,0.211422,0.53992
OR8H3,0,0,0,0,0,0,0,0
TRIM43,0,0,0,0,0,0,0,0
DTL,10.0846,14.6549,2.57688,12.0225,8.95027,10.7678,8.25707,10.7567
TRA2A,22.9894,22.5889,26.0225,27.6194,25.1427,23.7546,26.8556,26.4115
GATA6,0.965551,1.10211,0.825385,0.972075,0.917607,0.891418,0.967041,1.03115
FAM175A,3.51805,2.69443,1.28255,2.71607,3.1626,2.18261,3.5244,2.75082
TMED5,11.5757,13.2138,6.92243,13.8704,10.8407,11.2068,9.27531,13.8097
KCNJ14,0.457397,0.284153,0.694177,0.332318,0.382784,0.293984,0.375347,0.341738
RPL10A,1329.37,1161.03,2370.79,1052.4,1143.42,1086.22,1115.33,917.655
ZNF550,2.79539,4.41189,1.30483,2.0923,2.67061,2.2826,1.69933,3.2083
GSTT2B,5.06532,6.93454,9.00446,8.63593,7.00938,9.09216,8.05408,10.9422
KLHL24,16.6575,8.5876,2.90478,10.6058,16.5464,8.11337,16.2613,8.42232
SLC25A20,13.3454,10.6577,4.73895,9.17741,15.0887,14.3002,10.4782,12.167
SLCO1B7,0,0,0,0,0,0,0,0
CATSPER3,0.113712,0.204992,0.315358,0.501058,0.335579,0.139334,0.327701,0.213554
C11orf35,2.35865,2.05639,2.38494,0.879701,1.6655,1.72801,1.55045,1.59415
WDR82,20.6752,20.0657,13.2977,20.2671,20.1436,19.7198,19.6962,20.7176
SIGLEC7,0,0,0,0,0,0,0,0
MRTO4,11.8673,18.4745,26.3859,17.8986,13.3201,18.9263,12.5618,17.9748
PSKH2,0,0,0,0,0,0,0,0
NBPF15,6.12079,6.32084,5.97544,6.72086,5.40087,5.70775,5.09695,6.26422
TEX28P1,0,0,0,0,0,0,0,0
CCDC85A,2.26775,1.75612,0.985233,0.980012,3.03187,1.71869,2.25032,0.99452
WDR76,8.49381,14.5588,4.40918,15.1476,10.1442,13.6395,10.1576,13.9365
SLC47A1,2.26208,1.74621,0.620743,1.56834,2.2621,1.7701,2.42144,2.16414
FAM184B,0.483734,0.495118,0.324527,0.605199,0.845029,0.66246,0.865841,0.643931
TJAP1,6.28757,6.45465,1.47839,5.78849,7.05183,6.26511,5.31921,5.67326
BCAR1,10.9731,12.4168,8.05054,15.1134,11.3445,14.4942,15.5325,19.0008
CWF19L1,17.6004,17.6637,20.9517,19.005,17.7981,16.4438,16.5377,16.9384
KIAA0125,0,0,0,0,0,0,0,0
C4orf19,27.3682,37.583,13.4771,30.8915,29.3491,32.171,26.8063,25.0058
TTLL13,0.105645,0,0.172097,0.161257,0.0355262,0,0.130269,0.0540778
HCN4,0,0,0,0.0227591,0,0.013891,0.0137306,0.0187384
SUPT3H,6.62871,6.16146,4.16091,5.61561,4.52761,6.10899,4.41486,3.77153
ENTPD5,6.4569,6.18156,2.09458,4.89669,6.83569,5.68992,4.97926,5.0354
CYTH4,0,0,0,0,0,0,0,0
LDHAL6A,0,0,0,0,0,0.0345772,0.021727,0
UGT2A1,0,0,0,0,0,0,0,0
KCNMB1,0,0,0.0100425,0.0283959,0.00901817,0,0.0100451,0.0182823
FANCE,3.17001,3.68481,1.82228,3.3341,3.19483,4.02906,2.5526,2.8522
RP11-247C2.2,0,0,0,0,0,0.0214286,0,0
GSAP,1.83969,1.41365,1.53707,2.18169,1.4181,1.06867,2.11767,1.40888
ZNF414,6.20951,4.82216,5.36867,3.90693,4.97113,5.35743,6.47853,5.29553
FAM195A,16.6529,25.732,69.5447,19.5808,15.1149,16.4237,19.6079,13.1925
SMPD1,4.53454,3.70612,6.3198,3.83127,4.80315,3.88674,4.61701,4.1743
MGAT2,12.9486,14.3784,15.5752,16.5311,14.001,13.4288,12.7592,13.7715
HOXC13,7.06308,7.94211,6.12427,9.81291,7.41887,7.39131,7.02313,7.49037
HIST1H2AA,0,0,0,0,0,0,0,0
GDA,0.0076959,0.0363407,0,0,0.035907,0.0412814,0.00946489,0
CAST,45.4861,38.5218,21.2652,50.9871,37.425,40.3028,45.554,41.6504
IFRD2,21.1752,33.3192,27.1493,31.3005,21.6129,30.4057,19.3662,27.13
SYS1,20.9204,19.1284,7.93631,18.9398,20.0787,25.0698,21.4272,24.2082
OCSTAMP,0,0,0,0,0,0,0,0
DAB2,0.339648,0.0892131,0.197139,0.255699,0.162167,0.340887,0.984928,0.73919
ATG7,11.4352,18.1151,12.3136,16.7881,12.82,15.9104,20.2803,16.8483
SLC12A4,15.7057,20.1025,8.3594,19.5787,17.4159,19.3286,18.8772,18.9371
BPI,0,0,0,0,0,0,0,0
FN1,4.79226,4.55386,0.524693,1.79823,2.55604,3.29001,1.54685,1.33605
MCTP2,0.325933,0.280043,0.0219904,0.258793,0.341101,0.260319,0.500886,0.369041
NECAP2,14.4652,13.4894,9.79945,16.8466,14.4688,13.2765,12.4633,12.6395
SHBG,0.0879756,0,0,0,0.0670124,0,0,0
SPINK7,0,0,0,0,0.196141,0,0,0
KIAA1279,22.7623,32.1013,16.398,30.5138,26.8417,31.6771,24.6454,31.6428
EFHB,0.111122,0.0335065,0.113563,0.0316177,0.0986696,0.240651,0.0573412,0.0844876
