Gene_ID,T47D_ROSA26.KO_DMSO_rep1,T47D_ROSA26.KO_DMSO_rep2,T47D_ROSA26.KO_C70_rep1,T47D_ROSA26.KO_C70_rep2,T47D_ZBTB7A.KO_DMSO_rep1,T47D_ZBTB7A.KO_DMSO_rep2,T47D_ZBTB7A.KO_C70_rep1,T47D_ZBTB7A.KO_C70_rep2
OR10T2,0,0,0,0,0,0,0,0
AGO2,10.2567,12.3144,1.92368,11.1676,9.59544,11.8329,8.61926,10.1365
OPN1MW,0,0,0,0,0,0,0,0
CNOT6,21.1442,20.5931,3.5567,15.8481,23.6473,19.8426,17.2628,16.2632
C4orf29,4.3661,3.82158,2.48901,5.23055,3.66074,3.38077,3.46041,4.44927
CCSER2,9.42994,7.26154,4.77135,8.81742,7.64685,8.60956,9.10086,9.00163
RGL4,0.151447,0.441258,0.0554174,0.169648,0.301169,0.285843,0.1181,0.322574
PITPNC1,9.5899,8.25084,14.6956,7.85503,5.1835,4.93482,5.37012,6.14928
COQ2,6.93268,8.93386,14.012,8.07724,5.44714,6.42518,6.72877,6.35187
NRXN3,0,0.0107035,0.0154948,0.0258025,0,0,0,0.0141923
FRMD5,0.261226,0.239885,0.0555521,0.188512,0.193998,0.083531,0.112653,0.0459752
SESN2,17.9543,6.76792,3.81553,7.07028,10.4693,8.34629,9.5784,7.12539
NACC1,18.5484,18.9523,5.29659,19.0013,20.4628,21.156,16.8651,18.6244
MRPL1,17.0792,20.8486,68.7466,20.2642,18.169,18.345,17.1976,21.1019
WDR26,33.3886,28.6014,12.4675,30.9533,34.7851,31.8192,35.2941,31.3974
PGLYRP4,0,0.027935,0,0,0,0,0,0
KTI12,1.29411,1.09436,0.777591,1.28812,1.58665,1.80064,1.52673,1.26521
RYBP,3.94677,2.65345,1.66045,3.64467,3.81248,2.76839,3.83049,3.6709
C2orf27A,0,0,0,0,0,0,0,0
C9,0.0324928,0,0,0.0165432,0,0.0201078,0,0
RANBP10,6.75106,7.00857,0.810429,7.43899,6.57281,6.67646,5.97528,6.56741
DEFB106A,0,0,0,0,0,0,0,0
OR10G6,0,0,0,0,0,0,0,0
C1orf101,0.0289757,0.0325528,0,0,0.0499929,0.0356366,0.0535049,0
MON2,12.8726,12.5443,2.18759,12.3573,12.2322,12.0861,13.6269,12.6112
SSX2IP,9.62254,9.24066,2.03131,10.288,7.97364,7.78634,7.51704,8.30348
OR10A2,0,0,0,0,0,0,0,0
ZNF100,1.57526,1.95529,0.613445,1.12228,1.21634,1.55146,0.842205,1.03822
MAP1A,0.455499,0.413869,0.502975,0.859514,3.83626,4.26926,5.58959,5.88802
KRTAP9-3,0,0,0,0,0,0,0,0
C10orf11,0.0697869,0.0757314,0.880863,0.010947,0.464499,0.168546,0,0.0792098
FAM110A,14.8583,14.5448,12.1356,11.4055,10.976,11.5557,8.47667,8.70631
RAD1,10.0521,10.0998,10.6108,10.6852,8.4608,10.2937,6.95631,9.52344
OR2K2,0,0,0,0,0,0,0,0
ZNF484,0.10173,0.0332995,0.0497342,0.125808,0.0299732,0.056661,0.152059,0.0854967
UNC5D,0,5.11804e-08,0,0,0,0.018176,0,0
RPS6KC1,6.42814,6.64454,1.62232,6.33172,6.21105,5.83608,6.32462,6.19426
LINGO3,0.172502,0.312221,0.417731,0.351192,0.500513,0.106486,0.470523,0.07262
MEF2C,0.341373,0.333827,0.479454,0.450043,0.0846827,0.110919,0.275945,0.46504
GM2A,13.2975,10.2259,5.82726,9.09996,13.7891,11.694,11.9245,8.3753
DDX60L,0.433411,0.360542,0.0443362,0.194701,0.263723,0.632798,0.219,0.213803
LINC00923,0,0,0,0,0,0,0,0
LY9,0,0,0,0,0,0,0,0
GJB1,0.0310087,0,0.185758,0,0,0,0.0608909,0
TAS2R13,0,0,0,0,0,0,0,0
CTNNBL1,33.3962,38.1607,26.851,36.834,32.2586,35.2048,29.6141,35.8164
NAA30,9.87489,8.90824,4.15849,7.07898,8.32536,6.09832,7.6488,7.38189
SLC19A3,0,0.0775299,0.0510654,0.265287,0,0,0,0
C1orf186,0,0,0,0,0,0,0,0
CLECL1,0,0,0,0,0,0,0,0
TRERF1,2.87549,2.21337,0.933564,2.96958,3.11267,2.57018,3.39238,3.05018
SYNJ2BP,11.2483,11.0449,5.95915,9.46213,11.1582,10.4057,9.56935,9.74003
MAP3K4,4.67281,4.36096,1.7299,4.08809,3.35175,4.2084,3.54472,3.81981
PRDM1,0.152838,0.168023,0.146039,0.121909,0.164875,0.0396457,0.188783,0.13453
PLEKHA7,3.83802,3.71911,0.691678,3.11242,2.92359,2.98401,2.46965,3.2645
C6orf132,11.567,13.8855,11.3126,17.0293,11.6142,15.785,12.946,17.1676
TXN,230.345,289.79,649.137,246.806,216.636,249.228,198.353,230.092
BMP10,0,0,0,0,0,0,0,0
FARP1,12.4887,14.5313,4.50621,20.738,23.3508,14.1798,24.6024,20.1501
ARL10,4.36238,3.76198,0.963042,2.94421,1.08516,2.74021,3.05571,3.96953
TMEM50A,17.8374,16.9484,20.5015,18.3641,20.5265,16.2914,19.6545,19.0426
ZNF362,3.62495,5.27018,2.2462,3.57393,3.9717,4.05426,5.18986,3.58757
MSTN,0,0,0,0,0.0343164,0,0.0191212,0
RP11-6L6.2,0,0,0,0,0,0,0,0
ZNF264,2.37132,3.22098,2.53374,2.05714,2.28283,2.02355,3.26008,1.55797
RFX7,2.98948,2.20221,0.505206,2.91953,2.21524,2.44909,2.60281,2.69216
AL158147.2,0,0,0,0,0,0,0,0
AC008271.1,0,0,0,0,0,0,0,0
CDC14B,1.51018,1.21131,0.505241,1.61291,0.641501,0.824615,0.897892,0.683486
EREG,0.863543,0.562647,0.221001,0.476522,0.62579,0.502693,0.287688,0.332307
DAGLB,16.8131,12.7265,5.67658,14.6331,14.6415,10.4524,15.7419,12.7149
PRAMEF20,0,0,0,0,0,0,0,0
STAU2,58.7613,58.9648,11.3768,49.2751,85.1712,44.3687,69.357,52.0441
TRIM39,9.50746,9.29377,2.31495,10.3534,9.08828,9.72685,8.17134,9.62705
TXNDC17,14.5201,22.0108,102.69,21.7677,12.8078,22.0329,20.6401,21.6916
FOLR1,88.4668,60.9845,107.119,102.563,123.427,105.087,186.537,134.685
WDR5,24.4211,24.6411,17.2354,25.3289,23.7701,26.1171,24.7178,25.2129
EIF4G3,15.2332,12.1978,2.95686,14.2677,11.8445,13.0837,11.3399,12.434
CHST11,8.46389,14.737,1.4719,6.99465,9.01238,12.7448,10.8629,3.52227
RAB40B,7.09747,7.3919,10.0559,5.80732,10.9749,8.80532,11.8414,7.10298
NUTM2G,0,0,0,0.0156318,0.0195826,0.0328791,0,0
ACTN1,66.5888,69.699,15.5416,61.3263,80.4054,74.9347,80.0166,71.5788
METTL3,20.1924,26.6728,14.9848,23.0521,21.5818,25.5205,19.5991,20.7666
SLC17A4,0,0,0,0,0,0,0,0.0328399
APBB2,25.5589,17.8669,3.11871,16.7491,20.7647,15.0682,31.1931,19.2709
PAQR9,0,0,0,0,0,0,0,0
SCARF2,0.508864,0.553236,0.727887,0.516599,1.66386,2.50601,2.17913,1.89602
DCAF13,50.8161,67.0974,49.4286,53.5275,45.5837,52.5299,45.5324,52.8196
VWDE,0.00782125,0.0168675,0,0.0239055,0.00863603,0.00971835,0,0.00875335
ZGPAT,11.0914,13.755,8.3536,12.4543,12.5868,16.4756,10.538,13.6154
DNASE1L3,0,0,0,0,0,0,0,0
PAK1,24.113,23.6572,5.76702,17.4722,20.3342,22.3755,20.6046,18.3336
PURG,0.0456139,0,0,0,0.316533,0,0,0
WSB1,25.6084,22.4518,29.2287,22.3664,35.5811,22.6852,34.0032,27.1773
MEAF6,48.544,43.5541,15.0623,39.1813,39.9912,48.5784,39.0744,34.2685
TMSB10,544.887,646.899,2599.84,674.837,600.154,678.476,695.919,645.92
C18orf54,2.14938,2.20441,0.333888,1.06886,1.64495,1.28489,1.6657,1.1648
CCDC13,0.103643,0,0.0361331,0.150781,0.1145,0.0366751,0.109366,0.0331935
BMPER,1.09557,1.45287,0.231077,1.86913,1.25105,2.63823,0.929915,1.51668
PNPLA1,0.0612927,0,0,0,0.0338967,0,0,0.0369649
RHBDD2,51.4334,42.3312,27.8723,37.6814,48.1106,41.8578,40.3869,34.7301
ABHD12,28.3557,37.1071,18.4896,43.0654,31.5354,32.4783,38.6618,34.058
ICOS,0,0,0,0,0,0,0,0
FBXO31,4.86756,4.49687,2.25751,5.02694,4.39296,5.2751,3.14007,2.64168
RMI1,6.43825,4.66922,2.09898,5.63616,5.49865,6.25164,5.83294,6.8095
NPM1,831.545,1042.81,1567.83,974.042,783.006,936.904,843.321,1005.27
LSAMP,0,0,0,0,0,0,0,0
SPATA12,0,0,0,0,0,0,0,0
SSFA2,6.72533,5.99151,3.81503,6.3513,6.01073,5.65392,5.76846,6.22896
PES1,26.0033,31.6216,46.2646,30.1906,24.2442,36.844,28.8574,33.0947
TAS2R14,0,0.0274913,0.0920295,0.0258985,0.112549,0.125453,0.0313765,0.114381
FAM155A,1.53436,1.27125,3.21466,1.75034,1.11177,0.989338,2.20549,1.03137
NFYA,7.35937,8.47822,1.50641,9.00926,8.41889,8.01952,9.17937,8.09241
YTHDC2,5.31958,6.45574,1.97488,5.17299,3.69574,5.17722,3.35618,5.41983
SP110,5.21629,4.14215,5.06243,3.81717,4.09358,3.75073,2.41933,3.08829
FAM24A,0,0,0,0,0,0,0,0
POMGNT2,4.68919,6.55409,3.98009,5.45147,4.13856,5.93021,3.98749,4.61187
MED28,3.32303,3.0425,2.79859,2.8841,3.50682,2.49136,3.2452,2.9949
EMB,2.54058,3.54456,1.12698,1.88625,1.24933,1.2688,0.769113,0.853667
FLVCR1,6.34091,7.81404,3.12245,7.08706,6.34553,8.10334,6.26438,6.6771
ILVBL,31.8726,32.4196,26.5053,30.9749,25.9536,33.4224,24.9068,23.7674
DHRS4-AS1,2.70625,2.3794,3.55087,1.89137,3.27678,1.96493,2.61288,4.05407
ACOX1,21.9983,19.9638,6.8274,22.6039,21.4284,20.6089,25.2744,24.5266
AC007773.3,0.897432,0.983499,0,0.907783,1.80205,0.208821,1.35134,1.24482
SKOR1,0.153711,0.120041,0.0157443,0.0262262,0.104469,0.0879763,0.193878,0.0723311
F2RL2,0,0.038169,0.0152573,0,0,0.0154613,0,0
RTKN,19.8088,21.5167,13.8329,19.8091,20.8827,23.6735,21.2152,21.9088
OR56B4,0,0,0,0,0,0,0,0
MAEA,41.6966,51.3528,32.8515,57.2264,55.031,66.0487,53.5999,57.4479
TPSAB1,0,0,0.0547164,0.0342305,0,0.113457,0.167325,0
GSK3A,19.7093,23.5342,9.2965,22.5096,18.5099,22.2087,18.6289,19.829
GTSF1L,0,0,0,0,0,0,0,0
CUL7,11.0658,10.3506,4.86966,10.1241,12.1963,10.5474,10.9482,9.52847
SPRR1A,1.61858,1.77542,0,0,0.283729,0.300624,0,0
C6orf163,0,0.047099,0.0474725,0.0665965,0,0,0.0763381,0.0244842
ZNF618,0.568155,0.626594,0.139337,0.434976,0.0900114,0.241464,0.212864,0.137
AVIL,0.2991,0.144015,0.18094,0.332229,0.180206,0.146925,0.237893,0.31704
CSTF3,59.3008,66.9153,62.9428,57.2452,72.4673,57.6943,66.9025,64.0405
ADAD2,0.0794326,0.107196,0.225008,0.0404318,0.0515822,0.122691,0.201298,0.14127
LGI1,0,0,0.326731,0.0417405,0.0679806,0,0.126328,0.094104
GALNT8,0,0,0,0,0,0.023375,0,0
NISCH,11.5107,10.6175,4.34758,11.1571,11.5556,10.8742,11.7574,12.4994
HNRNPA3,158.284,221.088,129.184,224.026,144.483,201.749,160.383,203.621
RFC4,105.828,112.746,85.556,96.5944,88.0065,100.125,79.2226,86.5277
PRAMEF5,0,0.00550924,0,0,0,0,0,0
H1F0,134.553,87.3416,82.5893,109.023,91.209,90.1569,100.522,101.685
IL1RL1,0,0.0176833,0,0,0,0,0,0
S100A7,0,0,0,0,0,0,0,0
OR51B2,0,0,0,0,0,0,0,0
SNX30,3.78674,3.09725,1.62246,3.0999,4.2164,3.12741,3.68811,3.49215
MTMR10,3.30023,1.66233,0.87959,2.31606,3.21753,1.73299,1.83418,2.34146
CTAGE9,0.187224,0.158381,0.0776811,0.202945,0.165867,0.124176,0.15578,0.140291
ANKRD20A1,0.0961624,0.0829909,0.340707,0.0298991,0.0413677,0.0263596,0.067267,0.0374211
RGSL1,0,0,0,0,0,0,0,0
KIAA1468,2.30863,2.91423,1.53188,3.14633,2.57906,2.79451,2.59019,3.2614
CCS,24.0026,20.0783,43.4631,12.8519,22.7708,19.2923,17.1622,13.6006
ERLIN1,41.1687,35.1017,7.24752,31.1058,31.0073,25.8323,27.0437,25.4548
MGMT,20.6533,22.0992,45.8355,18.1244,21.8644,26.0246,21.6638,19.6854
CLIP4,0.126037,0.0525212,0.374096,0.151989,0.111362,0.0483758,0.0838962,0.076367
AC019294.1,0,0.0457071,0,0.085877,0,0.206611,0,0.047642
DTYMK,29.0676,43.9995,110.062,45.2594,28.6434,44.1084,30.5274,44.1031
MAFA,0.615097,1.16207,3.05698,1.31114,0.934664,1.02157,1.11288,0.776446
EPHA3,0,0,0,0.0144006,0,0,0,0.0196062
PIK3IP1,3.83713,1.27952,1.41065,2.37945,4.7054,2.8487,6.8451,2.05457
SLC16A11,0.725589,0.0289927,0.159009,0.0273072,0.278515,0,0.0330962,0.392502
RRAD,0.0681395,0,0.0406652,0.167574,0.113083,0,0.619412,0.219912
AC103809.2,0,0,0,0,0,0,0,0
ADAM8,0.603018,0.381853,0.687744,0.413872,0.579192,0.601251,0.693755,0.86536
AAAS,34.7411,38.6404,21.3041,35.4064,40.5443,38.2218,38.1731,34.3661
LPPR4,0,0,0,0,0,0,0,0
ZNF559,5.62156,3.5794,2.44408,1.9573,3.02894,3.80191,3.04888,3.79873
ME1,0.178574,0.207898,0.321601,0.142972,0.360772,0.688077,0.218141,0.252691
SULF2,2.55618,1.29839,0.982723,5.29443,2.83314,3.775,12.4763,11.4918
PHB2,48.2852,49.9976,47.803,41.3685,48.6069,54.7589,44.2951,42.9349
ARL13A,0,0,0,0,0,0,0,0
SERPINA4,0,0,0,0,0,0,0,0
RELN,0,0.00368954,0,0.00348857,0.015114,0,0.0168299,0
CCDC64B,7.76683,6.05718,10.8149,6.44661,9.26048,8.52673,8.47984,6.96533
SIAH1,6.48571,4.102,4.79221,3.82625,4.39827,3.08728,4.17101,3.49886
RAPGEF4,0.0485526,0.456776,0.426792,0.315716,0.0644185,0.112578,0.0651626,0.0761999
MYO1F,0.417704,0.377164,0.739235,0.425515,0.407646,0.422085,0.430211,0.271909
ZNF775,1.57404,0.71144,0.530735,1.21527,0.400422,0.298409,0.322375,0.616135
ADAMTS5,0.0176463,0,0,0.00449562,0,0.0054904,0,0.00493354
KRTAP19-7,0,0,0,0,0,0,0,0
ADPGK,5.30085,7.616,3.25882,8.88278,7.86756,9.42807,8.79366,9.90621
FAR2,0.63485,1.18273,1.64326,1.02621,0.743971,0.415704,1.18647,1.11436
ABCB10,3.31752,3.72018,2.33501,4.13768,3.80909,4.02109,3.39489,4.18148
PRAMEF3,0,0,0,0,0,0,0,0
TCEB3C,0,0,0,0,0,0,0,0
NT5C1B-RDH14,5.88666e-10,1.74309e-09,0,5.95837e-10,3.78718e-09,1.26885e-09,2.45316e-11,1.09426e-09
OR4C3,0,0,0,0,0,0,0,0
RINL,2.65247,0.752248,2.94886,0.875305,2.22178,0.672872,1.38681,1.75187
ANGPTL3,0,0,0,0,0.0172771,0,0,0
HIST1H2BC,22.617,16.3244,13.4447,17.7576,22.9524,19.9283,32.9461,24.1205
ZNF705A,0,0,0,0,0,0,0,0
SEC61A2,4.03106,5.37073,1.50326,8.01774,5.0974,6.78398,5.38188,8.82326
PCDH10,0.00954324,0.0205747,0.023562,0.0097248,0.010535,0.0118749,0.0175981,0.0160098
RAP1B,69.968,68.5498,30.7099,81.984,67.1364,67.9099,79.7893,80.7172
BRD7,24.2925,23.3684,34.6273,23.2487,21.6392,21.5128,20.0527,20.4981
TRIM74,0.0767166,0.110832,0.41011,0.175516,0.106129,0.0469915,0.094757,0.16172
DPCR1,0,0.0251519,0,0.0316903,0.0085665,0.0193147,0.00954175,0
C19orf26,0.310956,0.864018,0.283135,0.609932,0.792873,0.726636,0.886554,0.99521
NFATC2IP,8.81988,12.8548,12.4432,13.299,9.97029,11.9024,10.9594,12.8718
CWC22,7.36451,6.03247,3.63677,6.43143,6.32039,5.91441,6.19397,5.66052
PPP6R3,61.5886,54.9642,9.91828,56.3478,52.1443,54.7104,58.4194,63.5723
CLUAP1,12.3922,9.26701,9.24325,10.2517,10.3974,10.0786,12.7602,9.5829
ALX1,0,0.0378837,0,0,0,0,0,0
RNF170,9.5148,7.10296,7.11415,7.79204,10.8025,9.60117,9.26845,7.29395
FAM89B,9.62715,11.4406,11.9236,7.98281,10.355,11.5162,11.9805,9.10208
PLCXD1,6.49408,7.32883,3.97561,9.42201,8.12714,9.79489,7.94935,8.26717
CLDN24,0,0,0,0,0,0,0,0
C2orf71,0,0,0,0,0,0,0,0
POU2AF1,0,0,0,0,0.0144011,0,0,0
CD1E,0,0,0,0,0,0,0,0
GALNT7,9.32584,9.46341,4.24344,8.43649,10.7089,9.26574,12.765,11.0322
CCDC34,14.9054,14.9624,47.8808,13.4137,12.8718,16.4141,11.384,13.9835
ZNF219,6.2434,3.75311,1.19253,2.4602,5.18628,4.72059,4.74751,3.11336
APOBEC1,0,0,0,0,0,0,0,0
SLC2A5,0,0.0207825,0,0,0.0212743,0,0.012383,0.0790481
TUFM,169.728,168.094,162.135,143.785,163.775,177.027,137.05,130.891
NME5,0.27294,0.0492418,1.12582,0.416106,0.251856,0.333274,0.674922,0.308082
HIGD1B,0,0,0,0,0,0,0,0
PUS1,13.5836,18.0596,9.43517,13.6711,11.5367,13.0496,11.5202,13.6975
METTL21C,0,0,0.0607861,0,0,0,0,0
RPUSD3,50.7176,42.7746,31.3828,43.3907,46.5647,48.2885,37.8366,41.3331
FAM133B,9.90137,11.3357,38.473,10.0963,12.4444,10.8815,11.1767,10.7657
TMIGD2,0,0,0,0,0,0,0.0549894,0.0474314
C1orf68,0,0,0,0,0,0,0,0
SPATA31A5,0,0,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0,0,0
PTF1A,0,0,0,0,0,0,0,0
CNTFR,0.738113,0.487749,0.29962,1.10638,0.324071,0.542594,1.00719,0.810536
H1FNT,0,0,0,0,0,0,0,0
S100A2,1.13205,2.42843,11.2969,1.54895,0.327856,0.575522,1.15762,1.51765
ARHGAP9,0.104219,0,0.113893,0.0610409,0.129947,0.0480861,0,0.140048
AC010646.3,0.351861,6.44529e-85,9.67146e-202,1.74969e-197,8.45168e-116,0.0204937,1.12445e-139,9.35448e-262
C6orf15,0,0.0525558,0.0570074,0,0.16127,0.0591825,0,0
ZNF431,1.43897,2.41924,2.42271,1.92775,2.02226,1.75602,1.65369,3.21609
CNPPD1,22.4355,27.6198,12.9224,22.4709,26.7263,22.414,19.187,17.7259
RASSF1,11.2575,9.02637,4.38157,10.1172,7.90526,9.3083,5.70874,11.762
GABRR2,0.02995,0,0,0,0,0.0368264,0,0
NES,0.199094,0.246479,0.181508,0.232899,0.284961,0.668997,0.607583,0.618884
GNL2,23.4608,31.057,10.9286,26.6208,21.9817,30.2897,23.0516,27.6924
TIMMDC1,47.3573,46.1351,44.5552,44.5924,47.9058,55.1384,42.6879,45.415
RGS10,20.7489,16.2947,33.4392,20.8206,16.5556,15.226,21.1334,20.6489
MED6,42.4687,44.008,23.1838,42.5946,39.7272,40.4604,42.5848,39.581
FUZ,8.16078,7.94745,12.7455,11.4503,8.80611,7.94019,11.8929,9.90463
MTERFD3,8.82388,10.253,9.16373,11.141,11.0907,8.55057,8.8063,9.44616
XKR4,0.00393352,0,0.00487182,0.00200454,0,0,0.00241691,0
TSSK3,1.13043,0.570587,0.582364,0.574749,0.833996,1.38529,1.3496,0.80669
PLEK,0,0,0,0,0,0,0,0
RPS4X,438.424,470.645,395.185,432.754,451.717,569.842,406.342,379.456
ARL1,79.0837,77.2646,65.5908,74.0854,82.6351,73.1437,66.9988,66.1736
FTSJ3,25.9273,36.8354,15.2925,38.8612,23.0234,38.5457,25.5672,33.816
SLC16A10,0.355898,2.0368,0.376376,0.829606,0.555776,0.379099,0.354655,0.319099
PLK2,47.5125,71.4119,36.0813,92.0221,28.4546,35.3175,59.2728,72.6312
BAI2,3.59367,3.673,2.8948,5.1569,3.86459,4.66384,6.14731,5.35733
THOC7,32.9974,38.4335,81.2028,36.6073,31.2005,33.9247,32.4224,40.9627
VPS36,8.43158,5.99775,7.48889,5.18442,8.05985,5.76779,6.71348,5.94087
SNCB,2.73316,2.58233,3.55316,3.32177,2.95981,2.65096,3.865,2.71026
CTTNBP2NL,2.84148,3.34648,0.763282,2.12998,3.77868,2.53391,2.46951,2.71538
CCDC115,13.3138,10.4311,10.3742,8.17703,10.0198,9.82462,12.5446,9.17691
PPP1R2,30.8217,27.4094,16.6301,25.5825,38.5735,33.1736,38.6513,30.1768
KIF4B,0.0423946,0.0406417,0,0.0527856,0.0208074,0.0526383,0.0405627,0.121297
CNGA2,0,0,0,0,0,0,0,0
ERRFI1,9.62028,8.40338,4.0121,8.1566,9.64344,7.25093,8.43239,7.54252
LRRTM2,0.00677675,0.00730666,0,0.0242918,0,0,0,0
SENP3,19.5949,23.4046,12.148,20.5767,20.493,23.41,18.7103,19.9799
AP000350.10,0.302203,1.02441e-11,2.46002e-06,1.15938e-06,0.140447,8.97549e-12,1.07865e-06,8.55538e-07
FAM9A,0,0,0,0,0,0,0,0
ZKSCAN8,2.95325,1.93501,0.296672,2.16351,3.38775,2.67824,2.59688,2.21869
ZPBP2,0,0,0,0,0,0,0,0
GYS2,0,0,0,0,0,0,0,0
ZNF645,0,0,0,0,0,0,0,0
AURKAIP1,72.9785,96.9737,213.703,86.7172,79.4287,96.8609,73.8845,75.6527
NBPF12,2.00266,2.09839,0.936477,2.0452,1.96685,1.62439,2.12743,1.79411
EDC3,20.9413,21.202,5.73519,20.2824,22.5335,21.2716,17.7605,21.4203
UFSP1,0.357091,1.1613,0.966856,0.785643,1.31942,1.44412,0.811025,1.0109
ADCY4,0.390921,0.0137869,0.0312664,0.0260372,0.0564832,0,0.0314649,0.0239643
NUDT22,41.511,35.4665,96.2184,35.066,45.1767,41.1935,36.7581,37.2543
CHMP4B,84.1141,94.647,84.5039,81.5409,82.5501,87.4571,72.4283,73.8574
FAM98C,6.09077,8.89113,6.91276,5.96242,5.61594,3.46384,4.37368,2.51759
CCDC38,0,0,0,0,0,0,0,0
PPIB,263.043,297.184,406.272,276.736,287.672,316.719,307.271,296.462
PPP2R5D,23.8483,24.0129,8.02908,23.2341,23.777,26.1514,20.2213,21.7712
FBXO10,0.828223,1.10519,0.25677,1.11541,1.08976,1.40832,0.744237,0.555083
RAB7L1,9.97977,10.4997,12.6643,10.5678,13.3157,11.1932,12.5546,9.44218
ZNF276,7.39212,7.70991,3.6671,6.72412,7.23758,7.18377,6.19387,7.14587
CTSV,10.816,13.1107,15.2367,11.5516,11.3201,14.4649,11.744,15.5529
MICALCL,0.199519,0.276794,0,0.174163,0.472306,0.300135,0.228062,0.479186
FAHD2B,14.3393,10.2152,18.9,7.39475,15.7068,11.6389,9.3411,5.96311
IFNA1,0,0,0,0,0,0,0,0
RNF130,25.3197,20.7056,20.4369,17.884,24.4625,17.9911,24.4096,17.3589
SH3PXD2B,0.393547,0.424343,0.178735,0.442631,0.479543,0.590024,0.936638,0.650334
AC004466.1,2.14735,1.30489,1.53136,0.585283,1.27654,0.828755,1.29636,1.06579
RGN,0,0,0,0,0,0,0,0
IL1RAPL1,0,0,0,0,0,0,0,0
LY96,0.14555,0,0.156141,0,0.324382,0.341557,0,0
LOXL4,0.0232497,0,0,0.0710447,0.0385186,0.0144189,0.0572192,0.0260428
LPAR3,0,0,0,0,0,0,0,0
PPM1G,40.991,55.9189,41.4393,54.1173,36.6414,56.2112,38.0276,52.2045
GCSAM,0.34618,0.0832347,0,0.110655,0.263683,0.0159397,0.0791272,0.152503
CACNG2,0,0,0,0,0,0,0,0
WDR60,5.26744,3.67063,9.88689,3.7636,6.23911,4.69544,4.961,3.93713
STXBP1,3.17855,2.9243,1.10402,2.49161,1.89458,1.19575,1.97866,1.57093
BAK1,15.0109,14.3862,9.18602,15.2721,14.1213,16.0694,13.2729,12.7551
C7orf69,0,0,0,0,0,0,0,0
ATP1A2,0.0128496,0,0,0,0.130492,0.0117342,0.0158145,0
CCR2,0,0,0,0.133872,0,0.0233068,0.0464477,0.112716
CCDC172,0,0,0,0,0,0,0,0
B3GNT2,3.33061,3.36533,3.50936,3.37106,3.86936,3.50564,3.33024,3.28337
AC007401.2,0,0,0,0,0,0,0,0
CENPO,6.26318,9.04705,1.71276,9.59963,7.24571,8.56493,4.93635,9.5564
TERF2IP,25.2481,22.7848,37.1288,23.5773,23.1289,21.441,25.9762,21.9844
RAB2A,112.997,112.739,62.5373,103.681,110.154,98.4171,114.105,117.928
CDK9,21.1467,28.5468,15.5459,26.8947,23.7291,27.1546,24.1222,24.6491
CLEC11A,0.574172,0.776146,1.83821,1.09486,0.714739,1.14433,0.620328,1.01045
GOT2,49.7379,58.8919,15.6636,55.6223,48.0304,56.608,43.3025,51.5118
PSMA7,205.003,278.486,552.581,279.123,217.813,279.597,223.586,281.714
CTAG1B,0.0961038,0.0522866,0.214525,0.0973667,0,0.0573475,0.109908,0.109729
SMAD5,15.1899,14.3418,3.83382,13.4553,16.4078,12.1526,15.9842,13.5494
KLHL15,1.07003,0.999842,0.775002,1.22572,1.22434,0.975628,1.81017,1.56723
COL12A1,38.3791,25.8437,6.97154,18.5707,38.3517,30.3859,29.3401,19.9432
FIZ1,4.95466,2.86227,2.0193,3.79264,3.60102,6.61588,5.20594,4.25268
C4orf22,0,0,0,0,0,0,0,0
CASP16,0,0,0,0,0,0,0,0
ABI2,19.2785,14.8434,7.96272,13.645,15.2385,12.1849,14.0757,9.95994
HMGB1,462.069,582.98,566.945,518.748,462.298,539.182,443.574,466.508
B4GALT1,87.8612,68.8882,22.4515,65.3173,102.024,92.4977,83.9594,75.0885
TECPR1,2.6696,3.45154,2.05661,1.86349,4.57727,2.96602,2.55907,2.06576
AC017081.1,0,0,0,0.48428,0,0.268719,0,0.327092
FBXO39,0,0,0,0,0,0,0,0
PPP2CA,40.045,41.6578,24.7239,34.0162,34.7355,42.2768,30.2101,34.1059
KIAA1984,1.30497,0.627806,0.305647,0.827508,3.2852,1.34764,1.77307,1.14786
MTX2,24.8333,20.4952,26.2704,19.5106,23.7452,23.3096,24.8951,23.1562
KRT27,0,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0,0
C9orf163,0.656513,0.634018,0.6937,0.668464,0.935408,0.619809,0.851055,0.852583
NEB,0.125046,0.240795,0.0950873,0.140061,0.132181,0.200012,0.267354,0.141198
OAS2,8.61191,3.00435,0.840821,1.99377,2.30817,1.46923,1.27975,1.08597
SEPT12,0,0,0,0,0,0,0,0
UBLCP1,12.0358,10.0345,19.6969,11.7359,11.6979,9.91903,10.5565,11.644
DNAH6,0.0416732,0.0280505,0.128391,0.0725607,0.0632401,0.00776335,0.0447883,0.0616927
OR1Q1,0,0,0,0,0.0582636,0,0,0
IYD,0.293479,0.221482,0,0.219191,0.254322,0.433334,0.0869213,0.015355
XPA,8.01751,7.15395,15.7599,7.56863,8.83165,6.30539,8.61214,6.47909
TAF6,29.1546,27.8001,5.54848,25.3175,28.5834,28.9379,27.3327,24.5257
RGS4,0,0,0,0,0,0,0,0.0190832
KRTAP23-1,0,0,0,0,0,0,0,0
