Gene_ID,SUM149_DMSO_day2_rep1,SUM149_DMSO_day2_rep2,SUM149_DMSO_day2_rep3,SUM149_C70_day2_rep2,SUM149_C70_day2_rep3,SUM149_DMSO_day7_rep1,SUM149_DMSO_day7_rep2,SUM149_DMSO_day7_rep3,SUM149_C70_day7_rep1,SUM149_C70_day7_rep2,SUM149_C70_day7_rep3,SUM149CR_DMSO_day2_rep1,SUM149CR_DMSO_day2_rep2,SUM149CR_DMSO_day2_rep3,SUM149CR_C70_day2_rep1,SUM149CR_C70_day2_rep2,SUM149CR_C70_day2_rep3,SUM149CR_DMSO_day7_rep1,SUM149CR_DMSO_day7_rep2,SUM149CR_DMSO_day7_rep3,SUM149CR_C70_day7_rep1,SUM149CR_C70_day7_rep2,SUM149CR_C70_day7_rep3
THAP2,3.05958,1.22385,2.8601,1.49133,1.23022,2.08208,2.15502,1.76405,1.71197,1.74014,1.41926,2.57101,1.69943,2.09353,2.71122,2.47634,2.57722,2.59689,2.94671,2.16392,2.42636,1.84037,1.64134
TPH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125696,0,0,0,0.0113076,0,0,0,0,0
TBRG4,37.119,39.9138,44.6997,43.8883,53.486,34.6279,43.6268,39.0475,37.32,48.4056,35.5361,42.1104,38.3775,44.2479,39.4273,35.5767,46.9282,37.5296,48.3474,36.3246,40.7412,49.3578,40.2943
CENPT,14.9539,11.7066,11.3346,9.67889,9.35398,11.2326,10.0763,11.3275,10.4569,9.15998,11.2755,12.1847,10.3974,10.8069,11.5779,7.46623,5.19146,11.081,10.1579,12.3956,9.96402,11.2648,6.77085
NCBP2L,0.432842,0,0,0,0,0,0,0,0,0.0540644,0,0,0,0.134548,0,0,0,0.19883,0,0,0,0,0
RP3-369A17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG3,16.7456,17.8353,15.8324,23.0926,17.2929,17.9368,17.0651,19.582,22.9275,19.6425,22.0333,13.4476,13.0515,11.3673,13.5723,14.7992,14.6647,11.2179,10.8806,13.7044,14.6363,13.4418,16.8719
SAMD9,2.69627,2.93656,3.43378,3.08523,2.03458,2.97656,4.15392,3.20179,3.94215,5.67824,4.62128,2.13652,2.24911,2.45476,2.07645,2.42188,2.99605,1.45817,2.67213,2.6476,1.67814,2.3968,2.67238
CHSY1,15.295,15.3452,15.4611,16.3728,17.8523,15.2605,16.5015,15.1019,15.3604,13.9441,13.6557,13.1717,14.1968,13.3137,12.6239,15.0864,14.5517,13.2062,14.3529,13.717,13.9327,12.0975,14.9728
AC023590.1,0,0,0,0,0,0,0,0,0,0,0,0.00921235,0,0,0,0,0,0,0,0,0,0,0
TCF3,59.9087,60.8701,65.3181,67.6145,89.7928,53.4616,63.0661,56.6198,55.6223,64.6191,56.6426,60.3489,61.0216,60.4056,62.8262,64.6483,74.6705,60.477,71.1163,58.0545,66.7552,66.5965,68.3545
TMEM230,25.1602,27.8445,32.9427,27.2812,30.0194,30.2874,31.987,34.162,29.1458,32.5792,27.3042,26.3301,24.2051,23.8438,24.0497,24.7276,28.8843,28.4146,25.8333,28.3139,24.8628,26.2072,30.2862
MMP7,0.14725,0.294892,0.291398,0.376563,0.440475,0.306549,0.18934,0.317931,0.459501,0.69586,0.614973,0.555065,0.525624,0.399389,0.178226,0.620615,0.442234,0.412332,0.23987,0.269931,0.506191,0.393664,0.79539
CCDC74A,0.172849,0.181354,0.374954,0.183227,0.313914,0.234995,0.239326,0.30197,0.34268,0.236834,0.255388,0.207874,0.247687,0.211089,0.294833,0.372936,0.33798,0.277741,0.301226,0.296611,0.390527,0.471495,0.205476
VAPB,36.8718,42.1238,43.3969,43.6793,44.7441,37.2437,43.3183,41.046,42.7294,44.9907,40.7655,38.935,43.0318,42.2575,37.8531,46.4945,49.3368,39.0861,44.1808,38.9572,40.7154,41.0965,45.917
CER1,0,0,0,0,0,0,0,0,0,0.0224979,0,0,0,0,0,0,0,0,0,0,0,0,0
TSGA13,0,0.0129266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAE,512.493,514.164,513.491,561.62,697.038,463.685,540.137,498.495,486.147,547.068,472.13,486.668,474.065,448.942,449.566,516.356,581.114,438.962,512.764,461.842,463.03,447.461,518.818
ZNF17,1.76611,1.50787,1.41648,1.57379,1.20148,1.56319,1.54455,1.4882,1.58562,1.56363,1.14307,1.46366,1.32353,1.36267,1.27614,1.50191,1.56798,1.71119,1.46767,1.68339,1.2501,1.33117,1.7524
PTPLB,25.4849,25.1976,21.0179,24.779,20.552,26.4053,23.4865,23.2538,26.3546,23.8137,24.5892,29.5492,28.5918,22.434,29.3239,29.0663,27.6702,34.2916,26.1971,27.993,28.4072,22.418,30.6761
PRDM16,0,0,0.00713916,0,0,0,0.00672973,0.00585127,0.00600889,0,0,0,0,0,0,0,0.00475887,0,0,0,0.0120035,0.00748784,0.00225607
TXNRD1,62.1782,66.0351,68.8432,78.1361,70.6343,56.4511,73.7709,60.2167,65.92,98.3752,71.2244,72.1406,68.8395,77.8008,80.4179,86.3836,96.324,57.2562,77.0497,68.005,71.152,79.1469,88.089
DOK1,3.21851,3.17113,3.93572,2.62656,3.47752,2.53456,2.63263,4.31521,2.07345,2.58213,3.2373,2.31489,2.21138,2.36722,2.54429,2.33999,2.84435,2.05742,3.00591,3.55241,2.16054,3.32279,3.11577
MFSD4,0.039638,0,0.0517654,0.0541654,0.0306161,0.0639772,0.0549142,0.0633438,0.027384,0.0334841,0.107959,0.0373165,0.0308013,0.0480784,0.0465584,0.0791974,0.0517683,0.043985,0.0270758,0.0812572,0.081627,0.0157679,0.0496622
LSM11,1.90977,1.92912,1.99748,1.57156,1.64804,1.71334,2.04248,1.99603,1.60489,1.49844,1.64744,1.69231,1.61493,1.75589,1.64425,1.66921,1.77262,1.85376,1.83361,2.02053,1.47526,1.72767,1.75507
DCTPP1,82.1384,92.9221,78.8808,102.229,99.9278,72.6811,82.5973,86.7058,92.6748,85.8184,83.7257,91.6767,98.569,75.3571,87.5797,92.9572,88.1213,80.9611,85.938,84.6097,95.6307,91.9759,105.254
HVCN1,0.178371,0.0727869,0.0263429,0.0509914,0.0514562,0,0.0428556,0.0539308,0.0762719,0.0312247,0,0,0,0.0277968,0,0.0194987,0.0599888,0,0.0362145,0,0,0.0274073,0
PPP4R1L,1.23292,1.49848,0.868799,1.79418,1.53724,1.63166,1.38897,1.626,1.39725,1.8746,1.96575,1.60109,1.53463,1.67009,1.65969,1.1086,1.19731,1.32444,1.06261,1.77802,1.36831,1.56162,2.15679
HUG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANP,4.98662,5.0068,5.75534,5.43407,6.23667,5.3425,5.62876,5.31264,5.05219,4.76706,4.92768,4.81363,4.89542,5.0601,4.86903,5.39946,6.39195,4.80624,5.13457,4.9216,5.43137,5.61582,5.93391
STAMBPL1,7.14654,5.96712,7.92219,6.17434,7.0291,6.57188,9.14735,6.52639,6.90546,8.13632,6.82751,6.51796,6.31007,7.20701,6.37455,6.43158,9.04043,4.88997,7.72039,6.41763,6.79414,7.62468,6.81576
KANSL3,7.96814,8.47106,8.12746,8.54091,7.34132,6.419,8.00528,7.23241,7.37777,8.27201,7.40997,7.3321,7.8444,7.18714,6.99489,7.07032,7.27601,6.45171,7.61963,7.42558,5.96233,7.56701,7.42745
MGAT4A,0.937035,0.482757,0.735101,0.444913,0.505907,1.23811,0.676207,1.02508,0.740925,0.698448,0.944018,0.902562,0.459525,0.690458,0.58105,0.50272,0.709727,0.911072,0.571195,1.20093,0.758532,0.87527,0.983736
FBXO17,6.93027,6.94592,8.20798,7.67265,9.09086,6.21181,8.0376,7.80688,6.2307,7.19876,6.63919,6.33012,6.21896,6.44488,6.52426,5.75848,6.82382,6.64256,6.6522,5.49962,6.80937,7.68712,7.37851
C2orf83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC31A1,22.7292,23.6188,22.6057,23.3476,19.0057,27.8868,23.1833,26.3936,22.0827,21.4723,21.7528,24.8048,23.7227,19.3844,20.0037,23.3806,22.2682,24.8933,22.4281,25.5167,20.8974,18.862,25.6228
SLC22A16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171435,0,0,0
OAS2,0,0,0.0137635,0.0258123,0,0,0.0104603,0.0067853,0.00939069,0.0674044,0.026379,0,0.00587236,0.0117704,0.0358297,0,0.0190162,0,0,0,0.00622369,0.0424515,0.0127689
HRCT1,2.3301,3.06498,3.30487,4.49649,4.7125,3.00916,2.64479,3.32825,3.6334,3.08888,4.20952,4.53629,4.10237,4.78972,6.86829,4.94679,5.89164,3.99974,4.38409,4.05943,6.49487,5.74394,6.68275
NKD1,0.0760153,0.0850631,0.125947,0.079897,0.21684,0.0907089,0.194456,0.126145,0.0678873,0.0790341,0.101406,0.0487874,0.0454396,0.0607854,0.0412065,0.0308551,0.0420019,0.0602678,0.0958773,0.065942,0.038541,0.0660883,0.0659392
MEX3D,10.0289,10.8692,12.1773,12.2764,20.9023,8.93671,11.4478,9.45703,10.4718,11.8613,9.63208,9.74875,10.3761,11.2925,10.3117,10.3663,12.6002,7.89362,10.135,8.72448,10.6206,11.4127,11.8985
COL1A1,5.59356,4.77067,7.05097,4.35374,7.35051,6.88562,5.03914,5.12438,4.17635,4.11359,3.32133,4.99761,4.31416,3.83516,4.6958,2.81879,3.26786,5.24475,4.91914,5.39062,4.64242,5.03145,2.86331
TADA1,4.07572,3.63417,3.87249,3.66704,3.89345,4.14067,4.01685,4.54967,3.51298,3.05819,3.58821,4.08697,3.52911,3.51845,4.09214,3.76352,4.20576,3.75172,3.63512,4.31999,4.17492,3.85912,4.49769
C1orf94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNC,1.52674,1.00071,1.09568,1.1663,0.784212,1.70308,1.48184,1.40789,1.87524,1.7159,1.84696,1.91501,1.45516,1.2248,1.48944,1.1635,1.66413,1.4756,0.917625,1.90938,1.23155,1.70202,1.75788
LCE2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSS51,0.469533,0.298922,0.403297,0.342464,0.176539,0.474211,0.24904,0.548786,0.378711,0.287492,0.747063,0.391162,0.319153,0.354182,0.520204,0.334347,0.229947,0.329645,0.472384,0.528626,0.386213,0.410149,0.352805
LRP1B,0.00711771,0.00424001,0.0101746,0.0398682,0,0.00321217,0,0.0384146,0.0117384,0.00262741,0.00359295,0.0135491,0.00241711,0.0223485,0.0110846,0.0225762,0.00466086,0.00666864,0.0221007,0.0112978,0.0176754,0.00159732,0.00701675
ERH,125.49,129.543,108.915,125.776,117.985,119.614,105.296,120.433,109.852,93.4269,103.99,106.199,112.985,87.4462,105.872,122.176,103.128,99.0727,97.5509,101.775,101.225,80.3388,111.961
SERPINH1,93.2076,76.6013,81.5737,84.3056,93.7441,78.265,85.7516,72.9517,83.146,95.9897,72.1964,94.0486,75.8761,75.6547,97.9954,78.0552,83.8898,65.8553,81.2802,67.9544,79.3417,82.2368,79.0547
CARHSP1,32.4856,38.2613,32.6597,43.4761,35.8953,37.9544,32.0868,34.7489,44.1544,38.9573,34.447,36.595,37.9112,28.823,37.5678,36.4032,33.993,31.4063,29.744,34.4363,45.9024,35.8252,43.363
LITAF,30.2619,32.1659,37.7718,38.7529,44.8466,36.552,36.2726,33.1261,35.5375,48.9602,36.5436,32.7133,34.9934,33.647,36.8398,34.2041,41.6722,28.6098,30.2667,31.6482,37.9044,41.8262,43.0813
HOXB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINLYP,0.227885,0.470271,0,0.317836,0.12944,0.239553,0.169256,0.401127,0.546022,0.145531,0,0.0860647,0.219701,0.0908331,0.0874748,0.0604582,0.122778,0.0799955,0.0764208,0.352168,0.209139,0.533775,0.252324
LSMEM1,0.772771,0.391106,0.279164,0.445838,0.382633,0.605115,0.523196,0.434887,0.547032,0.399503,0.47475,0.441508,0.551169,0.410465,0.567656,0.24949,0.370716,0.501612,0.40831,0.788355,0.349853,0.502505,0.422486
ALG6,4.56327,3.96665,4.92842,3.7788,4.46677,4.26357,3.756,3.80995,4.48784,3.80216,3.17832,4.81162,4.65363,3.86484,4.51551,5.49688,4.39192,3.62009,4.38137,4.43978,4.19587,3.90475,3.83544
PTGER1,0,0,0,0,0,0,0.0201532,0,0.0180422,0.0184889,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAB1,4.74187,5.27683,4.30038,4.78026,3.94761,4.18353,4.5606,4.70418,4.30545,4.68587,4.40647,4.15622,4.50509,4.11569,4.31583,3.87252,4.24046,5.18593,4.71951,5.05853,4.54354,4.17375,4.89159
UBE2N,87.2156,86.9506,85.2179,93.0318,61.3624,97.4804,82.002,89.3255,97.4249,89.9216,85.8209,97.879,91.9955,79.71,89.0106,103.926,98.9512,90.2186,83.5908,94.8167,98.1007,83.6236,101.469
PNRC2,72.7058,71.6729,65.8709,78.1796,54.682,72.1893,64.8605,72.4813,64.1177,67.4753,71.5291,71.3876,70.7275,57.449,73.2411,77.1545,78.2881,61.9815,67.7676,64.6753,64.1174,62.7683,68.0167
TIMM8B,42.2902,42.7222,21.8141,40.0316,20.9489,34.6602,29.2303,35.7174,37.0053,28.1004,35.32,37.4827,35.439,21.5516,30.6231,32.646,23.6519,37.3527,23.684,33.4878,34.6724,24.4344,36.3873
CASD1,2.16073,2.33381,2.04904,2.07506,1.65816,2.11422,2.33232,2.0619,1.80249,1.78454,1.89376,2.38988,2.75912,1.93887,2.14772,2.46535,2.23102,2.50129,2.22307,2.51076,2.10278,1.902,2.08464
LARS,26.8819,27.9423,36.5998,29.1119,30.4676,28.4855,36.5419,29.268,28.4493,38.7993,28.1048,31.7305,31.6233,37.5594,31.5856,34.793,43.4036,30.8196,40.9595,30.8694,30.0629,38.0158,33.5337
MLLT6,17.3752,17.1043,22.8536,15.7538,24.9247,17.4859,19.8543,21.5266,13.9612,17.0958,17.6969,17.8445,17.587,23.3438,17.4312,14.3622,19.756,18.6009,22.634,20.4693,16.8682,21.5245,18.6822
MPHOSPH9,6.46826,6.03302,8.15944,6.95126,5.39889,6.26441,7.93883,6.64123,6.04318,7.14541,6.99015,8.40348,8.9909,7.37641,8.98355,8.27351,10.3667,5.88485,9.13604,7.04428,8.15983,9.60768,8.48791
OR1Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBP4,0.935209,1.41784,1.52349,1.96159,2.79529,1.22289,1.3175,1.94462,2.39426,2.32149,2.44856,2.02874,1.87671,2.06834,2.40594,1.80352,2.48751,1.41519,1.1564,1.55762,2.32317,2.50522,2.53264
PRLHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ4,1.39207,1.56038,1.68572,1.39743,1.62541,1.37003,1.36114,1.5846,0.96454,1.35365,1.44859,0.202216,0.273041,0.204892,0.212477,0.281797,0.229539,0.355258,0.373807,0.273265,0.323637,0.187869,0.485918
OR51B5,0,0,0.0313197,0.0288882,0,0,0.0290283,0,0,0,0,0,0,0,0,0,0,0,0.0429014,0,0.0517331,0,0
CHMP7,20.4238,18.8462,22.6838,19.9999,20.6892,17.834,22.7415,19.4892,18.0143,22.0583,16.4048,17.9451,16.2863,18.6049,17.2049,14.7939,19.0489,15.1236,19.3481,15.9685,14.5589,18.5968,16.3119
SLC29A1,30.6832,31.073,30.7094,36.9569,42.2802,30.5175,28.9447,29.0953,27.6968,27.6061,27.7402,30.2873,29.1856,25.7842,34.6383,27.8135,27.3925,29.3977,28.0165,27.344,30.0564,28.0105,32.0838
COL23A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPN2,114.039,112.256,128.277,111.484,120.353,117.969,137.977,122.226,129.731,151.082,128.148,129.348,118.54,134.801,117.695,125.854,146.521,124.582,135.676,121.12,123.307,141.033,143.123
ZC3H10,3.38577,2.50344,2.37306,2.58501,3.81464,2.6654,3.3656,3.1587,2.88699,3.6842,2.3926,3.6418,2.71877,3.22061,4.16685,2.68203,3.74696,2.67792,3.36707,2.3651,2.89611,3.79138,2.928
C14orf79,2.96878,3.16274,3.27328,2.52874,3.40365,3.10725,2.6136,3.28012,2.58427,2.42196,2.43791,3.78356,3.32936,3.18545,3.33049,2.55047,2.30855,4.32191,3.7021,3.60445,3.02739,3.0027,2.76154
PIGW,19.7714,25.1856,16.5275,24.4782,17.0111,16.2051,18.6613,16.1427,18.7919,18.5576,18.6836,16.8652,19.6574,16.8061,18.18,21.8016,18.7744,11.8992,18.6253,17.3299,17.9271,16.2551,20.1243
USH2A,0.0125166,0,0.00815112,0.00388298,0.0145196,0.00431918,0,0.00162505,0.0069348,0.00705989,0,0.00951183,0.0129641,0.00868485,0.0210589,0.00884388,0.0109247,0.0234924,0.0199915,0.0171068,0.00684123,0.0128787,0.0157137
BBC3,3.27881,2.49679,3.87875,2.87154,3.71785,3.05177,2.96794,3.97876,2.41507,2.73218,2.4545,3.59295,2.80269,3.38547,3.48376,2.17039,3.54929,4.17672,2.94711,2.89186,3.64328,4.2342,3.13047
NIPSNAP1,34.3448,34.4457,56.5908,34.78,55.2778,49.1556,47.4657,54.7596,41.9397,45.8174,40.8763,44.8993,43.4601,55.7192,43.1106,42.9098,63.0841,58.8527,53.0678,51.7195,48.8857,56.3674,54.1029
EDEM1,19.34,21.6917,23.0763,22.2307,22.5935,24.0551,21.4022,25.582,22.9369,20.7093,22.3113,19.6072,20.6334,20.1876,19.7528,21.1505,22.9611,19.9808,20.435,23.8111,20.2025,20.6992,24.0134
IL5RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845558
SMAD2,56.2031,59.8416,72.9945,57.1955,67.0315,71.2997,67.9986,58.4334,56.8433,62.3307,53.4858,59.0407,51.8777,54.6647,51.0131,56.0729,64.0989,66.575,62.5126,55.4812,53.2392,56.361,59.466
DNTTIP2,36.7262,33.9281,34.6765,42.1264,27.4182,29.9566,38.7697,34.8222,36.9258,43.1666,38.3431,32.3221,30.685,34.4172,32.6527,40.041,42.2637,26.8231,39.2038,34.0282,33.1151,35.7661,37.5756
C14orf142,10.1215,9.17977,7.10031,7.25848,4.78671,9.51632,7.07213,8.26932,8.00407,5.794,6.60894,11.0666,8.64426,5.67548,7.24044,10.7233,7.10509,9.85196,7.53825,8.55581,7.48678,5.53617,7.92438
MROH2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF33A,7.34013,8.51118,8.108,7.95683,5.52281,7.39542,8.51176,7.41034,7.17153,7.70021,7.54479,6.6432,7.73101,7.37615,6.75166,8.27463,8.48326,8.62295,7.76964,8.97044,6.66627,7.83587,6.92608
NARFL,7.37123,6.44899,7.94253,5.45838,9.54101,5.58276,7.25827,7.67178,5.49829,6.61195,4.92905,7.52756,7.21491,7.83945,6.81298,5.5213,6.68158,7.44926,8.31934,7.51308,6.57788,6.91064,7.02311
TSSC1,23.8464,25.3234,26.9137,24.4623,22.9803,27.1838,27.4819,23.1627,24.0305,27.9798,23.3549,23.3852,24.6193,27.8982,21.1214,26.1824,28.0589,20.3048,28.9545,25.6936,21.5454,22.4366,29.3846
PANK3,17.5001,20.487,21.9,18.8204,20.5595,23.4316,21.9781,19.5488,20.027,21.4354,18.9619,18.0539,18.68,20.3917,17.0662,18.445,25.0817,20.5907,22.0574,19.6275,19.306,19.8613,22.8999
SLC24A1,2.55043,1.95506,3.3421,2.89206,3.05219,3.12095,2.46331,2.58246,2.71781,2.91752,2.92793,2.48788,3.20726,3.83408,3.27108,3.11352,4.29155,2.63839,3.01015,2.75115,2.96239,3.88938,3.81179
RETNLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB2,33.7905,37.3675,32.6667,28.102,32.8773,39.1522,34.3183,34.512,29.4957,33.9805,28.9569,46.3156,43.7649,35.1288,40.372,35.8406,35.4537,40.6957,40.5487,37.9292,40.4688,36.9262,46.4054
PDIA5,6.46025,5.35901,6.76905,6.44107,7.81946,7.06865,5.62535,7.91376,7.85659,6.94746,8.37857,7.00236,6.6906,5.60099,6.94985,7.22191,7.57452,7.62048,6.39579,7.13452,7.67208,7.97642,9.5928
C16orf87,5.68349,5.39502,7.61654,5.50555,7.47369,6.55322,6.03296,6.34801,5.66895,5.94234,5.18391,5.35912,5.25285,5.07865,5.04762,5.88593,7.23427,6.1283,5.618,5.41382,5.76054,5.54875,5.84307
SEC11A,80.4661,86.7031,71.4061,88.6928,76.6858,97.1243,68.7215,89.5418,81.7903,65.0615,74.8578,98.0562,102.399,73.195,94.8755,105.777,88.0016,131.761,85.2108,101.15,104.394,76.0178,105.636
RHOC,120.215,129.103,119.785,143.347,164.445,105.344,131.34,133.616,136.584,165.302,149.284,119.27,113.476,114.379,115.977,112.349,129.126,84.9485,106.542,100.832,101.299,124.513,135.582
EME1,7.26793,5.89299,7.08216,5.40903,5.4823,5.64448,6.24232,7.00891,4.84737,5.99218,6.53051,7.0349,5.60993,6.3432,6.92148,4.94784,6.41894,6.3741,8.57278,8.02996,5.7874,6.62069,5.55092
IL21R,0.310667,0.214024,0.927552,0.240211,0.730151,0.818627,0.451822,0.591533,0.304021,0.18295,0.163347,0.306766,0.157922,0.381872,0.255964,0.13906,0.319662,0.51132,0.4305,0.38567,0.348686,0.328915,0.205181
HEBP1,31.0205,33.6161,36.7648,32.247,34.7304,29.7188,35.782,32.5222,31.3144,34.7367,29.6573,32.7218,32.7681,30.1595,30.2631,25.5859,33.6416,35.7382,33.7076,33.847,28.6336,30.5067,34.4164
SELV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APPBP2,5.56892,4.53865,6.41776,3.30595,3.47269,5.30848,6.27823,5.85833,6.08273,4.35101,5.54113,5.1274,3.75316,5.14018,5.5246,4.09856,4.61579,4.3949,5.20209,3.85737,3.7828,4.30725,3.68048
HP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294681,0,0,0,0,0
GNS,13.6344,14.4065,15.6482,12.9972,12.4678,16.5783,15.3243,16.2806,13.8665,13.3471,12.8074,15.3533,15.5197,13.8042,14.1159,14.0839,15.1941,19.0097,15.3083,17.3201,14.9408,12.9435,16.2917
SYT12,18.6164,24.6311,21.7726,28.8085,34.0364,24.5396,15.1446,20.0992,22.5343,16.6272,18.6092,39.49,46.4361,34.4556,42.5814,47.6396,38.8812,45.5335,34.5305,37.1763,47.0035,36.4489,48.8069
DRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGCS1,43.6345,56.811,88.4932,55.269,74.6954,79.6578,84.5674,81.7842,65.2789,69.2367,68.5812,53.3363,57.3706,84.3309,48.4873,60.8477,94.3556,64.6313,87.9643,73.4931,64.8318,87.593,73.5867
VGLL1,0.103265,0.0970492,0.13488,0.146037,0.127412,0,0.0489996,0.031972,0.153412,0.292474,0.233476,0,0,0.138118,0.0268809,0.127339,0.172254,0.0248929,0,0,0.0905165,0,0.0800569
TFF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB40B,2.73726,2.11962,3.21494,2.21903,4.1724,3.19385,1.73454,3.83994,2.62346,2.54772,2.13243,1.98296,2.73538,1.94358,2.19383,1.83432,1.90484,3.41408,2.74916,2.86462,2.17933,2.60013,3.03705
UBA52,407.226,423.316,394.241,437.457,407.745,350.422,405.488,388.16,390.037,413.716,374.846,451.477,411.441,376.767,401,416.359,405.087,415.001,413.023,357.903,409.783,395.458,449.209
RAMP2,0,0,0,0.0901063,0.18617,0,0,0,0.0660132,0.138188,0.20783,0,0.0634798,0,0,0.0517911,0,0,0,0,0.0801493,0,0
HIST1H1T,0,0,0.0551661,0,0,0,0.0503051,0,0,0,0,0,0.0427013,0,0,0,0,0,0,0,0,0,0.0825102
AMDHD1,0.0135274,0.024608,0.111545,0.152163,0.0156395,0.088502,0,0,0.213601,0.0228471,0.015657,0.0102402,0.0105073,0,0.0136267,0,0.0176659,0.0903574,0.0838385,0.0981363,0,0.0139025,0.198363
AC025262.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL29,461.987,478.728,450.14,505.057,487.566,434.087,430.736,469.953,420.599,409.254,424.906,514.92,501.45,421.594,481.489,489.85,477.892,553.503,489.777,459.272,517.144,484.525,528.422
FASTKD2,20.3866,22.0825,22.2476,22.329,17.3331,19.9556,21.6951,20.1555,19.5999,19.307,18.0084,20.4088,19.8759,17.813,19.4268,23.0954,22.9494,16.1012,19.9243,19.6139,18.3164,18.4688,22.0397
APP,83.2166,84.6115,93.8643,91.7459,98.9585,101.711,90.4383,99.8203,98.4116,102.229,105.181,84.9421,78.0927,80.3282,83.9484,87.6582,97.2505,92.5759,80.408,76.0154,90.1521,87.2407,98.1919
IGSF21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G4E,0,0,0,0,0,0,0,0.0060632,0,0.00427391,0.0058484,0,0,0.010517,0,0,0,0,0,0,0,0,0
SIGMAR1,38.6966,42.4211,45.7178,47.2382,60.0632,36.6963,40.1795,47.5628,42.5955,41.8828,44.7921,43.6645,44.765,45.3364,41.7638,41.4366,45.1631,41.1041,47.1266,47.0026,47.0841,45.557,50.7086
EPHB1,0,0,0.00984611,0,0,0,0,0,0,0,0,0,0,0,0.0101089,0,0,0,0,0,0,0,0
ZDHHC4,14.6269,15.9132,16.0678,15.0481,16.2612,14.934,14.9643,17.1053,15.0968,13.3596,13.2713,14.6162,14.7924,14.0386,14.3685,13.6889,13.2847,16.5474,15.309,16.6196,13.3684,13.1175,16.2772
HDGF,404.364,405.12,462.897,423.838,447.096,373.812,426.028,403.179,306.275,381.067,391.746,368.587,363.48,470.19,366.835,404.147,470.741,313.836,436.461,348.565,342.121,401.662,383.167
CADPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJP2,30.8585,30.5712,35.493,32.2332,37.8124,28.8229,32.8806,32.5283,37.5418,47.3283,41.2105,35.0401,31.6597,35.725,34.8811,31.3898,39.9481,30.6459,35.7625,33.3903,30.0475,37.9914,35.7772
DLG2,0,0,0.0144322,0,0,0,0.00959198,0.0186638,0.00861189,0,0,0,0,0,0,0.00471602,0.018312,0,0.0070943,0,0,0,0.00390271
UGGT1,11.5422,14.565,11.5627,13.5268,10.2309,16.2827,13.5694,14.1879,14.0987,13.8446,15.4182,12.2947,12.673,11.3376,12.2726,13.3334,12.972,13.3613,12.7339,15.6613,13.5002,11.8542,15.5857
GPNMB,0.677712,0.46799,0.304957,0.291043,0.380478,0.675862,0.307646,0.482053,0.365099,0.227447,0.367577,0.384365,0.416475,0.286109,0.533871,0.22171,0.264947,2.25623,0.570157,0.905827,0.462528,0.247403,0.355148
CHST15,5.65326,4.06155,6.16085,5.95002,7.17642,5.69615,5.32699,6.07435,7.52926,7.42858,7.68244,5.44013,4.15688,5.4755,6.20364,4.60655,6.41946,4.34145,4.72417,5.02797,6.0732,6.46115,6.84869
ASPH,46.6608,47.6939,49.9327,47.0781,51.8584,58.2918,47.8224,57.323,50.3934,42.851,51.1163,52.4975,50.5145,47.6192,48.933,56.483,59.7742,56.6269,52.4923,54.3207,55.2244,49.0286,64.5471
