Gene_ID,SUM149_DMSO_day2_rep1,SUM149_DMSO_day2_rep2,SUM149_DMSO_day2_rep3,SUM149_C70_day2_rep2,SUM149_C70_day2_rep3,SUM149_DMSO_day7_rep1,SUM149_DMSO_day7_rep2,SUM149_DMSO_day7_rep3,SUM149_C70_day7_rep1,SUM149_C70_day7_rep2,SUM149_C70_day7_rep3,SUM149CR_DMSO_day2_rep1,SUM149CR_DMSO_day2_rep2,SUM149CR_DMSO_day2_rep3,SUM149CR_C70_day2_rep1,SUM149CR_C70_day2_rep2,SUM149CR_C70_day2_rep3,SUM149CR_DMSO_day7_rep1,SUM149CR_DMSO_day7_rep2,SUM149CR_DMSO_day7_rep3,SUM149CR_C70_day7_rep1,SUM149CR_C70_day7_rep2,SUM149CR_C70_day7_rep3
SYNM,3.64431,3.49734,4.30945,5.89458,5.8425,4.58913,4.20821,3.88155,6.24758,6.77524,6.36507,5.97827,5.80926,6.80101,7.47281,7.57345,8.85268,4.72971,5.67495,5.66041,7.21819,8.19062,7.33696
CSF1R,0.185178,0.20388,0.200756,0.448933,0.380758,0.208851,0.125503,0.468057,0.533577,0.963038,0.447421,0.144269,0.362736,0.327014,0.225754,0.658598,0.397744,0.480436,0.238719,0.264626,0.315708,0.178582,0.533878
ARMCX5,3.92434,3.27013,5.00439,4.3187,3.99611,4.31291,5.2972,4.35967,4.57,4.05716,4.87466,5.47551,4.24665,4.63559,4.15101,5.03275,5.44805,2.45377,4.0557,4.26293,4.45649,5.27831,5.07885
REXO1,8.40643,9.37132,10.4474,11.2567,15.7277,6.76462,9.88168,9.4846,8.78096,11.398,11.3876,8.01149,8.68662,10.2329,9.52008,7.93072,9.40641,6.13978,9.46652,8.62431,8.1875,10.5663,9.38493
AC026407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM34,1.83E-05,1.71E-05,0.0242917,1.80E-05,2.28E-05,1.90E-05,1.54E-05,0.0444846,1.45E-05,0.073106,0.0143147,0,0,0,1.65E-05,1.84E-05,1.16E-05,1.78E-05,1.31E-05,1.91E-05,0,1.88E-05,0
MAGEA12,0,0.0153931,0,0,0,0.0187765,0,0,0,0.0152754,0,0.0684085,0.0562029,0.0188427,0,0.0381614,0.0118131,0.0507603,0.0123186,0.0184842,0.0148551,0,0.0271755
CSF2RB,0.00550082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS6,50.5095,48.4461,52.319,51.5883,60.7724,50.5578,55.3,50.7398,51.8657,61.0705,49.6994,63.6488,59.2722,54.6517,59.5941,57.3177,64.2962,58.2405,61.3576,55.2177,56.8295,62.4351,64.7483
ARRDC5,0.0553133,0.0167745,0.0181535,0.0336379,0.0638534,0.0574023,0.0169798,0.0221077,0.0456308,0.0467006,0.0427113,0.0557591,0.0572687,0.0192027,0.074322,0.0583256,0.0481553,0.103444,0.0125528,0.0376711,0.0302749,0.018952,0.0969214
AK5,0.0424137,0.201646,0.0656635,0.140528,0.0819215,0.0594686,0.0594799,0.261224,0.0517242,0.0214955,0.00981072,0.045009,0.0263638,0.00882136,0.063518,0.369885,0.0374025,0.071303,0.0797575,0.0572306,0.105343,0.0736544,0.14387
APBB2,9.9833,7.71708,12.1438,6.48144,9.39177,10.276,10.9233,9.80695,7.49724,11.0445,7.33682,7.31711,6.43503,7.85552,9.17007,6.75934,9.76853,9.91649,8.42131,7.82279,7.54594,9.21985,8.27307
MYBL2,104.677,116.15,106.903,142.14,143.749,82.9468,105.751,102.351,103.554,119.938,107.082,104.984,108.16,100.17,106.788,110.92,115.904,68.3372,105.031,91.8091,96.5676,109.744,118.917
HSD17B8,3.21467,2.13172,3.29267,2.77816,3.33113,2.87771,2.33964,4.02448,3.52141,2.94795,2.67754,4.31419,2.76482,2.77258,3.27912,2.31865,2.89715,3.16085,3.25614,3.44648,2.99835,3.80913,5.42377
FAM210B,9.95152,9.30829,13.0165,9.39961,14.2637,12.1989,12.5992,12.6565,10.5827,12.1223,9.46496,12.4554,12.0403,13.2341,12.7202,12.4663,15.1472,17.2271,12.8114,13.6776,13.2705,13.8468,14.4976
C2orf27A,0.237531,0.108081,0.421969,0.336047,0.219007,0.382637,0.229388,0.427296,0.381265,0.290722,0.302867,0.224174,0.258142,0.247582,0.26342,0.350528,0.356703,0.310685,0.282587,0.36344,0.350504,0.329665,0.338754
ZSCAN5B,0,0.0169222,0,0,0.0163082,0,0.0342575,0,0,0,0.0163308,0,0,0.0193722,0.0187443,0,0.0230307,0.00440055,0.0126626,0,0,0.019119,0
PPP1R3C,0,0,0.0329833,0.010211,0,0,0,0,0.00926962,0,0,0.00848565,0.00870293,0.0116551,0,0,0,0.0104878,0,0.0114679,0,0,0.00841817
LMF1,0,0,0.0366681,0.0251094,0.102739,0.0816407,0.0397845,0.413724,0.0453486,0.0363474,0.0438319,0.0921293,0.124683,0.0819125,0.041659,0.0798003,0.200374,0.269725,0.0856085,0.1192,0.111274,0.257661,0.171846
ST6GALNAC5,2.13398,2.64656,2.14749,3.31307,2.3458,2.29791,2.59398,2.49683,3.42899,3.7401,4.1548,1.67858,1.71458,1.98487,1.96587,2.19062,2.86756,1.4279,1.65564,2.4175,2.02052,2.54326,3.06634
GRIP1,2.4556,0.781148,1.75067,1.2278,2.54298,1.38653,1.60342,1.90699,1.35448,2.02659,2.31486,2.35297,1.45698,1.79183,1.18914,1.44523,1.89427,3.47784,1.56985,2.60233,2.16184,2.54772,2.56821
YTHDF3,12.3825,12.7197,12.49,12.2512,12.0082,12.2322,13.0941,11.3476,12.0024,12.2865,10.8161,11.2842,11.9335,10.7304,11.0331,12.558,12.5888,10.3407,12.4065,11.2884,11.2451,10.9354,11.9208
RP11-297N6.4,0.120248,0.439205,0.246499,0.333341,0.33972,0.255082,0.651144,0.290277,0.383002,0.405108,0.282912,0,0.0929914,0.126961,0.243932,0.126171,0.86359,0,0.480245,0.120247,0.0964834,0.123839,0.360062
C1QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP93,25.4473,27.2131,32.1202,24.7622,26.3908,26.502,30.7969,27.986,25.0681,28.2076,23.5213,24.6452,25.5182,30.1246,23.6776,22.4664,30.4537,22.2639,28.6184,26.5826,25.9249,30.427,27.0859
C2orf40,0,0.0440451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC93A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV3L,2.96873,3.85523,3.7752,3.75818,2.47955,3.77537,3.32747,3.13468,3.11132,2.8694,3.18847,3.27494,3.93136,3.2671,3.15714,3.85248,4.10795,3.93844,3.61395,3.73818,3.42962,3.29436,3.82437
C9orf85,15.2408,17.7036,16.9491,16.3083,16.3975,17.4326,16.7202,16.9973,14.9214,14.5228,15.5255,16.8268,17.9485,15.9292,16.2267,18.5885,18.8588,25.0302,18.0253,18.3135,17.7443,15.6501,18.4104
FMO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCPKMT,6.07561,5.58623,4.83387,5.31711,4.32813,5.09464,4.43577,4.93422,5.04655,4.45527,5.02826,4.63425,4.52195,4.39681,4.88141,4.7029,4.03766,4.87888,4.56458,4.96166,4.95286,4.00587,4.89384
GPIHBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4EBP1,59.6883,71.4987,68.5481,77.9312,97.7328,58.005,65.8182,72.9759,62.9198,65.1655,60.1336,65.3184,68.6272,58.9427,61.1037,59.9766,66.1085,59.119,67.0821,60.6152,67.4916,68.1794,72.4169
CDY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB7,0,0,0,0,0,0,0,0,0.00905409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM168A,6.13643,6.39473,9.25059,5.79589,9.53486,7.36083,6.60638,7.70624,4.9893,6.23479,5.29139,6.24117,6.32841,7.37538,5.30548,5.33163,7.18098,7.75982,7.30089,6.6874,5.47584,5.74804,6.86586
SSH3,19.1821,18.6074,21.1707,17.5238,22.0807,17.6847,17.906,21.4323,18.0589,20.1086,19.8699,23.3017,23.3462,24.4065,25.0699,19.2233,21.5136,22.6638,24.2792,26.65,24.7445,25.7701,24.5587
PPP1R9B,17.3635,15.7573,21.5299,16.8428,28.151,15.3925,18.2837,19.0781,14.2,19.9432,16.5169,18.1115,16.3065,21.6086,18.1891,14.5939,20.0609,15.1604,18.5413,16.4454,15.6257,20.1866,17.2896
STX8,19.8198,23.117,28.3751,22.7081,21.3226,28.382,23.3723,26.1285,15.2645,25.2918,19.5619,20.0759,16.817,17.0559,15.8577,17.294,20.5434,21.0641,19.4631,19.4848,15.8134,17.743,21.8293
C20orf197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPN,0,0,0,0,0,0,0,0,0.0031868,0.0458645,0.00443787,0,0.0210883,0.00399025,0,0,0.00250734,0,0,0,0.00316524,0,0.00577416
MOGAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141086,0,0,0,0,0,0,0,0,0
PSMF1,15.7511,16.6544,15.9176,17.1541,20.754,13.1274,18.5847,16.7698,14.7199,19.1228,17.0327,11.1451,13.7437,12.4563,10.6597,11.2644,14.4638,12.1076,14.3199,13.7906,11.4642,13.5522,15.2584
COX18,8.14079,8.08145,9.2207,7.25692,9.00754,10.3307,8.29742,9.58329,7.6599,6.45681,7.18836,8.01331,8.16958,7.63496,7.2025,7.58838,7.60292,8.98819,7.62204,8.87362,7.56257,6.91569,8.28103
MAGEC1,0,0.00574413,0,0,0,0,0,0,0,0.0106735,0,0,0,0,0,0,0,0,0,0,0,0,0
TNPO1,44.3959,46.0785,48.9399,46.2841,39.5238,43.7649,54.6421,41.4562,43.1743,53.8746,40.324,45.438,44.3798,45.6584,39.5265,46.3909,53.2022,39.8356,48.0416,41.9113,41.2535,44.0725,45.9
UGT2B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX4,20.1464,18.4313,22.384,19.8083,22.6376,21.0121,22.3742,21.2329,20.8054,25.1263,21.3105,20.9806,20.8699,24.1638,19.637,21.1503,25.8391,19.0107,24.4613,21.7449,21.2112,26.2866,22.5368
FBLN5,0.117274,0.0639952,0.149656,0.12828,0.0813957,0.0850356,0.10819,0.028117,0.145523,0.0396174,0.081421,0.0444095,0.0703485,0.0610091,0.0590592,0.0866024,0.061262,0.101172,0.0719919,0.108028,0.0482316,0.0843642,0.0528717
MAGED4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRLE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LATS1,8.32338,9.017,10.2367,9.8125,8.75147,8.41274,9.96334,9.4107,9.53495,11.3491,9.24333,7.23238,7.33824,8.47232,7.32449,8.28352,10.3979,7.38392,8.2184,6.87595,9.11607,8.98399,8.97323
YPEL1,0,0.0113214,0.0182894,0.011343,0.0216422,0.00643938,0.212009,0.00746182,0.0908882,0.0262965,0.00719838,0.0141656,0.00483799,0,0,0.00657031,0,0.0116664,0.00425304,0.0255284,0.00512893,0.0319851,0.014041
PNN,94.3257,92.8208,87.4155,80.9028,78.2166,88.1551,90.1291,82.5397,65.7924,78.4694,90.5086,69.7216,68.5766,75.7375,70.5719,66.8461,66.7657,74.1764,82.9031,86.9171,66.6617,75.5965,53.7659
FAM206A,15.2868,14.537,14.5164,13.415,11.5876,14.5713,14.522,15.0731,12.5233,13.9112,12.4219,15.0196,14.1723,13.5396,12.9128,14.1108,15.1864,16.0538,14.9395,14.731,12.5674,12.3752,13.5745
FOSL1,84.0228,75.1663,88.7078,82.8304,132.617,57.0233,107.931,93.9684,88.5721,123.145,110.469,50.0438,48.2946,65.8455,55.9894,42.3257,72.2354,25.2973,65.4834,61.0609,55.1999,75.4077,77.2411
OR5A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE3,0,0,0,0,0,0,0,0,0.0452661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL391152.1,0.0222293,0.0202279,0,0,0,0.0230929,0.0204526,0,0.0366185,0,0,0,0.0172574,0,0,0,0,0,0,0,0,0,0
TSPAN2,1.86312,1.44594,1.26932,1.80882,1.75517,1.57393,0.93854,1.77492,2.18899,1.0863,1.94739,1.78693,1.54008,1.34702,2.15764,2.34872,2.38288,3.07098,1.49609,1.98317,2.38545,1.77694,2.57047
EFTUD1,11.5076,10.6707,13.839,11.2601,10.8869,12.5269,13.7971,11.5181,11.3997,13.4302,10.9724,12.2937,10.9686,13.3681,11.2548,11.3736,14.945,13.9646,13.8456,12.6748,11.1632,13.6201,12.9234
RNASE13,0,0,0,0,0,0.0195788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT1,1.59822,1.55724,1.39957,1.41993,1.37743,1.24206,1.3428,1.31225,1.89064,1.58022,1.79392,1.68005,1.54112,1.49336,1.80108,1.66985,1.71482,1.30319,1.32398,1.45914,1.70892,1.5999,2.09428
EFCAB9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXO3,9.45323,9.13966,12.1905,9.1795,11.4519,12.7212,10.9705,11.4029,10.5136,10.8681,9.65665,10.2836,10.053,11.3257,10.2209,9.41704,13.2581,15.0356,11.6505,11.5003,11.692,11.0494,11.9072
CT45A5,0.0111925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANPEP,178.365,164.223,176.512,132.894,173.799,155.995,173.752,172.588,120.596,125.177,121.225,190.267,189.233,180.097,162.167,146.252,152.416,152.604,199.21,172.858,149.324,155.972,163.429
IFT43,9.75429,9.44585,8.86053,8.22919,6.41461,11.5729,9.23907,11.2054,7.90858,7.4038,8.7291,9.8468,10.4903,7.86015,9.16267,9.0437,9.46626,12.0974,10.0742,13.7777,9.08307,10.484,10.5363
HARS2,14.2329,13.8773,17.0724,14.2309,14.6944,13.4107,15.4832,15.9244,14.4956,15.8774,13.5453,14.9391,14.4034,15.7514,13.9944,13.0929,16.28,19.4099,16.7488,15.8968,13.6596,16.5858,14.972
OR4D2,0,0,0,0,0,0.0401198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-236F12.4,0,0,0,0,0,0,0,0.155712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVA1B,1.21994,0.935299,1.04952,1.23185,2.14055,0.96981,0.766139,1.2324,1.05339,0.893917,0.931454,1.20934,0.747257,1.03862,1.03641,0.642598,0.81743,1.07831,0.827431,1.14347,1.12905,1.08944,1.66148
NBPF15,4.89291,4.39686,4.20885,3.52781,2.94089,5.23811,4.29974,4.4897,4.17581,4.12035,4.22727,3.90972,3.74356,3.71171,4.17086,3.09648,3.58352,4.93015,4.48141,4.4569,4.13002,4.1003,3.72322
TAAR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM161B,5.7355,6.80622,6.24828,6.42771,5.8891,7.5986,6.17942,7.36579,6.68387,5.44473,6.32864,7.20604,7.12555,6.37426,6.63076,7.45247,6.69355,9.79158,6.68285,8.78894,6.91648,6.65785,7.19126
PLA2G4F,0,0,0,0,0,0,0,0,0,0.00677187,0,0,0,0,0,0,0,0,0,0,0,0,0
NLN,21.2018,21.2191,25.3821,21.4,24.291,21.2156,26.2816,22.2166,21.305,23.2488,21.5649,23.6747,23.8868,26.683,21.5153,25.4762,32.5634,24.6361,28.9755,25.0284,24.3861,27.9836,28.8311
TMEM14E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM186A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDHD1,7.69632,6.84552,8.90735,7.27838,7.87046,7.41146,9.16053,6.93972,7.60861,8.33979,6.77974,7.14651,6.44938,7.13509,7.28255,7.42614,8.73959,5.35777,7.94626,6.98067,6.83416,7.84256,7.58832
FAM134C,9.70363,8.81769,9.64345,7.49231,10.4185,10.0728,9.22154,8.87671,9.6692,9.26046,7.76298,10.103,9.25732,8.44592,9.96797,7.88487,8.81732,10.0753,8.96183,8.62402,9.86871,9.08364,8.56329
GLYCTK,0.396535,0.744412,0.38576,0.452763,0.558771,0.225081,0.395295,0.523275,0.442666,0.346353,0.258964,0.459307,0.486262,0.28394,0.470309,0.351819,0.183166,0.218805,0.326504,0.319721,0.327256,0.370549,0.459847
CYP2A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170155,0,0,0.0157944,0,0,0,0,0
VPS25,39.9505,43.8611,40.2473,39.6886,39.4578,36.081,45.6212,40.5448,38.3466,42.6724,39.4049,39.037,42.2084,39.7845,35.9714,33.7054,38.8931,30.4209,40.5793,36.7043,35.9633,39.1119,43.1918
CSRNP2,4.18462,4.79984,4.11873,5.45558,5.84972,4.70108,4.57625,4.70549,4.87918,5.18591,4.94718,4.5625,4.69503,4.40386,4.95575,4.16515,3.99585,4.48406,4.33703,3.92665,4.33803,3.94892,3.84914
TCFL5,11.5203,10.8869,15.0158,11.8222,17.5368,12.9853,13.3129,12.8813,12.016,13.2226,10.937,13.6163,12.3329,14.426,13.139,13.8469,15.1724,12.8275,14.3603,12.92,13.4674,15.947,14.2817
BABAM1,63.9136,60.5884,61.2892,62.7797,64.226,52.8829,59.2689,64.9439,57.5369,70.7085,60.318,64.853,61.1231,54.9314,60.2184,55.5194,63.3664,52.3225,60.8384,56.7071,53.9804,63.5198,64.9343
GUCA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769562,0,0,0,0,0
SPG7,11.4915,10.7827,11.379,8.7694,10.9204,10.9122,10.6715,9.71123,9.8991,10.6609,10.0053,11.4445,11.9022,11.1295,11.0154,9.04441,9.04393,12.5508,12.44,12.805,11.2499,12.3595,9.47528
NDUFA11,80.5778,84.4227,69.4759,88.3559,82.0298,71.8871,54.2695,77.7884,80.7582,65.6079,71.0143,81.3959,79.6881,51.3143,77.9845,68.6292,50.6944,82.2368,52.9204,76.6246,81.9792,56.8142,88.2327
TMEM200A,0.366267,0.517808,0.399945,0.477406,0.27301,0.442309,0.52503,0.527739,0.414246,0.578706,0.358867,0.0993441,0.0630991,0.0853275,0.0824174,0.137226,0.0318731,0.0606426,0.0112867,0.10003,0.00641696,0.0480458,0.110253
ABI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113754,0,0,0,0,0,0
ASB18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068987.1,3.89E-12,1.05E-12,6.63E-13,0.000133021,1.21E-18,6.12E-06,0.00828144,4.78E-07,4.23E-23,1.80E-25,2.17E-13,2.73E-37,0.000682668,6.38E-14,0.0831481,2.41E-05,0.0325869,1.54E-09,2.82E-10,3.79E-14,0.0346297,9.71E-52,0.00710914
RFESD,1.84404,1.50711,2.00244,1.83839,1.05745,1.72249,1.66207,1.30689,2.35345,1.73252,2.16897,2.19042,1.26996,0.753847,1.36279,2.20194,1.71042,2.19023,0.757742,1.21048,2.63169,1.87646,1.82081
ZPBP2,0,0,0,0,0,0,0,0,0,0.0403246,0,0,0,0,0.013334,0,0,0,0,0,0,0,0
ANO1,2.53141,2.79991,3.01664,6.38305,5.74321,3.17685,3.89851,3.21768,6.71106,8.05615,8.93478,1.2035,1.62051,1.27275,2.08672,2.11869,2.44685,0.583882,1.1592,1.41805,1.7322,2.34795,3.25041
MITF,2.07729,2.75992,1.62421,2.27869,2.52993,2.22934,2.19754,2.15151,3.05247,4.03933,4.04145,2.15431,2.30945,2.32504,3.27016,2.59099,3.02379,2.01619,1.99595,2.34099,3.16022,2.78874,3.60938
LGALS9C,0,0.0659797,0,0,0,0,0.0657843,0,0,0,0.0219306,0,0,0,0.0149916,0.0199628,0,0,0.0100875,0,0.0243291,0,0.0541029
NEK10,0.0634415,0.127404,0.0547155,0.102443,0.0224827,0.0110435,0.0179247,0.0375809,0.108946,0.0497403,0.0920454,0.0645424,0.0124778,0.0713807,0.116081,0.0831773,0.020891,0.0863678,0.0346269,0.208417,0.0814559,0.0366146,0.119769
ORMDL2,18.7067,19.3559,14.515,19.8716,15.2037,16.7037,15.1194,23.2212,22.6104,20.0257,20.6125,23.072,23.3324,13.7776,20.3021,21.1972,18.2367,19.09,16.3845,23.6912,21.7952,14.4893,26.1673
CSAD,1.60677,2.36338,1.63653,0.727841,1.00528,2.10296,1.02579,2.57363,1.22893,1.29243,1.53453,1.91588,1.80796,1.4508,1.98097,0.709457,0.573568,2.32444,1.85622,2.75116,1.33917,1.67714,1.00543
CHL1,0,0,0,0.0275737,0,0.00526355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX49,20.3547,20.8489,20.7221,21.0276,23.3479,14.3374,21.6648,17.156,18.1486,23.5745,16.862,19.0329,19.7999,18.3461,18.7196,19.1539,19.334,17.4793,21.4596,15.7863,16.6272,20.6523,18.2866
BCL2L2,17.4603,15.8301,17.8305,15.9051,17.4947,17.5084,17.4496,17.9624,14.5562,17.7734,15.3197,15.0976,16.5819,16.9504,13.8347,12.4229,13.6908,15.5904,15.7644,16.9427,13.7403,17.0828,16.7915
FFAR4,0,0.0137721,0.00741759,0.0267696,0.00876888,0,0.00699017,0.00907434,0.0229208,0.0383959,0.0525658,0,0.0235423,0.00787183,0.0152556,0,0.0148378,0,0.0155161,0.023289,0.0221013,0,0.0341633
P4HTM,6.28243,4.99525,6.05312,4.01157,5.06722,5.13541,6.47661,6.8353,4.50412,4.33982,4.85224,7.09532,5.96403,5.21485,5.27622,5.22915,4.25914,8.24706,7.12341,7.64623,5.91231,6.49566,5.43364
PLEKHN1,2.59563,2.78079,2.45444,2.05835,2.77617,2.04001,2.47161,2.88433,2.59719,3.12616,3.96342,2.03064,2.20792,2.58887,2.31233,1.75602,2.18278,1.64632,2.30798,2.51943,2.08572,2.71497,2.69426
TSNARE1,1.90186,1.48907,2.51223,1.97354,3.73806,1.82046,1.9069,2.67427,1.37508,1.5916,1.60974,1.79416,2.46734,3.05961,1.80959,1.42681,2.40076,2.89491,2.54655,3.06596,1.84026,2.35371,2.10998
FXYD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN1C1,0.0927541,0.0314195,0.189355,0.215611,0.273689,0.110879,0.140423,0.124335,0.20418,0.420896,0.284787,0.39401,0.324981,0.490365,0.679376,0.542271,0.722215,0.240379,0.277249,0.208547,0.596423,0.849413,0.747524
OTUB1,49.226,52.3386,47.0345,51.8697,71.6033,41.2849,46.0018,50.5673,45.2555,47.6649,43.2926,45.9234,47.2746,41.904,43.4128,39.5827,40.8892,41.4112,45.0967,40.9011,42.3703,45.6113,46.7381
C11orf84,24.1789,22.3828,23.4005,26.7308,28.9116,21.5585,25.9561,23.3956,24.0833,25.9524,22.3986,21.2104,21.6929,21.2871,21.8549,16.7131,19.8024,17.0993,21.0287,17.7553,19.4405,22.5885,19.0698
RP11-477N12.3,0,0,0,0,0,0,0.0376138,0,0,0,0,0,0,0.085835,0,0,0,0,0,0.0416894,0.100517,0,0
TLE6,0.0698723,0.0727559,0.0806426,0.133426,0.0361483,0.0162212,0.0576663,0.037511,0,0.0554456,0.0935495,0.154582,0.130658,0.0325715,0.470842,0.0329971,0.0204291,0.235931,0.0213172,0.0694497,0.309282,0.186378,0.216412
IL17RA,1.91057,1.77545,1.93641,2.15408,2.3356,1.80201,1.93434,2.16604,2.51284,2.36491,2.36221,1.99578,2.08601,1.8939,2.13664,1.92708,2.0695,1.92746,1.86617,2.20299,2.20301,1.96913,2.41274
RPL26,1699.42,1676.84,1250.54,1881.28,1051.89,1786.18,1198.82,1746.41,1662.7,1230.4,1802.55,1709.09,1644.51,1104.42,1642.02,1897.36,1427.85,1988.25,1258.51,1592.8,1791.72,1258.2,1891.19
C17orf50,0,0,0.0333494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNG7,0,0.00583451,0.0251365,0.0175371,0.0297402,0,0,0.0230728,0.0053202,0,0.00741955,0.00973311,0,0.0133425,0,0.0067719,0.0083806,0.0180362,0.0175334,0,0.00528608,0.00659342,0.00964786
MYRF,0.0141636,0.0421171,0.0271043,0.00840869,0.0160552,0.0715943,0.0511922,0.0221305,0.0594442,0.0508796,0.0160087,0.00350191,0.0179388,0.014394,0.00464598,0.0146168,0.00301394,0.00865221,0.00630957,0.0213821,0,0.00474206,0.0208263
SLC1A4,2.60612,2.61316,2.55159,4.08809,4.0541,3.34395,3.03036,3.40229,4.0635,4.61707,3.84721,1.71411,1.6339,1.4694,2.40465,2.15058,2.34112,1.11472,1.20912,1.56043,2.12533,2.48713,2.35109
KLK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRG1,34.9707,36.1055,32.0393,39.963,29.3721,32.7673,35.995,32.523,35.4114,37.2482,33.1538,36.2989,37.9354,31.8937,35.1687,40.898,37.5435,35.2332,34.8649,32.8478,36.7094,33.2566,39.9038
SAMD13,1.47303,0.935092,0.851343,0.385985,0.462248,1.08616,0.77788,1.52151,0.925543,0.309782,0.501901,0.891577,0.448886,0.579813,0.403706,0.442731,0.510919,0.729623,1.16339,0.775632,0.259241,0.504134,0.555431
AC091150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDH18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYGM,0.034516,0.0884939,0.0640783,0.0294948,0.0249634,0.0448032,0.0398219,0.0387919,0.0535631,0.0909388,0.0626492,0.0588776,0.0201105,0.0563847,0.0434374,0,0,0.0505097,0.0147191,0.0886568,0.0621267,0.0332557,0.0324243
PPIB,265.703,248.502,225.104,241.326,221.272,245.891,225.462,239.664,227.095,208.712,212.723,257.825,237.886,186.705,235.64,226.859,213.405,261.646,225.323,226.998,244.537,201.948,253.379
NR1H4,0,0,0,0,0,0,0,0,0,0.0174602,0.0479285,0,0,0,0,0,0,0,0,0,0.00795226,0,0
IGFBP5,0.00425204,0.011597,0.0249601,0,0.00492995,0.0487634,0,0.00509582,0.0035285,0.00359224,0,0.0419078,0,0,0,0.0044879,0,0.00797032,0,0,0,0.00436868,0
PFN2,100.807,92.6017,108.609,95.2495,110.225,115.015,101.053,118.232,101.562,88.3097,91.4378,113.464,105.877,103.389,108.974,110.375,117.618,122.535,106.155,117.21,103.647,99.5349,120.062
CXCR2,0.0711296,0,0.0284827,0,0.0112055,0.0675144,0.00893438,0.086807,0.127275,0.0163532,0,0.00733564,0.00752121,0.0201386,0.0691025,0,0.0189643,0.427872,0.0330343,0.0198281,0.0159349,0,0.0590843
TCEB3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTB2,7.96072,7.59657,9.61309,8.29758,8.84929,9.84508,8.78878,7.89104,9.15053,8.31645,7.92565,7.75414,8.23973,8.62209,8.85442,7.71906,9.94081,7.95979,8.29575,7.86043,8.79184,10.1435,9.46614
OR4K17,0.0330259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
