Gene_ID,SUM149_KDM5A.KO_C70_rep1,SUM149_KDM5A.KO_C70_rep2,SUM149_KDM5A.KO_DMSO_rep1,SUM149_KDM5A.KO_DMSO_rep2,SUM149_KDM5B.KO_C70_rep1,SUM149_KDM5B.KO_C70_rep2,SUM149_KDM5B.KO_DMSO_rep1,SUM149_KDM5B.KO_DMSO_rep2,SUM149_ROSA26.KO_C70_rep1,SUM149_ROSA26.KO_C70_rep2,SUM149_ROSA26.KO_DMSO_rep1,SUM149_ROSA26.KO_DMSO_rep2,SUM149_ZBTB7A.KO_C70_rep1,SUM149_ZBTB7A.KO_C70_rep2,SUM149_ZBTB7A.KO_DMSO_rep1,SUM149_ZBTB7A.KO_DMSO_rep2
SNF8,13.5322,13.6286,17.4877,13.386,13.8208,14.0872,15.238,15.5664,13.4568,14.1588,12.3283,13.4985,12.1512,16.7384,13.2039,14.3865
SCAMP5,1.64295,1.69484,2.01302,1.27408,2.10875,2.157,2.00592,1.55278,1.9212,2.19231,2.14483,1.72924,4.33208,3.84422,2.74108,2.33252
ZNF720,6.92729,9.36714,7.89722,9.36999,9.2486,8.34913,9.95306,8.17498,7.73281,7.08662,8.63508,6.81529,11.2114,8.93095,9.01686,10.8536
C1orf170,0,0,0,0,0,0,0,0.0135624,0.010801,0,0,0,0.0110515,0.0236274,0,0
NBEAL2,2.88667,2.88702,2.92064,3.04537,2.66239,3.23948,2.91708,2.5689,3.68649,3.28867,3.3811,3.0582,3.37824,3.6331,3.29864,3.96499
GTDC1,3.33243,3.68998,4.18299,3.90838,3.52263,3.40187,3.95314,3.98767,3.71553,3.30026,3.2089,3.54554,3.50547,4.01716,4.40931,4.13877
MTFMT,11.8162,12.3301,12.698,13.0921,12.539,13.6176,13.2553,12.8812,12.5012,12.425,11.7314,11.4863,11.7531,12.6775,13.3529,12.5172
USP17L25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPATCH8,12.018,12.7643,13.3519,11.0917,13.068,11.439,11.7442,12.1935,13.2462,13.6779,14.2225,13.8672,12.5659,12.0238,12.184,11.765
WDR91,0.481062,0.625242,0.61637,0.63946,0.53853,0.538847,0.867326,0.569318,0.472048,0.60083,0.739839,0.657056,0.479919,0.538227,0.677554,0.673478
JUN,12.6913,15.101,9.49341,8.73223,13.2734,14.2568,11.226,11.2402,12.2089,11.6119,9.69019,10.0278,12.8535,14.4349,8.57504,9.00961
DYRK1B,0.441283,0.64304,0.431042,0.378759,0.444303,0.404895,0.424513,0.297887,0.488981,0.654089,0.299287,0.403862,0.494923,0.464839,0.286019,0.691055
ACR,0,0.0227777,0,0,0,0,0,0.0319883,0.0254629,0.0808343,0,0,0.0520854,0.0279353,0,0
ACOT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR7L,0.183945,0.115388,0.105623,0.108831,0.138433,0.209021,0.308154,0.182518,0.153417,0.256229,0.220167,0.178496,0.247817,0.212111,0.196356,0.306131
RAPGEF6,4.42647,4.96211,4.93954,5.69079,5.2165,5.79719,4.94696,4.75787,4.64806,5.0303,4.66366,5.03656,4.81105,4.88596,4.78327,4.48004
KRTAP9-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3D,0.342146,0.264032,0.580561,0.338425,0.705841,0.230861,0.202217,0.248951,0.190926,0.480432,0,0.147935,0.59656,0.0747543,0.549358,0.417227
AL445989.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD52,16.1107,17.2754,18.4031,15.8227,16.3604,17.003,19.5924,17.9184,17.8289,17.9415,19.4148,18.4881,18.1729,18.6686,18.513,17.8613
IRF4,0,0,0,0,0.00462681,0,0,0,0,0.0144477,0,0.00595227,0.0181947,0,0.0179822,0
SLC25A47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704112,0
HEPACAM,0,0,0,0,0,0,0.0122107,0,0,0,0,0,0,0,0,0
UMODL1,0,0,0,0,0,0,0,0,0,0.00793077,0,0,0,0.00710405,0,0
SLFN13,0.0188056,0.166996,0.00700681,0.0266219,0.076347,0.0126155,0.144138,0.0134647,0.0388971,0.0784826,0.142708,0.2699,0.172701,0.0618019,0.0235762,0.0945248
TMEM212,0,0.0573685,0,0.0311656,0,0,0,0,0,0,0,0.0185577,0,0.0202243,0,0
USP46,2.44012,2.49861,3.60212,4.15959,2.81761,2.89266,4.83911,3.36698,2.76798,3.11083,3.74213,3.38659,3.19975,3.08485,3.599,3.94697
HKR1,3.84419,3.76678,4.62237,4.27389,4.11319,4.99567,5.73547,4.97594,4.11219,4.96974,6.01917,5.85048,4.64368,4.32877,5.53893,6.23213
AP000758.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELF4,22.8202,25.9689,23.0488,17.9785,24.2069,23.6275,23.9288,21.578,27.1459,26.2683,24.9243,23.9718,23.1874,23.8394,20.9341,21.2027
ELL2,25.094,25.8218,17.044,17.5503,26.7171,24.5357,19.7302,20.5395,22.6018,23.7073,20.2565,19.0316,22.7817,22.9066,21.4471,19.6232
POLR3GL,2.41855,2.76491,4.37469,3.72093,2.65363,2.62882,4.29695,3.84346,3.78635,3.28905,4.93217,6.25778,2.32359,2.1714,2.8556,3.54732
KRT76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOF,0,0,0,0,0,0,0,0,0,0,0,0,0.0215049,0,0,0
MCPH1,8.6877,9.0384,7.90652,9.35537,8.86955,8.49354,7.7999,7.45778,8.71454,8.20704,7.4784,7.5252,8.80949,8.10507,7.92496,7.81193
CPT2,14.1488,15.2504,18.8799,16.7551,13.6703,14.6981,18.2896,16.5915,15.2378,15.2264,17.3265,16.5942,12.9475,14.0973,18.018,15.4009
AGAP6,3.89334,3.34013,3.62073,2.77328,3.28315,3.14252,3.77659,3.23612,3.35921,4.14662,3.50844,3.52139,3.50914,3.49028,3.21126,3.36098
RNASE7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECPR2,1.33706,1.40729,1.87918,1.62731,1.41351,1.56371,1.9741,1.48359,1.63679,1.65955,1.64083,1.58638,1.40146,1.60295,1.92952,1.80097
KLRC4,0,0,0,0,0,0,0,0,0,0,0.0508113,0,0,0,0,0
FIGNL1,6.88628,6.7424,6.39178,7.3099,7.51427,8.0196,7.05838,5.93366,5.9223,6.09493,6.40114,6.28059,4.83136,4.89776,5.23624,5.35608
EYA3,10.2907,10.7672,10.457,10.4194,10.691,10.6445,11.597,10.5743,9.85008,10.578,10.1392,10.1671,10.8494,11.4807,11.6066,10.3532
ARHGEF40,0.685601,0.685139,0.929561,0.876249,0.576146,0.531599,0.932295,0.756842,0.668397,0.804778,0.921335,0.788574,1.58097,2.12285,2.11577,2.03636
VPS29,48.0995,46.0842,47.0524,56.4501,47.7382,44.7072,47.5791,51.583,43.0777,44.0373,42.1972,42.6397,41.2206,44.8169,48.1453,44.6574
IFIT1B,0.0153226,0,0,0,0,0,0,0,0,0.0213509,0,0,0,0,0,0
JAK2,0.28756,0.360222,0.37223,0.554943,0.522543,0.453906,0.499707,0.609731,0.459188,0.458513,0.499703,0.432329,0.428449,0.450559,0.696241,0.595317
SSC5D,0.0632339,0.0759701,0.0430992,0.0548203,0.0767354,0.0616595,0.0444938,0.0987178,0.0524299,0.111841,0.0371488,0.0263284,0.0670631,0.0429357,0.0110174,0.0103189
DPP7,10.3139,10.3018,9.09757,8.39317,8.5396,9.2934,7.94777,8.43011,9.99643,9.72481,9.15958,6.97947,12.1301,14.4274,7.42934,8.14322
SLC33A1,21.8711,21.8949,20.8462,22.6218,21.719,19.103,20.314,22.6322,17.6553,19.1511,17.0306,17.4695,19.5306,19.6086,21.6264,17.984
KCNH1,0.00936775,0.00953482,0,0.0179296,0.0166767,0,0,0,0.0106849,0,0.0121248,0,0.0218757,0.0346247,0.010817,0
KIAA0020,32.7399,37.2085,31.8532,36.1207,35.2433,35.8196,35.5167,32.5591,35.852,35.0912,34.9395,35.9293,35.581,37.5099,36.0904,36.2336
CAGE1,0.17085,0.229537,0.244786,0.230976,0.116234,0.228895,0.14344,0.191192,0.163992,0.0978817,0.159116,0.103649,0.143815,0.115544,0.104899,0.225877
C4orf29,2.95041,2.97511,3.35709,3.48537,3.26611,2.74461,3.32563,3.24479,3.07891,3.2086,3.28658,2.83186,3.66745,3.71245,3.38008,3.43172
HRCT1,2.44385,2.85783,1.98112,1.99752,2.27031,2.02885,1.71959,2.24579,2.32438,1.84518,1.57433,1.94883,1.76012,2.56139,1.70926,1.50734
RP11-723O4.6,0.104842,0.0395292,0,0.0496701,0,0.0583564,0,0,0.0147563,0.128511,0.0167596,0,0.10895,0.238194,0,0
MYL2,0,0.0486336,0,0.187539,0,0,0,0.136106,0.108209,0,0.185987,0,0.110586,0.0808067,0.0551994,0.102353
C8orf56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF212,0.0253539,0.0258324,0,0.0243413,0.0225523,0,0,0.0181643,0,0,0,0.0436022,0.0147995,0.0158265,0,0.0137121
IFITM1,6.65432,6.19644,6.75535,6.19522,6.03919,7.07499,7.75774,6.23244,7.62088,7.14402,7.03891,6.14085,8.09446,8.86115,8.3274,8.11132
PLA2G5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDCL2,0,0,0.0649349,0,0.0382122,0,0,0,0,0,0,0,0,0,0,0
EMR3,0.0306629,0.0156343,0.0228986,0,0.0136349,0.0617813,0,0,0,0,0.0198889,0,0.0179032,0,0,0
RNF24,3.5613,3.08498,3.80998,4.05663,2.95868,2.6529,3.13066,3.46245,3.33105,3.97046,3.49343,3.08222,2.98683,3.40651,3.48988,3.28192
LRRC14B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-297N6.4,0.582215,0.367961,0.17989,0.487801,0.103037,0.318518,0.191525,0.339882,0.403929,0.833452,0,0.135856,0.13737,0.151553,0.139186,0.254017
FAM81B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101002,0
PCP2,0.099928,0.136876,0.191575,0.520226,0.0886627,0,0.158758,0,0.298821,0.0703053,0.333601,0.115371,0.123827,0.620221,0.148225,0.270168
FAM221A,0.0412341,0.0661491,0,0.092688,0,0,0,0.12822,0.0589762,0.041596,0.0387847,0.047528,0.0602657,0.0652519,0.125488,0
ADAP1,4.01946,5.03766,3.8589,2.61541,3.22579,2.69545,2.90083,2.9086,2.96399,3.92861,3.99293,2.85905,2.59973,5.11937,2.95574,3.6603
GJB4,0.234448,0.217926,0.349526,0.0976275,0.272056,0.150464,0.284766,0.262785,0.348834,0.29785,0.184761,0.245306,0.190354,0.203403,0.247216,0.220476
FXYD5,89.1013,102.587,85.7569,64.5433,88.8114,84.1391,79.8059,84.5066,90.6453,86.0405,82.4367,78.6188,72.5975,82.594,71.9951,71.7202
MPHOSPH6,24.4458,23.952,17.5874,18.7624,23.5074,18.725,20.378,23.1924,20.6054,19.717,21.244,23.1793,21.0482,22.2239,19.8212,19.4011
FNBP4,23.6261,23.3932,22.6864,22.616,23.4988,24.1628,24.244,22.3194,23.2292,25.8599,27.2835,24.1685,24.9707,24.1983,22.0331,22.9004
AZI2,19.5993,18.8155,23.2104,24.3187,18.1593,19.1003,22.816,21.8117,18.0764,18.5118,23.0755,22.442,17.0661,17.515,20.4555,23.6217
PVALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OS9,21.2924,22.0051,19.8094,15.3938,21.4034,17.5956,20.7589,22.2531,19.9754,17.3817,22.4122,21.5654,18.2299,18.9638,19.9344,21.2896
GEMIN7,15.4599,15.2437,15.141,13.6135,15.7866,13.9446,13.9305,18.1615,13.3199,13.0337,14.093,13.0602,13.6477,14.8335,13.7274,15.0899
SMR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDHA,410.022,443.252,411.203,401.635,427.044,417.127,424.035,410.116,380.784,378.59,386.358,410.381,362.906,387.832,405.828,395.211
PCBP1,203.492,223.425,230.712,204.696,197.762,194.09,210.06,203.799,196.162,202.5,199.647,203.651,194.18,208.973,207.791,207.399
SLC35A2,27.1693,28.5812,25.4431,17.7116,22.0931,19.5291,22.3855,23.3712,23.0227,22.609,21.039,21.8645,23.0569,24.7675,21.4659,22.7024
CHP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP107,21.2585,23.3023,23.3578,28.0473,22.4069,23.9246,23.6203,21.2686,21.7929,21.0447,22.4791,22.183,20.2536,21.7906,22.1384,22.3232
ADIPOR1,51.7167,52.9289,56.9339,46.1692,47.198,47.5581,54.7041,53.2383,54.4221,55.6697,54.0174,53.3875,49.4822,49.3725,57.6978,53.4143
CENPK,16.2703,15.9358,15.8061,21.7359,16.8319,16.427,18.6816,18.0582,14.8392,17.2058,20.6952,19.2282,16.3727,17.2354,16.6456,17.2624
C16orf96,0,0,0,0,0,0,0,0,0,0,0,0,0.025873,0.00920735,0.0170562,0.0159839
AL359195.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN15,0.367832,0.343212,0.779235,0.549263,0.50731,0.380095,0.942413,0.489194,0.336247,0.555745,0.738425,0.643549,0.473012,0.648421,0.822795,0.852589
HOXB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIN3B,12.0605,12.3482,15.2412,13.3943,10.2013,13.3664,14.9735,12.3672,12.3822,11.5544,13.3469,13.0761,13.6271,14.774,17.1464,15.1897
MND1,25.8034,27.1478,29.9035,34.5602,22.6591,22.5474,32.0137,30.5041,23.6917,26.3936,30.8116,30.0937,25.7285,26.7935,30.8142,34.8692
GADL1,0,0.00630548,0.0336287,0.0287581,0.00669675,0,0.0116625,0,0.0171642,0,0,0.0243422,0,0.0231649,0.0158364,0.0148427
TANC1,6.82832,7.30649,7.20634,8.21797,7.1248,7.99743,7.3564,6.22784,6.64504,7.11703,7.23693,6.80155,6.57032,7.00132,6.52525,6.5575
NXF3,0,0,0,0,0,0,0,0,0,0,0,0,0.0388263,0,0.0323587,0.0343254
LIPH,1.46363,1.61542,1.04921,0.888497,1.4862,1.98017,0.595939,0.906431,1.74202,1.37101,0.560919,0.515791,1.59952,2.29427,0.591423,0.74692
AP001024.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CST11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC49,1.22717,1.29509,2.09037,1.94619,1.67702,1.30102,1.56407,1.78848,1.27968,1.29503,2.10721,1.51569,1.2324,1.48228,1.71936,1.98256
SNX22,0.525962,0.399292,0.420971,0.420083,0.44704,0.252705,0.304176,0.382105,0.698262,0.491207,0.223394,0.341698,0.558766,0.577064,0.489178,0.381973
CLCN7,9.35306,10.4275,11.5786,7.87814,7.49632,8.05937,8.92267,8.59368,8.53014,8.49618,8.74529,8.03222,8.37494,10.2681,9.60699,8.7514
TEKT3,0,0,0.0550168,0.170624,0,0,0,0,0,0,0,0.042101,0,0.045717,0,0
ZSCAN22,0.657472,0.748162,0.61059,0.529351,0.617289,0.598484,0.756454,0.776918,0.467627,0.60358,0.701712,0.663062,0.598152,0.555706,0.556503,0.58692
NCOA5,13.0517,16.0854,13.7077,12.065,13.936,15.1051,13.2477,16.8714,12.8194,13.9309,15.1765,13.9067,14.7072,14.8093,14.5776,14.2387
MSMP,0,0,0,0,0,0,0,0,0.0717507,0,0,0,0.0732922,0,0,0
AC005841.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445329,0
TMPRSS11BNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UHRF1BP1,5.22225,5.31828,6.33614,6.51378,5.50626,5.88656,6.74294,5.74606,6.18719,6.1058,6.49676,6.14174,5.69712,5.84083,5.91813,5.70299
MUC12,0.0032881,0.00500766,0,0,0,0.0011006,0,0,0.00187292,0.00456419,0,0,0.00703034,0,0.00378643,0.00177657
PRM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOGAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMOD4,0.034017,0.141052,0,0.050404,0.0460581,0,0,0,0,0.19145,0.0337541,0,0.0302921,0.143992,0.166394,0.226269
CPO,0.0274754,0.0281289,0,0,0,0.0369929,0,0,0,0,0,0,0,0,0.0319174,0
HARS2,10.7404,11.6678,12.7193,10.0149,10.256,12.4279,12.1097,12.422,12.2706,11.8854,13.1588,12.0492,12.0427,12.1176,12.4548,12.312
ZNF217,15.5773,16.1204,15.4188,17.8741,15.6108,18.3595,16.2676,16.037,14.9658,16.1376,13.5947,13.5322,16.3197,17.6117,16.1973,16.1132
IQGAP2,0,0.0192607,0.0972345,0.0649014,0.0164744,0.0299366,0.00764126,0.0141341,0.0190802,0.0262912,0.0432488,0.0193911,0.0288094,0.072025,0.0438237,0.0900159
LMNB2,52.7028,60.5075,64.154,52.012,54.5161,54.2877,63.0911,55.8994,57.8416,58.7318,63.0929,60.8801,51.0903,57.9219,61.13,61.5001
RPAIN,15.3062,14.7235,14.9978,15.8721,13.9992,17.4921,17.6741,17.0499,12.5605,14.0785,16.0101,16.501,15.3708,17.3792,16.4219,16.8721
HIST2H4B,2.51585,2.75519,2.99244,1.86642,3.62683,2.86171,2.65718,2.55884,2.02,2.06752,1.92893,1.90995,2.28857,3.24508,3.80548,3.20624
CDRT1,0.181312,0.185868,0.19817,0.0998522,0.309616,0.258332,0.128084,0.205176,0.235981,0.259645,0.168033,0.0928661,0.213822,0.331609,0.091263,0.13442
HNRNPH3,91.8165,98.344,92.9386,94.3323,97.744,99.7811,105.656,98.2516,98.0464,98.4714,106.02,103.014,96.0999,97.7613,105.249,106.371
SLC26A9,0.0433991,0.0441255,0.0777891,0.0236567,0.0155021,0.0166241,0.071912,0.0532385,0.113319,0.0806955,0.112206,0.0664893,0.162589,0.151797,0.100109,0.0564993
POMT2,3.02215,2.60829,2.61273,2.72382,2.92638,4.21006,4.13936,3.7682,4.09305,3.19486,3.37292,2.19871,2.52748,3.4173,3.46954,3.29101
PTHLH,0.999513,1.53915,0.781375,0.571855,1.83659,1.98005,0.639462,1.14003,1.59425,1.70663,0.933503,0.933474,1.76067,1.7577,0.759534,0.72947
PGR,0.0159631,0.0325987,0,0.0074408,0.0426481,0.00524585,0.00302399,0.00839929,0.018068,0.0661185,0.0359607,0.0180301,0.00228308,0.00486646,0.0184916,0.00634805
PHYHIP,0.727526,0.589624,0.629316,0.425212,0.4659,0.703242,0.320151,0.438743,0.849692,0.824432,0.533774,0.440191,0.729048,1.12558,0.731213,0.617548
TINAGL1,38.3239,41.1946,32.2372,26.024,40.3431,39.2791,35.345,36.4581,42.7299,41.2595,36.5271,33.3871,34.6427,40.0153,27.4901,25.6927
NPC1,29.3883,31.4395,28.3526,27.1128,29.6565,31.6879,27.8598,30.7107,32.8091,30.6978,27.7457,26.8009,25.1649,26.3725,23.1657,20.5486
NCMAP,0,0.0145073,0.0106213,0,0,0.0382596,0,0.0102091,0.00813243,0,0.0092229,0.00816844,0.141467,0.0799507,0.123423,0.0771146
PLA2G10,0,0,0,0,0,0,0,0,0,0,0,0.0405755,0,0.0444165,0,0
METTL7B,0.0629818,0.128688,0.314192,0.0812782,0,0,0.131155,0.180759,0.0239824,0.0586004,0.109177,0.0241069,0.269825,0.263013,0.43802,0.363543
SLC37A4,4.50517,4.36223,5.90159,4.28019,3.66883,3.71521,5.49672,5.37227,5.04189,5.39815,6.02863,5.38993,4.814,5.28731,6.95009,6.78469
PRSS27,0.927938,0.797421,0.943767,0.935285,1.0106,0.68547,0.939925,0.989561,1.06128,1.04705,0.702938,0.757452,0.630109,0.828126,1.00926,1.03734
CHN2,0.647805,0.245559,0.435948,0.514387,0.408395,0.5949,0.592069,0.471967,0.220464,0.424006,0.449163,0.461179,0.451524,0.598019,0.855407,1.0011
CNKSR3,3.46068,3.95183,4.49735,4.98356,3.82404,3.61299,4.62916,3.91836,3.43064,3.62153,4.68598,3.83874,4.44973,4.6309,5.24525,4.73414
DEFB116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STOML1,0.891417,0.888191,1.30174,1.24686,0.611078,0.649392,1.17935,1.4425,1.09515,0.679944,0.744982,1.52706,1.05189,1.15679,1.08657,1.45233
MLLT10,10.5512,12.5422,12.1302,13.5209,11.5058,11.5202,13.7846,13.0333,9.98319,11.4414,11.3978,11.613,10.4295,10.403,11.2717,9.63697
OR5M10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB561,18.4355,18.19,19.5669,16.011,16.6395,15.4939,17.9328,17.6105,17.5491,17.0232,19.2202,18.7891,17.7519,17.7047,19.3651,18.4599
ERCC5,5.80733,5.9311,6.24772,6.04327,5.27854,5.46559,6.1333,5.74717,6.09393,5.99012,6.45908,5.68652,4.8173,4.65405,5.54228,5.68061
BAZ1B,37.2129,41.0405,37.179,35.8109,39.9005,39.6046,40.5433,38.5564,39.1438,40.5242,40.6751,41.6063,39.9173,41.6052,40.302,41.1134
MAP1LC3A,1.22353,1.07732,1.56746,1.37237,1.2597,1.03589,2.5255,1.79517,0.990593,1.08106,2.26786,1.81171,0.93242,1.17436,0.84144,0.879293
SNRPC,119.703,118.862,116.212,88.9738,102.798,95.7286,112.453,114.673,109.904,106.628,112.343,112.797,110.524,118.18,119.158,120.437
PRR15,8.76763,10.4889,10.4583,8.20039,7.87183,9.56548,9.14956,7.80428,8.11123,8.45266,7.14286,7.17202,6.39376,7.62701,6.8598,5.9672
LRRC27,0.544085,0.539348,0.933114,1.21167,0.861869,0.720275,1.58004,1.1332,0.602007,0.624217,1.14264,0.683361,0.51424,0.477996,1.03362,0.784646
RP11-187E13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35G6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323932,0
RNF44,7.57172,8.10622,9.35773,8.4655,7.79282,8.20824,9.9837,9.43291,9.33968,9.52713,10.6107,10.0353,8.3487,7.94765,9.94621,9.95749
C17orf82,0.0206012,0.0210441,0.0308272,0,0,0,0.0321679,0.0295609,0,0,0,0.0473085,0,0.0258051,0.0238761,0
UBE2L3,73.0481,78.4963,78.7482,79.4337,73.0288,73.6943,74.3227,77.6423,66.8053,65.0074,68.1558,71.6124,70.8597,72.6415,77.821,82.2319
ACTN1,87.2745,99.9867,87.4859,72.5312,99.0845,98.7218,93.9496,87.2999,99.9207,100.578,97.8554,92.4735,92.7875,107.986,89.8642,90.0988
CLEC3B,0.0523362,0,0,0.104512,0,0,0,0,0.0600348,0,0,0.0604511,0,0.132884,0,0.0567676
NEUROD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF211,1.90543,1.81572,2.39686,2.74917,1.89859,2.40651,2.4911,2.25323,1.71106,1.64234,2.07701,1.75287,1.90281,1.95155,2.7503,2.75338
SUPT20H,10.1979,10.6528,11.7271,12.9243,10.6432,12.1424,11.1783,11.0349,9.99305,11.6001,10.6771,10.7105,9.07107,9.7242,10.8844,11.0016
CWC27,25.3559,25.7213,22.7748,23.4733,23.3665,20.4453,20.8502,22.4047,22.2301,21.5617,23.2437,26.0281,18.9166,18.2061,19.8999,21.5556
CDHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUSC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDK1,4.05537,4.35013,4.2357,5.7082,3.53301,3.92856,3.95849,4.79144,3.93352,4.28144,4.72739,4.2763,2.02488,2.85893,3.55938,3.28616
CIC,7.86886,7.88711,8.61461,6.77087,7.07377,7.62997,9.19506,8.43452,7.65405,8.57007,9.46862,9.21122,10.3103,11.3892,11.1441,12.3019
TEX14,0,0.0178092,0.0260765,0,0.0155894,0.0156576,0.0180788,0,0.00665591,0.0243452,0.0226422,0.0133718,0.0204371,0.00726793,0.0134671,0.0126256
SPI1,0.0685962,0,0.0969803,0,0,0,0,0,0,0.0319276,0,0.0787937,0.0335565,0,0.0682729,0.0692816
PLEKHH1,0.789996,0.781564,1.03297,1.06896,0.968111,0.98641,1.20572,0.988668,0.995229,1.14356,1.18153,0.794819,0.724348,0.677589,0.555881,0.773089
PIANP,0,0,0.0189947,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHDC2,3.06131,2.54441,3.46252,2.56945,2.80559,2.42998,3.51333,3.09123,3.62878,3.65986,4.20071,3.19429,2.72244,3.10153,3.01965,2.462
ST3GAL4,14.4976,16.7105,17.6956,17.1333,13.9413,13.6831,18.1255,17.1032,15.193,14.2822,17.185,16.8821,15.253,17.9628,17.5592,17.3312
TMPRSS12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCC1,20.9279,23.4183,26.7339,29.7404,20.7152,23.2096,25.7932,23.9657,23.0144,22.2596,25.6507,23.137,24.7328,25.6306,31.4165,29.0772
FARP1,3.31869,4.49508,7.26043,8.80415,5.55171,4.25204,7.0146,6.70689,4.27954,5.19868,7.42403,6.27455,3.64578,4.69173,6.82176,5.68443
KRTAP5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF9,4.93011,5.62632,3.98055,3.11383,3.61683,3.85507,3.1578,3.65695,4.34577,4.62782,2.99507,2.64649,3.50363,3.91824,2.54029,1.94736
SMR3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTRNR2L9,13.8066,5.79677,9.22505,9.90457,11.0593,11.5207,4.20362,8.73977,14.4063,11.3673,7.40242,12.8907,15.4778,8.97222,9.70366,9.7114
PRUNE,4.64818,5.36201,7.77211,6.34088,4.79973,5.16946,7.30989,7.00947,4.99409,5.3948,5.96044,7.38947,5.49854,5.79904,6.73699,7.3441
SASH1,0.903009,0.897548,1.8645,1.94779,0.775354,0.987136,1.9162,1.35254,0.690153,0.590176,1.40848,1.51584,0.462597,0.484459,1.41185,1.37805
NDUFC2,148.806,162.418,145.98,134.72,140.121,129.046,136.929,147.017,126.604,123.269,131.626,127.594,134.605,150.42,147.667,149.785
TBC1D15,11.9332,13.5196,14.6022,17.0079,11.7357,12.9363,12.9656,13.1342,11.1311,11.1736,12.2326,12.0437,10.5612,10.9928,12.7477,11.6364
C11orf52,0.91652,1.15098,1.0208,1.32745,1.10327,0.915924,1.11379,1.18978,1.21723,0.951335,1.07985,0.748081,0.726055,0.669117,0.65302,0.832448
GTSE1,14.512,15.2482,17.0766,14.2389,13.5188,14.3333,17.4586,17.2533,13.653,15.201,16.2919,15.9295,13.7597,13.3413,15.1299,15.5235
TPM4,233.902,248.253,191.938,181.26,247.984,242.879,205.08,200.324,237.863,230.684,197.891,210.999,194.974,205.764,164.718,164.095
CALML4,4.47212,4.31281,4.02406,4.23733,3.12092,3.34506,4.66331,4.42662,4.0341,3.6503,5.47162,5.24122,3.71478,4.59921,5.48582,4.38571
SNX15,5.65203,6.76017,6.05587,4.06095,5.70516,5.0031,5.33636,5.984,5.79737,5.37698,5.21918,4.57919,5.35595,6.00582,5.49049,4.98052
MAP3K7CL,0.118362,0.0188002,0.0275389,0.0633457,0.0292312,0.0764901,0,0.0528365,0.0375254,0.0229058,0,0.0565733,0.0215139,0.0230498,0.0213296,0.160053
OGN,0,0,0,0,0.0188404,0,0,0.0151661,0.0120791,0.0147344,0.0137108,0.0121348,0,0,0,0.0114514
EPHA7,0.128378,0.0909863,0.229686,0.214841,0.156255,0.145262,0.246634,0.28371,0.0712674,0.069482,0.118453,0.109743,0.0243106,0.121903,0.129834,0.179188
TMEM221,0,0.0640683,0.0234596,0.0604887,0.0139667,0,0.0244526,0.0225153,0.0303851,1.66E-07,0,0.0180158,0.0917003,0.0196316,0.0363425,0.0169909
